"card_url","card_name","card_image","card_number","card_rarity","card_cost_attribute","card_type","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets","card_att_def","card_race"
"http://www.fowtcg.com/card/2632","Millium, Successor of the Future","http://d12h0em1d7ppg.cloudfront.net/items/26/2632/image_en/3a73db7d-d7e2-432d-ba71-a7e94908701d.jpg","ENW-008","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Haruichi Kido","Echoes of the New World","Continuous
Other resonators with [Will of Hope] you control gain [+200/+200] and [Barrier].","The young man's hope filled the light and banished the darkness.","Echoes of the New World","800 / 800","Human"
"http://www.fowtcg.com/card/2632","Millium, Successor of the Future","http://d12h0em1d7ppg.cloudfront.net/items/26/2632/image_en/3a73db7d-d7e2-432d-ba71-a7e94908701d.jpg","ENW-008","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","Haruichi Kido","Echoes of the New World","Continuous
Other resonators with [Will of Hope] you control gain [+200/+200] and [Barrier].","The young man's hope filled the light and banished the darkness.","Echoes of the New World","800 / 800","Human"
"http://www.fowtcg.com/card/2633","Pandora, Queen of Miracles","http://d12h0em1d7ppg.cloudfront.net/items/26/2633/image_en/da079141-9783-466f-8872-ed65ba25516b.jpg","ENW-009","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Foo Midori","Echoes of the New World","Continuous
Release the [Seal] abilities of light cards and spells you control.","""Is this a vision of the distant future? No...it is much closer.""","Echoes of the New World","400 / 700","Human"
"http://www.fowtcg.com/card/2633","Pandora, Queen of Miracles","http://d12h0em1d7ppg.cloudfront.net/items/26/2633/image_en/da079141-9783-466f-8872-ed65ba25516b.jpg","ENW-009","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Foo Midori","Echoes of the New World","Continuous
Release the [Seal] abilities of light cards and spells you control.","""Is this a vision of the distant future? No...it is much closer.""","Echoes of the New World","400 / 700","Human"
"http://www.fowtcg.com/card/2634","Release","http://d12h0em1d7ppg.cloudfront.net/items/26/2634/image_en/c19a8a81-b84c-46a6-a394-e7d380f35bc2.jpg","ENW-010","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","sasaki kounosuke","Echoes of the New World","","With Alice freed, she once again stood against Lapis.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2634","Release","http://d12h0em1d7ppg.cloudfront.net/items/26/2634/image_en/c19a8a81-b84c-46a6-a394-e7d380f35bc2.jpg","ENW-010","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","sasaki kounosuke","Echoes of the New World","","With Alice freed, she once again stood against Lapis.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2635","Ryula's Volition","http://d12h0em1d7ppg.cloudfront.net/items/26/2635/image_en/cc69f4f4-ffdd-4f71-9b20-83a04738ea88.jpg","ENW-011","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","hatarisu","Echoes of the New World","","""Millium, take the last of my power...and save the world."" -Ryula, Alabaster Dragon Princess","Echoes of the New World","",""
"http://www.fowtcg.com/card/2635","Ryula's Volition","http://d12h0em1d7ppg.cloudfront.net/items/26/2635/image_en/cc69f4f4-ffdd-4f71-9b20-83a04738ea88.jpg","ENW-011","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Chant","hatarisu","Echoes of the New World","","""Millium, take the last of my power...and save the world."" -Ryula, Alabaster Dragon Princess","Echoes of the New World","",""
"http://www.fowtcg.com/card/2636","Sacred Record of Fairy Tales","http://d12h0em1d7ppg.cloudfront.net/items/26/2636/image_en/bcf0a2f2-260c-4368-afd3-de8db3deb62e.jpg","ENW-012","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","tokiwa","Echoes of the New World","","Stories that tie the hopes of everyone together.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2637","Skygazing Girl","http://d12h0em1d7ppg.cloudfront.net/items/26/2637/image_en/c5d4eb5e-be2d-4436-b4ec-a0a1e43a54a0.jpg","ENW-013","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","BANAMONS*","Echoes of the New World","Activate
[rest]: Target resonator with [Will of Hope] gains [+200/+200] until end of turn.","A blue planet, a white moon, the sky certainly has been changing recently.","Echoes of the New World","300 / 300","Human"
"http://www.fowtcg.com/card/2638","Spirit of Protection","http://d12h0em1d7ppg.cloudfront.net/items/26/2638/image_en/ec6b46d7-f6dc-45f5-bc52-52d4d8fa5ffc.jpg","ENW-014","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","RYUEMON","Echoes of the New World","Automatic
Whenever this card blocks ⇒ Recover it. It gains [+200/+200] until end of turn.","When Almerius returned to a magic stone, only this spirit remained.","Echoes of the New World","800 / 800","Spirit"
"http://www.fowtcg.com/card/2638","Spirit of Protection","http://d12h0em1d7ppg.cloudfront.net/items/26/2638/image_en/ec6b46d7-f6dc-45f5-bc52-52d4d8fa5ffc.jpg","ENW-014","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","RYUEMON","Echoes of the New World","Automatic
Whenever this card blocks ⇒ Recover it. It gains [+200/+200] until end of turn.","When Almerius returned to a magic stone, only this spirit remained.","Echoes of the New World","800 / 800","Spirit"
"http://www.fowtcg.com/card/2639","Strange Miracle","http://d12h0em1d7ppg.cloudfront.net/items/26/2639/image_en/b563f703-d698-4c0c-a09c-dc7fa574a14a.jpg","ENW-015","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","Mayo","Echoes of the New World","","Light that has protected all since ancient times.","Echoes of the New World","","Ancient Magic"
"http://www.fowtcg.com/card/2640","Zero, the King's Blade","http://d12h0em1d7ppg.cloudfront.net/items/26/2640/image_en/59358e74-85c3-4ec1-859e-51ebdc2d1266.jpg","ENW-016","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","lack","Echoes of the New World","Continuous
Resonators you control cannot be returned to their owners' hands.","""No more. I won't let you do as you please any longer.""","Echoes of the New World","600 / 600","Six Sages"
"http://www.fowtcg.com/card/2640","Zero, the King's Blade","http://d12h0em1d7ppg.cloudfront.net/items/26/2640/image_en/59358e74-85c3-4ec1-859e-51ebdc2d1266.jpg","ENW-016","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","lack","Echoes of the New World","Continuous
Resonators you control cannot be returned to their owners' hands.","""No more. I won't let you do as you please any longer.""","Echoes of the New World","600 / 600","Six Sages"
"http://www.fowtcg.com/card/2641","Zero's Circle of Protection","http://d12h0em1d7ppg.cloudfront.net/items/26/2641/image_en/257fd836-deeb-492b-9f2e-aef4173c1462.jpg","ENW-017","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Addition","saumaro","Echoes of the New World","Continuous
J/resonators you control gain [Barrier](Chosen attribute).","""To the circle everyone! Quickly!"" -Zero, the King's Blade","Echoes of the New World","",""
"http://www.fowtcg.com/card/2641","Zero's Circle of Protection","http://d12h0em1d7ppg.cloudfront.net/items/26/2641/image_en/257fd836-deeb-492b-9f2e-aef4173c1462.jpg","ENW-017","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Addition","saumaro","Echoes of the New World","Continuous
J/resonators you control gain [Barrier](Chosen attribute).","""To the circle everyone! Quickly!"" -Zero, the King's Blade","Echoes of the New World","",""
"http://www.fowtcg.com/card/2642","Adelbert's Crossflame","http://d12h0em1d7ppg.cloudfront.net/items/26/2642/image_en/3dacfc91-869f-4ffb-a277-ff732fc61641.jpg","ENW-018","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","Moopic","Echoes of the New World","","A flame that wards against existence.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2642","Adelbert's Crossflame","http://d12h0em1d7ppg.cloudfront.net/items/26/2642/image_en/3dacfc91-869f-4ffb-a277-ff732fc61641.jpg","ENW-018","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Chant","Moopic","Echoes of the New World","","A flame that wards against existence.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2643","Bahamut, the Dragonoid","http://d12h0em1d7ppg.cloudfront.net/items/26/2643/image_en/21f11d47-d6fd-43fa-95f2-0d788405457f.jpg","ENW-019","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Saiko Takaki","Echoes of the New World","Continuous
This card gains [Flying] as long as there is a [+100/+100] counter on it that was put on it by this card.","""As long as I can destroy what I please, I shall serve you.""","Echoes of the New World","500 / 500","Dragonoid"
"http://www.fowtcg.com/card/2643","Bahamut, the Dragonoid","http://d12h0em1d7ppg.cloudfront.net/items/26/2643/image_en/21f11d47-d6fd-43fa-95f2-0d788405457f.jpg","ENW-019","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Saiko Takaki","Echoes of the New World","Continuous
This card gains [Flying] as long as there is a [+100/+100] counter on it that was put on it by this card.","""As long as I can destroy what I please, I shall serve you.""","Echoes of the New World","500 / 500","Dragonoid"
"http://www.fowtcg.com/card/2643","Bahamut, the Dragonoid","http://d12h0em1d7ppg.cloudfront.net/items/26/2643/image_en/21f11d47-d6fd-43fa-95f2-0d788405457f.jpg","ENW-019","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Saiko Takaki","Echoes of the New World","Continuous
This card gains [Flying] as long as there is a [+100/+100] counter on it that was put on it by this card.","""As long as I can destroy what I please, I shall serve you.""","Echoes of the New World","500 / 500","Dragonoid"
"http://www.fowtcg.com/card/2643","Bahamut, the Dragonoid","http://d12h0em1d7ppg.cloudfront.net/items/26/2643/image_en/21f11d47-d6fd-43fa-95f2-0d788405457f.jpg","ENW-019","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Saiko Takaki","Echoes of the New World","Continuous
This card gains [Flying] as long as there is a [+100/+100] counter on it that was put on it by this card.","""As long as I can destroy what I please, I shall serve you.""","Echoes of the New World","500 / 500","Dragonoid"
"http://www.fowtcg.com/card/2644","Blazing Floating Castle, Refarth","http://d12h0em1d7ppg.cloudfront.net/items/26/2644/image_en/a32a06f0-6997-477b-acfd-8e34a7af3252.jpg","ENW-020","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Addition","mita kura","Echoes of the New World","Continuous
J/resonators you control can block J/resonators with [Flying].","With Almerius as a magic stone, Refarth rose to the sky once more, with the flames of Nyarlathotep to guard it.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2644","Blazing Floating Castle, Refarth","http://d12h0em1d7ppg.cloudfront.net/items/26/2644/image_en/a32a06f0-6997-477b-acfd-8e34a7af3252.jpg","ENW-020","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Addition","mita kura","Echoes of the New World","Continuous
J/resonators you control can block J/resonators with [Flying].","With Almerius as a magic stone, Refarth rose to the sky once more, with the flames of Nyarlathotep to guard it.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2645","Crimson Sanction","http://d12h0em1d7ppg.cloudfront.net/items/26/2645/image_en/5a8156de-f742-4608-9bdd-f35c42873115.jpg","ENW-021","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","YK","Echoes of the New World","","""Go!"" -Nyarlathotep, the Realized Truth","Echoes of the New World","",""
"http://www.fowtcg.com/card/2646","Fayli, Genius Rip-Off Artist","http://d12h0em1d7ppg.cloudfront.net/items/26/2646/image_en/e7e5b385-cfd1-47c5-a90d-37f2e1c9df78.jpg","ENW-022","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Foo Midori","Echoes of the New World","Activate
[r],[rest]: Put a token copy of another target resonator you control into your field. At the next end of turn ⇒ That token's controller banishes it.","""You can't tell which is the fake? Of course not. If you could, I'd be pretty bad at my job.""","Echoes of the New World","400 / 800","Human"
"http://www.fowtcg.com/card/2646","Fayli, Genius Rip-Off Artist","http://d12h0em1d7ppg.cloudfront.net/items/26/2646/image_en/e7e5b385-cfd1-47c5-a90d-37f2e1c9df78.jpg","ENW-022","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Foo Midori","Echoes of the New World","Activate
[r],[rest]: Put a token copy of another target resonator you control into your field. At the next end of turn ⇒ That token's controller banishes it.","""You can't tell which is the fake? Of course not. If you could, I'd be pretty bad at my job.""","Echoes of the New World","400 / 800","Human"
"http://www.fowtcg.com/card/2646","Fayli, Genius Rip-Off Artist","http://d12h0em1d7ppg.cloudfront.net/items/26/2646/image_en/e7e5b385-cfd1-47c5-a90d-37f2e1c9df78.jpg","ENW-022","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Foo Midori","Echoes of the New World","Activate
[r],[rest]: Put a token copy of another target resonator you control into your field. At the next end of turn ⇒ That token's controller banishes it.","""You can't tell which is the fake? Of course not. If you could, I'd be pretty bad at my job.""","Echoes of the New World","400 / 800","Human"
"http://www.fowtcg.com/card/2647","Flames of Nyarlathotep","http://d12h0em1d7ppg.cloudfront.net/items/26/2647/image_en/8ba1ef38-28d8-4285-a586-1274bfdfd9b8.jpg","ENW-023","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","SAO","Echoes of the New World","Activate
Banish this card: Produce [r].","A will that burns bright never tells lies.","Echoes of the New World","200 / 200","Cthulhu"
"http://www.fowtcg.com/card/2648","Melgis, King of Black Flame","http://d12h0em1d7ppg.cloudfront.net/items/26/2648/image_en/9e07672f-e132-4585-b281-6f815756f575.jpg","ENW-024","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","gekko","Echoes of the New World","Activate
Pay 300 life: This card gains [+100/0] and [First Strike] until end of turn.","Nothing remained of the man who once lead a nation.","Echoes of the New World","700 / 700","Seven Kings"
"http://www.fowtcg.com/card/2648","Melgis, King of Black Flame","http://d12h0em1d7ppg.cloudfront.net/items/26/2648/image_en/9e07672f-e132-4585-b281-6f815756f575.jpg","ENW-024","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","gekko","Echoes of the New World","Activate
Pay 300 life: This card gains [+100/0] and [First Strike] until end of turn.","Nothing remained of the man who once lead a nation.","Echoes of the New World","700 / 700","Seven Kings"
"http://www.fowtcg.com/card/2649","Melgis' War Beast","http://d12h0em1d7ppg.cloudfront.net/items/26/2649/image_en/694154f5-8ff8-41b3-beaf-408023a38569.jpg","ENW-025","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","gekko","Echoes of the New World","Continuous
This card gains [+100/+100] and [Swiftness] as long as you control another resonator with [Will of Despair].","An evil beast willing to bare its fangs at anyone.","Echoes of the New World","400 / 100","Beast"
"http://www.fowtcg.com/card/2650","Nyarlathotep, the Realized Truth","http://d12h0em1d7ppg.cloudfront.net/items/26/2650/image_en/98cc923a-c81e-4182-b539-506fcca41ba3.jpg","ENW-026","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","YK","Echoes of the New World","Activate
[1]: Target J/resonator you control gains [+200/-200] until end of turn.","""Lies are kind, the truth is cruel. Let me show you the greatest truth of all!""","Echoes of the New World","400 / 600","Human/Cthulhu"
"http://www.fowtcg.com/card/2650","Nyarlathotep, the Realized Truth","http://d12h0em1d7ppg.cloudfront.net/items/26/2650/image_en/98cc923a-c81e-4182-b539-506fcca41ba3.jpg","ENW-026","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","YK","Echoes of the New World","Activate
[1]: Target J/resonator you control gains [+200/-200] until end of turn.","""Lies are kind, the truth is cruel. Let me show you the greatest truth of all!""","Echoes of the New World","400 / 600","Human/Cthulhu"
"http://www.fowtcg.com/card/2651","Rainbow Arrow","http://d12h0em1d7ppg.cloudfront.net/items/26/2651/image_en/61093b6d-2728-49df-ad32-86d4c7dbec50.jpg","ENW-027","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","uekino aroe","Echoes of the New World","","""If it's come to this, I guess I'd better get serious."" -Red Riding Hood, Rainbow to the Heavens","Echoes of the New World","",""
"http://www.fowtcg.com/card/2652","Red Hood","http://d12h0em1d7ppg.cloudfront.net/items/26/2652/image_en/076e6483-8014-40d1-a95e-fdeeac9946d5.jpg","ENW-028","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Addition","yua","Echoes of the New World","Continuous
Bestowed resonator gains [+200/+200] and [Swiftness].","A red hood infused with an unusually high amount of magic.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2653","Red Riding Hood, Rainbow to the Heavens","http://d12h0em1d7ppg.cloudfront.net/items/26/2653/image_en/e6c3bf5b-a5a8-4b0d-b529-10896bf8fd9d.jpg","ENW-029","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Matsurika Yoko","Echoes of the New World","","With Melfee and Nyarlathotep, Red Riding Hood returned to Refarth for the first time in years.","Echoes of the New World","400 / 400","Fairy Tale"
"http://www.fowtcg.com/card/2654","Refarth's Wall of Flames","http://d12h0em1d7ppg.cloudfront.net/items/26/2654/image_en/59805fa2-8e6d-4735-9d0e-0cb06a4af902.jpg","ENW-030","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","RYUEMON","Echoes of the New World","","Nyarlathotep's flame moved as though it were alive, burning away its enemies.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2654","Refarth's Wall of Flames","http://d12h0em1d7ppg.cloudfront.net/items/26/2654/image_en/59805fa2-8e6d-4735-9d0e-0cb06a4af902.jpg","ENW-030","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","RYUEMON","Echoes of the New World","","Nyarlathotep's flame moved as though it were alive, burning away its enemies.","Echoes of the New World","",""
"http://www.fowtcg.com/card/2655","Swordsman of Fire","http://d12h0em1d7ppg.cloudfront.net/items/26/2655/image_en/96a90113-6fb1-41b8-b20b-f3811f78ae45.jpg","ENW-031","R","","Ruler","Hayama Kohei","Echoes of the New World","Continuous
Wanderer resonators you control gain [First Strike].","""I heard Scheherazade's report. Seems I managed to arrive in time.""","Echoes of the New World","","Wanderer"
"http://www.fowtcg.com/card/2656","Dimension Brigade's Leader, Adelbert","http://d12h0em1d7ppg.cloudfront.net/items/26/2656/image_en/9ed3c531-2919-47bc-b6d0-e05957d0e0ab.jpg","ENW-031J","JR","","J-ruler","Hayama Kohei","Echoes of the New World","Automatic
Whenever a darkness resonator enters your field ⇒ Your opponent discards a card.","""Time to get serious. Reflect, Refrain, are you coming?"" ""Is that alright?"" ""It's fine."" ""Really?"" ""Really.""","Echoes of the New World","1200 / 1200","Wanderer"
"http://www.fowtcg.com/card/2657","Tiny Aggressive Dragon","http://d12h0em1d7ppg.cloudfront.net/items/26/2657/image_en/b24ad093-766a-412e-bca6-ae7c07ca0843.jpg","ENW-032","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","SO","Echoes of the New World","","A small, belligerent creature accompanied Bahamut.","Echoes of the New World","800 / 800","Dragon"
"http://www.fowtcg.com/card/2657","Tiny Aggressive Dragon","http://d12h0em1d7ppg.cloudfront.net/items/26/2657/image_en/b24ad093-766a-412e-bca6-ae7c07ca0843.jpg","ENW-032","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","SO","Echoes of the New World","","A small, belligerent creature accompanied Bahamut.","Echoes of the New World","800 / 800","Dragon"
"http://www.fowtcg.com/card/2657","Tiny Aggressive Dragon","http://d12h0em1d7ppg.cloudfront.net/items/26/2657/image_en/b24ad093-766a-412e-bca6-ae7c07ca0843.jpg","ENW-032","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","SO","Echoes of the New World","","A small, belligerent creature accompanied Bahamut.","Echoes of the New World","800 / 800","Dragon"
"http://www.fowtcg.com/card/2658","Transforming Scarecrow","http://d12h0em1d7ppg.cloudfront.net/items/26/2658/image_en/af24c9a2-b735-45a6-92d0-f38fb6e1c008.jpg","ENW-033","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","MATSUMOTO EIGHT","Echoes of the New World","Automatic
Whenever another resonator you control attacks ⇒ This card's ATK becomes equal to that resonator's ATK until end of turn.","""It's different every time you see it, so don't waste time looking at it."" -Fayli, Genius Rip-Off Artist","Echoes of the New World","0 / 800","Scarecrow"
"http://www.fowtcg.com/card/2658","Transforming Scarecrow","http://d12h0em1d7ppg.cloudfront.net/items/26/2658/image_en/af24c9a2-b735-45a6-92d0-f38fb6e1c008.jpg","ENW-033","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","MATSUMOTO EIGHT","Echoes of the New World","Automatic
Whenever another resonator you control attacks ⇒ This card's ATK becomes equal to that resonator's ATK until end of turn.","""It's different every time you see it, so don't waste time looking at it."" -Fayli, Genius Rip-Off Artist","Echoes of the New World","0 / 800","Scarecrow"
"http://www.fowtcg.com/card/2659","Yamata-no-Orochi, the Resurrected Calamity","http://d12h0em1d7ppg.cloudfront.net/items/26/2659/image_en/759f1463-5f26-48d1-a580-10a61b856ddc.jpg","ENW-034","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","gozz","Echoes of the New World","Automatic
Whenever this card attacks ⇒ It deals 800 damage to your opponent and each other resonator.","""The calamities of this world's past, I will make good use of them."" -Gill Lapis, Usurper of Maddening Power","Echoes of the New World","0 / 1600","Twelve Apostles"
