"card_url","card_name","card_image","card_number","card_cost_attribute","card_att_def","card_type","card_race","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets","card_rarity"
"http://www.fowtcg.com/card/506","Faria, Paladin of the Dawn","http://d12h0em1d7ppg.cloudfront.net/items/50/506/image_en/1485233485.jpg","VIN003-004","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","600 / 600","Resonator","Paladin","Nekobayashi","Vingolf ""Ruler All Stars""","Activate
[W][W]: Cancel target spell or ability targeting this card.","""You want to take me on alone? Haha, this'll be interesting.""","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/507","Gloria's Castle Town","http://d12h0em1d7ppg.cloudfront.net/items/50/507/image_en/1485233486.jpg","VIN003-005","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Addition: Field","Castle","FushikadKusanagi Tyouenen K.K.","Vingolf ""Ruler All Stars""","Automatic
Whenever you gain life ⇒ Target resonator gains [+300/+300] until end of turn.","Gloria lived a period of high prosperity under the guidance of the Sacred Queen.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/507","Gloria's Castle Town","http://d12h0em1d7ppg.cloudfront.net/items/50/507/image_en/1485233486.jpg","VIN003-005","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","","Addition: Field","Castle","FushikadKusanagi Tyouenen K.K.","Vingolf ""Ruler All Stars""","Automatic
Whenever you gain life ⇒ Target resonator gains [+300/+300] until end of turn.","Gloria lived a period of high prosperity under the guidance of the Sacred Queen.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/508","Grimm, the Legendary King of Fairy Tales","http://d12h0em1d7ppg.cloudfront.net/items/50/508/image_en/1485233488.jpg","VIN003-006","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","800 / 800","Resonator","Human","Haruichi Kido","Vingolf ""Ruler All Stars""","Automatic
This card gains ""Whenever this card attacks or blocks ⇒ [Force]1. This card gains [+X00/+X00] until end of turn, where X is the result of the roll."" as long as your J/ruler is ""Millium, Prince of the Light Palace"" or ""Millium, Voice of a New Generation"".","Fairy Tales share bonds that span any distance.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/508","Grimm, the Legendary King of Fairy Tales","http://d12h0em1d7ppg.cloudfront.net/items/50/508/image_en/1485233488.jpg","VIN003-006","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","800 / 800","Resonator","Human","Haruichi Kido","Vingolf ""Ruler All Stars""","Automatic
This card gains ""Whenever this card attacks or blocks ⇒ [Force]1. This card gains [+X00/+X00] until end of turn, where X is the result of the roll."" as long as your J/ruler is ""Millium, Prince of the Light Palace"" or ""Millium, Voice of a New Generation"".","Fairy Tales share bonds that span any distance.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/508","Grimm, the Legendary King of Fairy Tales","http://d12h0em1d7ppg.cloudfront.net/items/50/508/image_en/1485233488.jpg","VIN003-006","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","800 / 800","Resonator","Human","Haruichi Kido","Vingolf ""Ruler All Stars""","Automatic
This card gains ""Whenever this card attacks or blocks ⇒ [Force]1. This card gains [+X00/+X00] until end of turn, where X is the result of the roll."" as long as your J/ruler is ""Millium, Prince of the Light Palace"" or ""Millium, Voice of a New Generation"".","Fairy Tales share bonds that span any distance.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/509","Guardian of Light Magic Stones","http://d12h0em1d7ppg.cloudfront.net/items/50/509/image_en/1485233491.jpg","VIN003-007","","","Ruler","Dragon","gozz","Vingolf ""Ruler All Stars""","Automatic
[Resonance] Light Magic Stone ⇒ Target resonator you control gains [+200/+200] until end of turn.","The light guardian welcomes all champions of justice.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/510","Avatar of Light Magic Stones","http://d12h0em1d7ppg.cloudfront.net/items/51/510/image_en/1485233492.jpg","VIN003-007J","","1000 / 1200","J-ruler","Dragon","gozz","Vingolf ""Ruler All Stars""","Automatic
When this card enters your field ⇒ Destroy all non-magic stone, non-J-ruler cards.","The avatar's light swallows all.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/511","Knight Lord of Godspeed","http://d12h0em1d7ppg.cloudfront.net/items/51/511/image_en/1485233493.jpg","VIN003-008","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","1000 / 1000","Resonator","Knight","JURI","Vingolf ""Ruler All Stars""","Automatic
When this card enters your field ⇒ J/resonators you control gain [Precision] until end of turn.","God like speed that brings victory on the battlefield.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/511","Knight Lord of Godspeed","http://d12h0em1d7ppg.cloudfront.net/items/51/511/image_en/1485233493.jpg","VIN003-008","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","1000 / 1000","Resonator","Knight","JURI","Vingolf ""Ruler All Stars""","Automatic
When this card enters your field ⇒ J/resonators you control gain [Precision] until end of turn.","God like speed that brings victory on the battlefield.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/511","Knight Lord of Godspeed","http://d12h0em1d7ppg.cloudfront.net/items/51/511/image_en/1485233493.jpg","VIN003-008","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","1000 / 1000","Resonator","Knight","JURI","Vingolf ""Ruler All Stars""","Automatic
When this card enters your field ⇒ J/resonators you control gain [Precision] until end of turn.","God like speed that brings victory on the battlefield.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/512","Light Wizard","http://d12h0em1d7ppg.cloudfront.net/items/51/512/image_en/1485233495.jpg","VIN003-009","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","200 / 200","Resonator","Wizard","Haruichi Kido","Vingolf ""Ruler All Stars""","Automatic
Whenever you play a light chant ⇒ You gain 200 life.","Light embodies healing and judgment.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/513","Lumia, Saint of Creation","http://d12h0em1d7ppg.cloudfront.net/items/51/513/image_en/1485233496.jpg","VIN003-010","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","400 / 700","Resonator","Human","kurisu","Vingolf ""Ruler All Stars""","Continuous
You may play cards removed by this card.","Changing the world doesn't change her plans.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/513","Lumia, Saint of Creation","http://d12h0em1d7ppg.cloudfront.net/items/51/513/image_en/1485233496.jpg","VIN003-010","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","400 / 700","Resonator","Human","kurisu","Vingolf ""Ruler All Stars""","Continuous
You may play cards removed by this card.","Changing the world doesn't change her plans.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/514","Manifestation of Power","http://d12h0em1d7ppg.cloudfront.net/items/51/514/image_en/1485233497.jpg","VIN003-011","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Chant","","Haruichi Kido","Vingolf ""Ruler All Stars""","","""What is this power?"" -Millium, Prince of the Light Palace","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/514","Manifestation of Power","http://d12h0em1d7ppg.cloudfront.net/items/51/514/image_en/1485233497.jpg","VIN003-011","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","","Chant","","Haruichi Kido","Vingolf ""Ruler All Stars""","","""What is this power?"" -Millium, Prince of the Light Palace","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/515","Protective Barrier","http://d12h0em1d7ppg.cloudfront.net/items/51/515/image_en/1485233501.jpg","VIN003-012","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Chant","","uekino aroe","Vingolf ""Ruler All Stars""","","Thanks to its protection, we are granted enough time to sharpen our blades once again.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/516","Sol, Envoy of Light","http://d12h0em1d7ppg.cloudfront.net/items/51/516/image_en/1485233503.jpg","VIN003-013","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","400 / 400","Resonator","Spirit","YK","Vingolf ""Ruler All Stars""","Automatic
When this card enters your field ⇒ Reveal the top card of your magic stone deck. If it's a non-special light magic stone, put it into your field.","Bringer of pure, sacred light.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/516","Sol, Envoy of Light","http://d12h0em1d7ppg.cloudfront.net/items/51/516/image_en/1485233503.jpg","VIN003-013","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","400 / 400","Resonator","Spirit","YK","Vingolf ""Ruler All Stars""","Automatic
When this card enters your field ⇒ Reveal the top card of your magic stone deck. If it's a non-special light magic stone, put it into your field.","Bringer of pure, sacred light.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/517","The Final Word","http://d12h0em1d7ppg.cloudfront.net/items/51/517/image_en/1485233506.jpg","VIN003-014","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Chant","","mie","Vingolf ""Ruler All Stars""","","""Alice, don't worry about me! Run!"" —Faria, the Sacred Queen","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/518","Zero's Magic Light","http://d12h0em1d7ppg.cloudfront.net/items/51/518/image_en/1485233507.jpg","VIN003-015","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Chant","","saumaro","Vingolf ""Ruler All Stars""","","""Disappear into the light!"" -Zero, Master of the Magic Saber","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/518","Zero's Magic Light","http://d12h0em1d7ppg.cloudfront.net/items/51/518/image_en/1485233507.jpg","VIN003-015","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Chant","","saumaro","Vingolf ""Ruler All Stars""","","""Disappear into the light!"" -Zero, Master of the Magic Saber","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/519","Bahamut, Phantasmal Dragon","http://d12h0em1d7ppg.cloudfront.net/items/51/519/image_en/1485233508.jpg","VIN003-016","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","1000 / 1000","Resonator","Dragon","kakotomirai","Vingolf ""Ruler All Stars""","Automatic
When this card enters your field ⇒ It deals 700 damage to target player or J/resonator.","The proper offering can summon a great creature.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/519","Bahamut, Phantasmal Dragon","http://d12h0em1d7ppg.cloudfront.net/items/51/519/image_en/1485233508.jpg","VIN003-016","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","1000 / 1000","Resonator","Dragon","kakotomirai","Vingolf ""Ruler All Stars""","Automatic
When this card enters your field ⇒ It deals 700 damage to target player or J/resonator.","The proper offering can summon a great creature.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/519","Bahamut, Phantasmal Dragon","http://d12h0em1d7ppg.cloudfront.net/items/51/519/image_en/1485233508.jpg","VIN003-016","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/04.png","1000 / 1000","Resonator","Dragon","kakotomirai","Vingolf ""Ruler All Stars""","Automatic
When this card enters your field ⇒ It deals 700 damage to target player or J/resonator.","The proper offering can summon a great creature.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/520","Barbatos, World's Greatest Eccentric","http://d12h0em1d7ppg.cloudfront.net/items/52/520/image_en/1485233510.jpg","VIN003-017","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","1000 / 100","Resonator","Daimyo","Haruichi Kido","Vingolf ""Ruler All Stars""","Automatic
When this card enters your field ⇒ Rest all other J/resonators.","""Friends, enemies! Be quiet! It's my time to shine.""","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/520","Barbatos, World's Greatest Eccentric","http://d12h0em1d7ppg.cloudfront.net/items/52/520/image_en/1485233510.jpg","VIN003-017","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","1000 / 100","Resonator","Daimyo","Haruichi Kido","Vingolf ""Ruler All Stars""","Automatic
When this card enters your field ⇒ Rest all other J/resonators.","""Friends, enemies! Be quiet! It's my time to shine.""","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/520","Barbatos, World's Greatest Eccentric","http://d12h0em1d7ppg.cloudfront.net/items/52/520/image_en/1485233510.jpg","VIN003-017","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","1000 / 100","Resonator","Daimyo","Haruichi Kido","Vingolf ""Ruler All Stars""","Automatic
When this card enters your field ⇒ Rest all other J/resonators.","""Friends, enemies! Be quiet! It's my time to shine.""","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/521","Barust, Machine Deity of Purgatory","http://d12h0em1d7ppg.cloudfront.net/items/52/521/image_en/1485233528.jpg","VIN003-018","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","0 / 100","Resonator","Demon","ShiroYayoi","Vingolf ""Ruler All Stars""","Activate
[rest], banish two magic stones: Destroy target special magic stone.","Power is attainable for a price.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/522","Blood Boil","http://d12h0em1d7ppg.cloudfront.net/items/52/522/image_en/1485233531.jpg","VIN003-019","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Chant","","Moopic","Vingolf ""Ruler All Stars""","","Ruin predates glory.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/522","Blood Boil","http://d12h0em1d7ppg.cloudfront.net/items/52/522/image_en/1485233531.jpg","VIN003-019","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","","Chant","","Moopic","Vingolf ""Ruler All Stars""","","Ruin predates glory.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/523","Burn to Cinders","http://d12h0em1d7ppg.cloudfront.net/items/52/523/image_en/1485233532.jpg","VIN003-020","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Chant","","gozz","Vingolf ""Ruler All Stars""","","All was reduced to ashes, even the memory.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/523","Burn to Cinders","http://d12h0em1d7ppg.cloudfront.net/items/52/523/image_en/1485233532.jpg","VIN003-020","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Chant","","gozz","Vingolf ""Ruler All Stars""","","All was reduced to ashes, even the memory.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/524","Cain, Treacherous Killer of the Gods","http://d12h0em1d7ppg.cloudfront.net/items/52/524/image_en/1485233533.jpg","VIN003-021","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","0 / 400","Resonator","Wizard","Kusanagi Toyed","Vingolf ""Ruler All Stars""","Activate
[rest]: This card deals 200 damage to target opponent.","""God is dead!""","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/525","Certo, the Blazing Volcano","http://d12h0em1d7ppg.cloudfront.net/items/52/525/image_en/1485233534.jpg","VIN003-022","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Addition: Field","Mountain","Kusanagi Tyouen","Vingolf ""Ruler All Stars""","Automatic
Whenever a resonator is put into a graveyard from a field ⇒ This card deals 100 damage to each player.","The volcano is the future. Only the chosen ones will survive.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/525","Certo, the Blazing Volcano","http://d12h0em1d7ppg.cloudfront.net/items/52/525/image_en/1485233534.jpg","VIN003-022","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","","Addition: Field","Mountain","Kusanagi Tyouen","Vingolf ""Ruler All Stars""","Automatic
Whenever a resonator is put into a graveyard from a field ⇒ This card deals 100 damage to each player.","The volcano is the future. Only the chosen ones will survive.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/526","Demonflame","http://d12h0em1d7ppg.cloudfront.net/items/52/526/image_en/1485233536.jpg","VIN003-023","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Chant","","Nagi-nyan","Vingolf ""Ruler All Stars""","","""Burn!"" -Melgis, the Flame King","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/527","Fire Wizard","http://d12h0em1d7ppg.cloudfront.net/items/52/527/image_en/1485233538.jpg","VIN003-024","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","200 / 200","Resonator","Wizard","kawaryu","Vingolf ""Ruler All Stars""","Automatic
Whenever you play a fire chant ⇒ This card may deal 100 damage to target J/resonator.","Fire embodies passion and conquest.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/528","Guardian of Fire Magic Stones","http://d12h0em1d7ppg.cloudfront.net/items/52/528/image_en/1485233539.jpg","VIN003-025","","","Ruler","Dragon","douzen","Vingolf ""Ruler All Stars""","Automatic
[Resonance] Fire Magic Stone ⇒ This card may deal 200 damage to target resonator.","The fire guardian welcomes all warriors with a fire in their heart.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/529","Avatar of Fire Magic Stones","http://d12h0em1d7ppg.cloudfront.net/items/52/529/image_en/1485233541.jpg","VIN003-025J","","1200 / 1000","J-ruler","Dragon","douzen","Vingolf ""Ruler All Stars""","Continuous
If a resonator dealt damage by this card this turn would be put into a graveyard, remove it from the game instead.","The avatar's fire burns all to ash.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/530","Introspective Jutsu","http://d12h0em1d7ppg.cloudfront.net/items/53/530/image_en/1485233542.jpg","VIN003-026","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Chant","","Hayama Kihei","Vingolf ""Ruler All Stars""","","""My body's burning uuuuuup!"" -Fiery Chariot, Red Boy","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/530","Introspective Jutsu","http://d12h0em1d7ppg.cloudfront.net/items/53/530/image_en/1485233542.jpg","VIN003-026","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Chant","","Hayama Kihei","Vingolf ""Ruler All Stars""","","""My body's burning uuuuuup!"" -Fiery Chariot, Red Boy","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/530","Introspective Jutsu","http://d12h0em1d7ppg.cloudfront.net/items/53/530/image_en/1485233542.jpg","VIN003-026","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","","Chant","","Hayama Kihei","Vingolf ""Ruler All Stars""","","""My body's burning uuuuuup!"" -Fiery Chariot, Red Boy","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/531","Melgis, King of Conquest","http://d12h0em1d7ppg.cloudfront.net/items/53/531/image_en/1485233544.jpg","VIN003-027","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","600 / 400","Resonator","Swordsman","gekko","Vingolf ""Ruler All Stars""","Continuous
Players cannot gain life.","""No running away from the fight this time, Faria.""","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/531","Melgis, King of Conquest","http://d12h0em1d7ppg.cloudfront.net/items/53/531/image_en/1485233544.jpg","VIN003-027","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","600 / 400","Resonator","Swordsman","gekko","Vingolf ""Ruler All Stars""","Continuous
Players cannot gain life.","""No running away from the fight this time, Faria.""","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/532","Salamander, Envoy of Fire","http://d12h0em1d7ppg.cloudfront.net/items/53/532/image_en/1485233545.jpg","VIN003-028","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","600 / 600","Resonator","Spirit","Rumie","Vingolf ""Ruler All Stars""","Automatic
When this card enters your field ⇒ It deals 600 damage to target opponent and target resonator your opponent controls.","The envoy's flames scorch the body and soul.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/532","Salamander, Envoy of Fire","http://d12h0em1d7ppg.cloudfront.net/items/53/532/image_en/1485233545.jpg","VIN003-028","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","600 / 600","Resonator","Spirit","Rumie","Vingolf ""Ruler All Stars""","Automatic
When this card enters your field ⇒ It deals 600 damage to target opponent and target resonator your opponent controls.","The envoy's flames scorch the body and soul.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/532","Salamander, Envoy of Fire","http://d12h0em1d7ppg.cloudfront.net/items/53/532/image_en/1485233545.jpg","VIN003-028","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","600 / 600","Resonator","Spirit","Rumie","Vingolf ""Ruler All Stars""","Automatic
When this card enters your field ⇒ It deals 600 damage to target opponent and target resonator your opponent controls.","The envoy's flames scorch the body and soul.","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/533","Shimazu Yoshihiro, Feudal Flame Lord","http://d12h0em1d7ppg.cloudfront.net/items/53/533/image_en/1485233548.jpg","VIN003-029","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","800 / 800","Resonator","Daimyo","yuhki lily","Vingolf ""Ruler All Stars""","Automatic
Whenever a J/resonator you control is blocked ⇒ Destroy it and the blocking J/resonator.","""Survival is not the point of battle. Victory is.""","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/533","Shimazu Yoshihiro, Feudal Flame Lord","http://d12h0em1d7ppg.cloudfront.net/items/53/533/image_en/1485233548.jpg","VIN003-029","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","800 / 800","Resonator","Daimyo","yuhki lily","Vingolf ""Ruler All Stars""","Automatic
Whenever a J/resonator you control is blocked ⇒ Destroy it and the blocking J/resonator.","""Survival is not the point of battle. Victory is.""","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/533","Shimazu Yoshihiro, Feudal Flame Lord","http://d12h0em1d7ppg.cloudfront.net/items/53/533/image_en/1485233548.jpg","VIN003-029","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","800 / 800","Resonator","Daimyo","yuhki lily","Vingolf ""Ruler All Stars""","Automatic
Whenever a J/resonator you control is blocked ⇒ Destroy it and the blocking J/resonator.","""Survival is not the point of battle. Victory is.""","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/534","Sylvia Gill Palarilias, Infernal Dragon","http://d12h0em1d7ppg.cloudfront.net/items/53/534/image_en/1485233549.jpg","VIN003-030","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","800 / 700","Resonator","Dragon","SIGMAN","Vingolf ""Ruler All Stars""","Continuous
This card gains [Swiftness] as long as your J/ruler is ""Sylvia Gill Palarilias"".","""My soul is forever bound to Lapis.""","Vingolf ""Ruler All Stars""",""
"http://www.fowtcg.com/card/534","Sylvia Gill Palarilias, Infernal Dragon","http://d12h0em1d7ppg.cloudfront.net/items/53/534/image_en/1485233549.jpg","VIN003-030","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","800 / 700","Resonator","Dragon","SIGMAN","Vingolf ""Ruler All Stars""","Continuous
This card gains [Swiftness] as long as your J/ruler is ""Sylvia Gill Palarilias"".","""My soul is forever bound to Lapis.""","Vingolf ""Ruler All Stars""",""
