"card_url","card_name","card_image","card_number","card_rarity","card_cost_attribute","card_type","card_race","card_artist","card_expansion","card_flavor_text","card_all_sets","card_att_def","card_text"
"http://www.fowtcg.com/card/2505","Fiery Soldier of Milest","http://d12h0em1d7ppg.cloudfront.net/items/25/2505/image_en/1485841299.jpg","RDE-009","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Soldier","M ganzy","Return of the Dragon Emperor","To burn is fire's only desire.","Return of the Dragon Emperor","600 / 600","Continuous
Treat this card as a fire magic stone."
"http://www.fowtcg.com/card/2506","Memory to Memoria","http://d12h0em1d7ppg.cloudfront.net/items/25/2506/image_en/1485841300.jpg","RDE-010","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","","Shirono Muku","Return of the Dragon Emperor","""Fragmented souls, nourish my power."" -Gill Lapis, Conqueror of Attoractia","Return of the Dragon Emperor","",""
"http://www.fowtcg.com/card/2507","Milest, the First Flame","http://d12h0em1d7ppg.cloudfront.net/items/25/2507/image_en/1485841301.jpg","RDE-011","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Six Sages","SIGMAN","Return of the Dragon Emperor","""Now this doesn't look like a very happy reunion."" -Almerius, Summoner of Spirits","Return of the Dragon Emperor","0 / 800","Automatic
[Resonance] Fire Magic Stone ⇒ This card gains [+100/0] for each fire magic stone you control and [Pierce] until end of turn."
"http://www.fowtcg.com/card/2507","Milest, the First Flame","http://d12h0em1d7ppg.cloudfront.net/items/25/2507/image_en/1485841301.jpg","RDE-011","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Six Sages","SIGMAN","Return of the Dragon Emperor","""Now this doesn't look like a very happy reunion."" -Almerius, Summoner of Spirits","Return of the Dragon Emperor","0 / 800","Automatic
[Resonance] Fire Magic Stone ⇒ This card gains [+100/0] for each fire magic stone you control and [Pierce] until end of turn."
"http://www.fowtcg.com/card/2507","Milest, the First Flame","http://d12h0em1d7ppg.cloudfront.net/items/25/2507/image_en/1485841301.jpg","RDE-011","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Six Sages","SIGMAN","Return of the Dragon Emperor","""Now this doesn't look like a very happy reunion."" -Almerius, Summoner of Spirits","Return of the Dragon Emperor","0 / 800","Automatic
[Resonance] Fire Magic Stone ⇒ This card gains [+100/0] for each fire magic stone you control and [Pierce] until end of turn."
"http://www.fowtcg.com/card/2508","Reincarnation","http://d12h0em1d7ppg.cloudfront.net/items/25/2508/image_en/1485841303.jpg","RDE-012","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","","Tomomi TOMIDA","Return of the Dragon Emperor","""Reincarnation. This is the new power I found!"" -Reincarnated Maiden of Flame, Pricia","Return of the Dragon Emperor","",""
"http://www.fowtcg.com/card/2508","Reincarnation","http://d12h0em1d7ppg.cloudfront.net/items/25/2508/image_en/1485841303.jpg","RDE-012","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","","Tomomi TOMIDA","Return of the Dragon Emperor","""Reincarnation. This is the new power I found!"" -Reincarnated Maiden of Flame, Pricia","Return of the Dragon Emperor","",""
"http://www.fowtcg.com/card/2508","Reincarnation","http://d12h0em1d7ppg.cloudfront.net/items/25/2508/image_en/1485841303.jpg","RDE-012","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","","Tomomi TOMIDA","Return of the Dragon Emperor","""Reincarnation. This is the new power I found!"" -Reincarnated Maiden of Flame, Pricia","Return of the Dragon Emperor","",""
"http://www.fowtcg.com/card/2509","Rising Fire Strike","http://d12h0em1d7ppg.cloudfront.net/items/25/2509/image_en/1485841306.jpg","RDE-013","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","","SAO","Return of the Dragon Emperor","Those that fear heights look to others for the strength.","Return of the Dragon Emperor","",""
"http://www.fowtcg.com/card/2509","Rising Fire Strike","http://d12h0em1d7ppg.cloudfront.net/items/25/2509/image_en/1485841306.jpg","RDE-013","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","","SAO","Return of the Dragon Emperor","Those that fear heights look to others for the strength.","Return of the Dragon Emperor","",""
"http://www.fowtcg.com/card/2509","Rising Fire Strike","http://d12h0em1d7ppg.cloudfront.net/items/25/2509/image_en/1485841306.jpg","RDE-013","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","","SAO","Return of the Dragon Emperor","Those that fear heights look to others for the strength.","Return of the Dragon Emperor","",""
"http://www.fowtcg.com/card/2510","Salamander, the Spirit of Fire","http://d12h0em1d7ppg.cloudfront.net/items/25/2510/image_en/1485841307.jpg","RDE-014","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Spirit","Takumi Sugikawa","Return of the Dragon Emperor","Almerius, master of spirits that she was, controlled spirits of all elements.","Return of the Dragon Emperor","300 / 100","Activate
Banish this card: This card deals damage equal to its ATK to target J/resonator."
"http://www.fowtcg.com/card/2511","Sprinting Flame Horse","http://d12h0em1d7ppg.cloudfront.net/items/25/2511/image_en/1485841308.jpg","RDE-015","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Beast","Nanami Lusia","Return of the Dragon Emperor","""Be careful he doesn't buck you off. Ah! Not so fast! It's hot."" -Pricia, True Beastmaster","Return of the Dragon Emperor","200 / 200","Activate
[Inheritance][R]: Target J/resonator gains [+200/+200] and [Swiftness] until end of turn."
"http://www.fowtcg.com/card/2512","Vengeful Attoractian Wizard","http://d12h0em1d7ppg.cloudfront.net/items/25/2512/image_en/1485841310.jpg","RDE-016","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Wizard","RYUEMON","Return of the Dragon Emperor","Using Attoractia, Lapis attacked his father with the regalia's memories of grief and destruction.","Return of the Dragon Emperor","600 / 600","Automatic
[Resonance] Fire Magic Stone (Whenever a fire magic stone enters your field.) ⇒ This card deals 200 damage to target opponent."
"http://www.fowtcg.com/card/2512","Vengeful Attoractian Wizard","http://d12h0em1d7ppg.cloudfront.net/items/25/2512/image_en/1485841310.jpg","RDE-016","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Wizard","RYUEMON","Return of the Dragon Emperor","Using Attoractia, Lapis attacked his father with the regalia's memories of grief and destruction.","Return of the Dragon Emperor","600 / 600","Automatic
[Resonance] Fire Magic Stone (Whenever a fire magic stone enters your field.) ⇒ This card deals 200 damage to target opponent."
"http://www.fowtcg.com/card/2513","Apprentice Wererabbit","http://d12h0em1d7ppg.cloudfront.net/items/25/2513/image_en/1485841311.jpg","RDE-017","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Wererabbit","yua","Return of the Dragon Emperor","""I can fly too!...sometimes.""","Return of the Dragon Emperor","100 / 300","Automatic
[Resonance] Water Magic Stone (Whenever a water magic stone enters your field.) ⇒ This card gains [+300/+300] and [Flying] until end of turn."
"http://www.fowtcg.com/card/2514","Charlotte's Water Dragon Technique","http://d12h0em1d7ppg.cloudfront.net/items/25/2514/image_en/1485841313.jpg","RDE-018","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","","SAGAWA ASUKA","Return of the Dragon Emperor","""This time, turn to a dragon!"" -Charlotte, Wielder of the Sacred Spirit","Return of the Dragon Emperor","",""
"http://www.fowtcg.com/card/2514","Charlotte's Water Dragon Technique","http://d12h0em1d7ppg.cloudfront.net/items/25/2514/image_en/1485841313.jpg","RDE-018","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","","SAGAWA ASUKA","Return of the Dragon Emperor","""This time, turn to a dragon!"" -Charlotte, Wielder of the Sacred Spirit","Return of the Dragon Emperor","",""
"http://www.fowtcg.com/card/2515","Dragonoid Jailor","http://d12h0em1d7ppg.cloudfront.net/items/25/2515/image_en/1485841315.jpg","RDE-019","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Ancient/Dragonoid","Mayo","Return of the Dragon Emperor","With help from the Dragonoids, Millium's team snuck deep into enemy territory.","Return of the Dragon Emperor","500 / 700","Activate
[rest]: [Force]1 (Roll a die.) Target J/resonator gains [-X00/0] until end of turn, where X is the result of the roll."
"http://www.fowtcg.com/card/2515","Dragonoid Jailor","http://d12h0em1d7ppg.cloudfront.net/items/25/2515/image_en/1485841315.jpg","RDE-019","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Ancient/Dragonoid","Mayo","Return of the Dragon Emperor","With help from the Dragonoids, Millium's team snuck deep into enemy territory.","Return of the Dragon Emperor","500 / 700","Activate
[rest]: [Force]1 (Roll a die.) Target J/resonator gains [-X00/0] until end of turn, where X is the result of the roll."
"http://www.fowtcg.com/card/2516","Eia, God of Water","http://d12h0em1d7ppg.cloudfront.net/items/25/2516/image_en/1485841317.jpg","RDE-020","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Myth","Mayo","Return of the Dragon Emperor","Kaguya's prayer awoke ancient myths.","Return of the Dragon Emperor","1000 / 1000","Automatic
[Resonance] Water Magic Stone ⇒ Draw a card."
"http://www.fowtcg.com/card/2516","Eia, God of Water","http://d12h0em1d7ppg.cloudfront.net/items/25/2516/image_en/1485841317.jpg","RDE-020","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Myth","Mayo","Return of the Dragon Emperor","Kaguya's prayer awoke ancient myths.","Return of the Dragon Emperor","1000 / 1000","Automatic
[Resonance] Water Magic Stone ⇒ Draw a card."
"http://www.fowtcg.com/card/2516","Eia, God of Water","http://d12h0em1d7ppg.cloudfront.net/items/25/2516/image_en/1485841317.jpg","RDE-020","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","Myth","Mayo","Return of the Dragon Emperor","Kaguya's prayer awoke ancient myths.","Return of the Dragon Emperor","1000 / 1000","Automatic
[Resonance] Water Magic Stone ⇒ Draw a card."
"http://www.fowtcg.com/card/2517","Kaguya's Decision","http://d12h0em1d7ppg.cloudfront.net/items/25/2517/image_en/1485841318.jpg","RDE-021","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","","uekino aroe","Return of the Dragon Emperor","""Even if I have to come back in a new body again. One day...I will save you.""","Return of the Dragon Emperor","",""
"http://www.fowtcg.com/card/2517","Kaguya's Decision","http://d12h0em1d7ppg.cloudfront.net/items/25/2517/image_en/1485841318.jpg","RDE-021","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","","uekino aroe","Return of the Dragon Emperor","""Even if I have to come back in a new body again. One day...I will save you.""","Return of the Dragon Emperor","",""
"http://www.fowtcg.com/card/2518","Manservant to the Water God","http://d12h0em1d7ppg.cloudfront.net/items/25/2518/image_en/1485841320.jpg","RDE-022","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Spirit","Shirono Muku","Return of the Dragon Emperor","To surge and flow is water's only desire.","Return of the Dragon Emperor","600 / 600","Continuous
Treat this card as a water magic stone."
"http://www.fowtcg.com/card/2518","Manservant to the Water God","http://d12h0em1d7ppg.cloudfront.net/items/25/2518/image_en/1485841320.jpg","RDE-022","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Spirit","Shirono Muku","Return of the Dragon Emperor","To surge and flow is water's only desire.","Return of the Dragon Emperor","600 / 600","Continuous
Treat this card as a water magic stone."
"http://www.fowtcg.com/card/2519","Undine, the Spirit of Water","http://d12h0em1d7ppg.cloudfront.net/items/25/2519/image_en/1485841321.jpg","RDE-023","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","Spirit","Matsurika Yoko","Return of the Dragon Emperor","""Where's Fiethsing?""...Silence was all the answer Almerius needed.","Return of the Dragon Emperor","400 / 400","Automatic
When this card enters your field ⇒ You may return target resonator your opponent controls with total cost less than or equal to the number of water magic stones you control to its owner's hand."
"http://www.fowtcg.com/card/2519","Undine, the Spirit of Water","http://d12h0em1d7ppg.cloudfront.net/items/25/2519/image_en/1485841321.jpg","RDE-023","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Spirit","Matsurika Yoko","Return of the Dragon Emperor","""Where's Fiethsing?""...Silence was all the answer Almerius needed.","Return of the Dragon Emperor","400 / 400","Automatic
When this card enters your field ⇒ You may return target resonator your opponent controls with total cost less than or equal to the number of water magic stones you control to its owner's hand."
"http://www.fowtcg.com/card/2520","Water Kimono of Twelve Parts","http://d12h0em1d7ppg.cloudfront.net/items/25/2520/image_en/1485841323.jpg","RDE-024","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Addition","Treasury Item","ShiroYayoi","Return of the Dragon Emperor","If twelve are ever assembled, they create an unparalleled beauty.","Return of the Dragon Emperor","","Automatic
When this card is bestowed to a resonator ⇒ If you control a resonator and twelve ""Water Kimono of Twelve Parts"" bestowed to it, you win the game."
"http://www.fowtcg.com/card/2521","Divine Bird of Attoractia","http://d12h0em1d7ppg.cloudfront.net/items/25/2521/image_en/1485841326.jpg","RDE-025","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","Divine Beast","Hayama Kohei","Return of the Dragon Emperor","Summoning the beasts from Attoractia, Pricia readied herself for her final clash with Valentina.","Return of the Dragon Emperor","100 / 100","Automatic
When this card leaves your field for a non-field zone ⇒ Draw a card."
"http://www.fowtcg.com/card/2522","Gilgamesh, Immortal Hunter","http://d12h0em1d7ppg.cloudfront.net/items/25/2522/image_en/1485841331.jpg","RDE-026","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","Myth","Nakaba Higurashi","Return of the Dragon Emperor","Kaguya asked the man if there was a way to save a dead soul. The man answered that only undeath was possible for such a thing.","Return of the Dragon Emperor","700 / 1000","Automatic
[Resonance] Wind Magic Stone ⇒ Produce [W], [R], [U], [G], or [B]."
"http://www.fowtcg.com/card/2522","Gilgamesh, Immortal Hunter","http://d12h0em1d7ppg.cloudfront.net/items/25/2522/image_en/1485841331.jpg","RDE-026","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","Myth","Nakaba Higurashi","Return of the Dragon Emperor","Kaguya asked the man if there was a way to save a dead soul. The man answered that only undeath was possible for such a thing.","Return of the Dragon Emperor","700 / 1000","Automatic
[Resonance] Wind Magic Stone ⇒ Produce [W], [R], [U], [G], or [B]."
"http://www.fowtcg.com/card/2522","Gilgamesh, Immortal Hunter","http://d12h0em1d7ppg.cloudfront.net/items/25/2522/image_en/1485841331.jpg","RDE-026","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","Myth","Nakaba Higurashi","Return of the Dragon Emperor","Kaguya asked the man if there was a way to save a dead soul. The man answered that only undeath was possible for such a thing.","Return of the Dragon Emperor","700 / 1000","Automatic
[Resonance] Wind Magic Stone ⇒ Produce [W], [R], [U], [G], or [B]."
"http://www.fowtcg.com/card/2523","Heavenly Ox","http://d12h0em1d7ppg.cloudfront.net/items/25/2523/image_en/1485841333.jpg","RDE-027","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","Beast","Nekobayashi","Return of the Dragon Emperor","""Rely on me if you will, but don't trouble me with your worries."" -Gilgamesh, Immortal Hunter","Return of the Dragon Emperor","700 / 700","Activate
[rest]: Target J/resonator gains [+700/+700] until end of turn."
"http://www.fowtcg.com/card/2523","Heavenly Ox","http://d12h0em1d7ppg.cloudfront.net/items/25/2523/image_en/1485841333.jpg","RDE-027","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","Beast","Nekobayashi","Return of the Dragon Emperor","""Rely on me if you will, but don't trouble me with your worries."" -Gilgamesh, Immortal Hunter","Return of the Dragon Emperor","700 / 700","Activate
[rest]: Target J/resonator gains [+700/+700] until end of turn."
"http://www.fowtcg.com/card/2523","Heavenly Ox","http://d12h0em1d7ppg.cloudfront.net/items/25/2523/image_en/1485841333.jpg","RDE-027","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Beast","Nekobayashi","Return of the Dragon Emperor","""Rely on me if you will, but don't trouble me with your worries."" -Gilgamesh, Immortal Hunter","Return of the Dragon Emperor","700 / 700","Activate
[rest]: Target J/resonator gains [+700/+700] until end of turn."
"http://www.fowtcg.com/card/2524","Miracle Millennia Medicine","http://d12h0em1d7ppg.cloudfront.net/items/25/2524/image_en/1485841335.jpg","RDE-028","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Addition","Treasury Item","noki","Return of the Dragon Emperor","Even such a fabled medicine proved ineffectual in restoring the dead to life.","Return of the Dragon Emperor","","Activate
Banish this card: Target up to three non-magic stone cards in a single graveyard. The owner of those cards shuffles them into their deck."
"http://www.fowtcg.com/card/2525","Research!","http://d12h0em1d7ppg.cloudfront.net/items/25/2525/image_en/1485841336.jpg","RDE-029","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Chant","","saumaro","Return of the Dragon Emperor","""Well then, for now, I shall aid your quest. I've certainly got the time."" -Gilgamesh, Immortal Hunter","Return of the Dragon Emperor","",""
"http://www.fowtcg.com/card/2525","Research!","http://d12h0em1d7ppg.cloudfront.net/items/25/2525/image_en/1485841336.jpg","RDE-029","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/X.png","Chant","","saumaro","Return of the Dragon Emperor","""Well then, for now, I shall aid your quest. I've certainly got the time."" -Gilgamesh, Immortal Hunter","Return of the Dragon Emperor","",""
"http://www.fowtcg.com/card/2526","Silph, the Spirit of Wind","http://d12h0em1d7ppg.cloudfront.net/items/25/2526/image_en/1485841338.jpg","RDE-030","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","Spirit","Nekobayashi","Return of the Dragon Emperor","Almerius' skill with spirits worked as a chemical reaction, synergizing with them.","Return of the Dragon Emperor","200 / 200","Automatic
Whenever another Spirit enters a field ⇒ Put a [+100/+100] counter on this card."
"http://www.fowtcg.com/card/2527","Spinning Myths","http://d12h0em1d7ppg.cloudfront.net/items/25/2527/image_en/1485841341.jpg","RDE-031","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Chant","","Kamijyo Roro","Return of the Dragon Emperor","Fairy tales are told, myths are spun.","Return of the Dragon Emperor","",""
"http://www.fowtcg.com/card/2527","Spinning Myths","http://d12h0em1d7ppg.cloudfront.net/items/25/2527/image_en/1485841341.jpg","RDE-031","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Chant","","Kamijyo Roro","Return of the Dragon Emperor","Fairy tales are told, myths are spun.","Return of the Dragon Emperor","",""
"http://www.fowtcg.com/card/2527","Spinning Myths","http://d12h0em1d7ppg.cloudfront.net/items/25/2527/image_en/1485841341.jpg","RDE-031","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","","Kamijyo Roro","Return of the Dragon Emperor","Fairy tales are told, myths are spun.","Return of the Dragon Emperor","",""
"http://www.fowtcg.com/card/2528","Wind Clad Elf","http://d12h0em1d7ppg.cloudfront.net/items/25/2528/image_en/1485841342.jpg","RDE-032","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Resonator","Elf","uekino aroe","Return of the Dragon Emperor","Even the winds sang a remorseful song upon Fiethsing's death.","Return of the Dragon Emperor","500 / 500","Automatic
When this card enters your field ⇒ Put a [100/100] wind Elf resonator token into your field."
"http://www.fowtcg.com/card/2528","Wind Clad Elf","http://d12h0em1d7ppg.cloudfront.net/items/25/2528/image_en/1485841342.jpg","RDE-032","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Elf","uekino aroe","Return of the Dragon Emperor","Even the winds sang a remorseful song upon Fiethsing's death.","Return of the Dragon Emperor","500 / 500","Automatic
When this card enters your field ⇒ Put a [100/100] wind Elf resonator token into your field."
