"card_url","card_name","card_image","card_number","card_rarity","card_cost_attribute","card_type","card_race","card_artist","card_expansion","card_flavor_text","card_all_sets","card_att_def","card_text"
"http://www.fowtcg.com/card/3396","Holy Prince's Nanny, Citrin","http://d12h0em1d7ppg.cloudfront.net/items/33/3396/image_en/a57098bc-2443-4a23-b067-c0001efd12a6.jpg","WOM-009","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Panda","Nekobayashi","Winds of the Ominous Moon","She has always watched over the prince without fail, by his side since birth.","Winds of the Ominous Moon","500 / 700","Automatic
When this card enters the field ⇒ Prevent the next 500 damage that would be dealt to target J/resonator or yourself this turn."
"http://www.fowtcg.com/card/3396","Holy Prince's Nanny, Citrin","http://d12h0em1d7ppg.cloudfront.net/items/33/3396/image_en/a57098bc-2443-4a23-b067-c0001efd12a6.jpg","WOM-009","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Panda","Nekobayashi","Winds of the Ominous Moon","She has always watched over the prince without fail, by his side since birth.","Winds of the Ominous Moon","500 / 700","Automatic
When this card enters the field ⇒ Prevent the next 500 damage that would be dealt to target J/resonator or yourself this turn."
"http://www.fowtcg.com/card/3397","Honorable Thief Guild Member","http://d12h0em1d7ppg.cloudfront.net/items/33/3397/image_en/1d899635-cce1-41c6-adf7-8ba4c7b1ee8f.jpg","WOM-010","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Human","Mayo","Winds of the Ominous Moon","""Just so you know, I ain't doing this just for fun.""","Winds of the Ominous Moon","900 / 1000","Automatic
At the beginning of your turn ⇒ You gain 100 life for each card in your hand."
"http://www.fowtcg.com/card/3397","Honorable Thief Guild Member","http://d12h0em1d7ppg.cloudfront.net/items/33/3397/image_en/1d899635-cce1-41c6-adf7-8ba4c7b1ee8f.jpg","WOM-010","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","Resonator","Human","Mayo","Winds of the Ominous Moon","""Just so you know, I ain't doing this just for fun.""","Winds of the Ominous Moon","900 / 1000","Automatic
At the beginning of your turn ⇒ You gain 100 life for each card in your hand."
"http://www.fowtcg.com/card/3398","Isolate","http://d12h0em1d7ppg.cloudfront.net/items/33/3398/image_en/9bb37a9b-7b45-4465-bfc3-d8102d841a76.jpg","WOM-011","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","","Saiko Takaki","Winds of the Ominous Moon","""Once all this is over, I have something to tell you guys. About Valhalla, the beginning of everything."" -Atom Seikhart","Winds of the Ominous Moon","",""
"http://www.fowtcg.com/card/3398","Isolate","http://d12h0em1d7ppg.cloudfront.net/items/33/3398/image_en/9bb37a9b-7b45-4465-bfc3-d8102d841a76.jpg","WOM-011","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","","Saiko Takaki","Winds of the Ominous Moon","""Once all this is over, I have something to tell you guys. About Valhalla, the beginning of everything."" -Atom Seikhart","Winds of the Ominous Moon","",""
"http://www.fowtcg.com/card/3399","Jewel Illusion","http://d12h0em1d7ppg.cloudfront.net/items/33/3399/image_en/c520323c-0731-4e7e-9279-26d236fc469d.jpg","WOM-012","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","","JURI","Winds of the Ominous Moon","Illusions manifested by light are not easily distinguished from reality.","Winds of the Ominous Moon","",""
"http://www.fowtcg.com/card/3400","Naughty Child's Chastising","http://d12h0em1d7ppg.cloudfront.net/items/34/3400/image_en/b7728645-79ec-4df9-9bf3-5b23e414db27.jpg","WOM-013","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","","fzwrAym","Winds of the Ominous Moon","""Having such a naughty little brother is no good. I'll make sure to set you straight!"" -Fierica, Honorable Thief","Winds of the Ominous Moon","",""
"http://www.fowtcg.com/card/3400","Naughty Child's Chastising","http://d12h0em1d7ppg.cloudfront.net/items/34/3400/image_en/b7728645-79ec-4df9-9bf3-5b23e414db27.jpg","WOM-013","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","","fzwrAym","Winds of the Ominous Moon","""Having such a naughty little brother is no good. I'll make sure to set you straight!"" -Fierica, Honorable Thief","Winds of the Ominous Moon","",""
"http://www.fowtcg.com/card/3401","Panda Carpenter","http://d12h0em1d7ppg.cloudfront.net/items/34/3401/image_en/574efaa3-90f2-4c64-8dc3-458d53c25d7e.jpg","WOM-014","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Panda","Nagi-nyan","Winds of the Ominous Moon","""Someone made this one too gaudy as well, but we can fix it!""","Winds of the Ominous Moon","800 / 800","Automatic
When this card enters the field ⇒ Destroy target addition. If you do, search your deck for an addition, reveal it and put it into your hand. Then shuffle your deck."
"http://www.fowtcg.com/card/3401","Panda Carpenter","http://d12h0em1d7ppg.cloudfront.net/items/34/3401/image_en/574efaa3-90f2-4c64-8dc3-458d53c25d7e.jpg","WOM-014","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","Panda","Nagi-nyan","Winds of the Ominous Moon","""Someone made this one too gaudy as well, but we can fix it!""","Winds of the Ominous Moon","800 / 800","Automatic
When this card enters the field ⇒ Destroy target addition. If you do, search your deck for an addition, reveal it and put it into your hand. Then shuffle your deck."
"http://www.fowtcg.com/card/3402","Power Gem Warrior","http://d12h0em1d7ppg.cloudfront.net/items/34/3402/image_en/15a024c7-ceb5-44a6-aa62-1f588194ef7c.jpg","WOM-015","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Panda","Hayama Kohei","Winds of the Ominous Moon","""Even when divided amongst friends, the radiance of the gems never declines."" -Teachings handed down at Sasaru","Winds of the Ominous Moon","400 / 300","Continuous
This card gains [+100/+100] as long as you control two or more Pandas."
"http://www.fowtcg.com/card/3403","Resuscitating Will","http://d12h0em1d7ppg.cloudfront.net/items/34/3403/image_en/aff8a5fb-bc11-4df8-9bc1-a6d43002a040.jpg","WOM-016","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","Aura","Haruichi Kido","Winds of the Ominous Moon","""Onii-sama... next time... in the future."" -Lumia","Winds of the Ominous Moon","",""
"http://www.fowtcg.com/card/3404","Technique Gem Warrior","http://d12h0em1d7ppg.cloudfront.net/items/34/3404/image_en/948803d6-320f-4edc-bf02-6cc6ea1fcfdc.jpg","WOM-017","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Panda","Hayama Kohei","Winds of the Ominous Moon","""A true guardian protects something more than simple gems."" -Teachings handed down at Sasaru","Winds of the Ominous Moon","300 / 400","Continuous
This card gains [+100/+100] as long as you control two or more Pandas."
"http://www.fowtcg.com/card/3405","The Second Advent of Hope, Grimmia","http://d12h0em1d7ppg.cloudfront.net/items/34/3405/image_en/20419829-c31e-435e-bea8-934fce621df6.jpg","WOM-018","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Fairy Tale/Avatar","Haruichi Kido","Winds of the Ominous Moon","Soaring to rebirth.","Winds of the Ominous Moon","1200 / 1200","Activate
Remove an Aura in your graveyard from the game: This card gains [Flying], [Drain], and [Barrier] until end of turn."
"http://www.fowtcg.com/card/3405","The Second Advent of Hope, Grimmia","http://d12h0em1d7ppg.cloudfront.net/items/34/3405/image_en/20419829-c31e-435e-bea8-934fce621df6.jpg","WOM-018","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Fairy Tale/Avatar","Haruichi Kido","Winds of the Ominous Moon","Soaring to rebirth.","Winds of the Ominous Moon","1200 / 1200","Activate
Remove an Aura in your graveyard from the game: This card gains [Flying], [Drain], and [Barrier] until end of turn."
"http://www.fowtcg.com/card/3405","The Second Advent of Hope, Grimmia","http://d12h0em1d7ppg.cloudfront.net/items/34/3405/image_en/20419829-c31e-435e-bea8-934fce621df6.jpg","WOM-018","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","Resonator","Fairy Tale/Avatar","Haruichi Kido","Winds of the Ominous Moon","Soaring to rebirth.","Winds of the Ominous Moon","1200 / 1200","Activate
Remove an Aura in your graveyard from the game: This card gains [Flying], [Drain], and [Barrier] until end of turn."
"http://www.fowtcg.com/card/3406","White Leaf","http://d12h0em1d7ppg.cloudfront.net/items/34/3406/image_en/5bff2cbc-69f3-4fd8-ab1a-932a9e095d11.jpg","WOM-019","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Elemental","hatarisu","Winds of the Ominous Moon","White for mending.","Winds of the Ominous Moon","800 / 800","Activate
Banish this card: You gain 800 life."
"http://www.fowtcg.com/card/3406","White Leaf","http://d12h0em1d7ppg.cloudfront.net/items/34/3406/image_en/5bff2cbc-69f3-4fd8-ab1a-932a9e095d11.jpg","WOM-019","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","Elemental","hatarisu","Winds of the Ominous Moon","White for mending.","Winds of the Ominous Moon","800 / 800","Activate
Banish this card: You gain 800 life."
"http://www.fowtcg.com/card/3407","Xiang Xiang, the Holy Prince","http://d12h0em1d7ppg.cloudfront.net/items/34/3407/image_en/f244beef-6004-4bcc-8ead-9c8dbc6b2e1a.jpg","WOM-020","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Panda","JURI","Winds of the Ominous Moon","""When you speak of the child loved by god, surely you refer to the prince?"" -Holy Prince's Nanny, Citrin","Winds of the Ominous Moon","800 / 800","Automatic
Whenever you gain life ⇒ You may banish a light gem. If you do, this card deals damage to target resonator equal to the amount of life you gained."
"http://www.fowtcg.com/card/3407","Xiang Xiang, the Holy Prince","http://d12h0em1d7ppg.cloudfront.net/items/34/3407/image_en/f244beef-6004-4bcc-8ead-9c8dbc6b2e1a.jpg","WOM-020","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Panda","JURI","Winds of the Ominous Moon","""When you speak of the child loved by god, surely you refer to the prince?"" -Holy Prince's Nanny, Citrin","Winds of the Ominous Moon","800 / 800","Automatic
Whenever you gain life ⇒ You may banish a light gem. If you do, this card deals damage to target resonator equal to the amount of life you gained."
"http://www.fowtcg.com/card/3407","Xiang Xiang, the Holy Prince","http://d12h0em1d7ppg.cloudfront.net/items/34/3407/image_en/f244beef-6004-4bcc-8ead-9c8dbc6b2e1a.jpg","WOM-020","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Panda","JURI","Winds of the Ominous Moon","""When you speak of the child loved by god, surely you refer to the prince?"" -Holy Prince's Nanny, Citrin","Winds of the Ominous Moon","800 / 800","Automatic
Whenever you gain life ⇒ You may banish a light gem. If you do, this card deals damage to target resonator equal to the amount of life you gained."
"http://www.fowtcg.com/card/3408","Xiang Xiang's Bodyguard","http://d12h0em1d7ppg.cloudfront.net/items/34/3408/image_en/eab2fa7a-e1eb-46e4-ae23-9648116ea91e.jpg","WOM-021","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Panda","haniwa","Winds of the Ominous Moon","The bodyguards are of course, paid in gems.","Winds of the Ominous Moon","100 / 700","Automatic
At the beginning of your turn ⇒ Gain a gem of any attribute."
"http://www.fowtcg.com/card/3408","Xiang Xiang's Bodyguard","http://d12h0em1d7ppg.cloudfront.net/items/34/3408/image_en/eab2fa7a-e1eb-46e4-ae23-9648116ea91e.jpg","WOM-021","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Panda","haniwa","Winds of the Ominous Moon","The bodyguards are of course, paid in gems.","Winds of the Ominous Moon","100 / 700","Automatic
At the beginning of your turn ⇒ Gain a gem of any attribute."
"http://www.fowtcg.com/card/3409","Burnt Cooking","http://d12h0em1d7ppg.cloudfront.net/items/34/3409/image_en/4aa0a126-cda1-4a3f-a8d7-be171b9e1f0e.jpg","WOM-022","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","","M ganzy","Winds of the Ominous Moon","""Where'd you pick that up from?"" ""Got it as a prize from the tournament."" ""Is the food that girl makes even edible?"" ""Even poison is medicine to a dragonoid."" -Kirik and Pialle","Winds of the Ominous Moon","",""
"http://www.fowtcg.com/card/3410","Dragon Hunter","http://d12h0em1d7ppg.cloudfront.net/items/34/3410/image_en/5adc6639-3fc3-4992-9653-a54e99e3e9e0.jpg","WOM-023","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Dragonoid","touge369","Winds of the Ominous Moon","""Leave the hunting to me, it'll be over in a second.""","Winds of the Ominous Moon","600 / 1000","Continuous
If this card would deal damage to a Dragon or Beast, it deals double that much instead."
"http://www.fowtcg.com/card/3410","Dragon Hunter","http://d12h0em1d7ppg.cloudfront.net/items/34/3410/image_en/5adc6639-3fc3-4992-9653-a54e99e3e9e0.jpg","WOM-023","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Dragonoid","touge369","Winds of the Ominous Moon","""Leave the hunting to me, it'll be over in a second.""","Winds of the Ominous Moon","600 / 1000","Continuous
If this card would deal damage to a Dragon or Beast, it deals double that much instead."
"http://www.fowtcg.com/card/3410","Dragon Hunter","http://d12h0em1d7ppg.cloudfront.net/items/34/3410/image_en/5adc6639-3fc3-4992-9653-a54e99e3e9e0.jpg","WOM-023","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Dragonoid","touge369","Winds of the Ominous Moon","""Leave the hunting to me, it'll be over in a second.""","Winds of the Ominous Moon","600 / 1000","Continuous
If this card would deal damage to a Dragon or Beast, it deals double that much instead."
"http://www.fowtcg.com/card/3411","Dread Touch","http://d12h0em1d7ppg.cloudfront.net/items/34/3411/image_en/0122ec68-ac0d-4929-be25-1eb540a26141.jpg","WOM-024","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Dinosaur","Nanami Lusia","Winds of the Ominous Moon","Apparently, the dinosaurs came from the future. But all the Dragonoids cared about was how to cook them!","Winds of the Ominous Moon","400 / 600","Automatic
Whenever this card attacks a J/resonator ⇒ This card gains [+600/0] until end of turn."
"http://www.fowtcg.com/card/3411","Dread Touch","http://d12h0em1d7ppg.cloudfront.net/items/34/3411/image_en/0122ec68-ac0d-4929-be25-1eb540a26141.jpg","WOM-024","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Dinosaur","Nanami Lusia","Winds of the Ominous Moon","Apparently, the dinosaurs came from the future. But all the Dragonoids cared about was how to cook them!","Winds of the Ominous Moon","400 / 600","Automatic
Whenever this card attacks a J/resonator ⇒ This card gains [+600/0] until end of turn."
"http://www.fowtcg.com/card/3412","Earthquake Observer","http://d12h0em1d7ppg.cloudfront.net/items/34/3412/image_en/44ed1746-030b-45e1-b381-59badddb625e.jpg","WOM-025","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Human","Ippei SOEDA","Winds of the Ominous Moon","Upon seeing the eruption of Mt. Hoelle, he escaped to shelter without alerting anyone.","Winds of the Ominous Moon","800 / 800","Automatic
Whenever your opponent plays a chant ⇒ This card gains [+200/+200] and [Barrier] until end of turn."
"http://www.fowtcg.com/card/3412","Earthquake Observer","http://d12h0em1d7ppg.cloudfront.net/items/34/3412/image_en/44ed1746-030b-45e1-b381-59badddb625e.jpg","WOM-025","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","Human","Ippei SOEDA","Winds of the Ominous Moon","Upon seeing the eruption of Mt. Hoelle, he escaped to shelter without alerting anyone.","Winds of the Ominous Moon","800 / 800","Automatic
Whenever your opponent plays a chant ⇒ This card gains [+200/+200] and [Barrier] until end of turn."
"http://www.fowtcg.com/card/3413","Eruption","http://d12h0em1d7ppg.cloudfront.net/items/34/3413/image_en/067c8810-4344-4a43-bac1-ac0f7b75ed40.jpg","WOM-026","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","","Kittikarn Kunsook","Winds of the Ominous Moon","The sudden eruption of Mt. Hoelle had a large impact on the Dragonoids lives.","Winds of the Ominous Moon","",""
"http://www.fowtcg.com/card/3413","Eruption","http://d12h0em1d7ppg.cloudfront.net/items/34/3413/image_en/067c8810-4344-4a43-bac1-ac0f7b75ed40.jpg","WOM-026","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","","Kittikarn Kunsook","Winds of the Ominous Moon","The sudden eruption of Mt. Hoelle had a large impact on the Dragonoids lives.","Winds of the Ominous Moon","",""
"http://www.fowtcg.com/card/3413","Eruption","http://d12h0em1d7ppg.cloudfront.net/items/34/3413/image_en/067c8810-4344-4a43-bac1-ac0f7b75ed40.jpg","WOM-026","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","","Kittikarn Kunsook","Winds of the Ominous Moon","The sudden eruption of Mt. Hoelle had a large impact on the Dragonoids lives.","Winds of the Ominous Moon","",""
"http://www.fowtcg.com/card/3414","Fire Bow Elf","http://d12h0em1d7ppg.cloudfront.net/items/34/3414/image_en/b305084c-1cac-460a-a0fe-e2736b9974e2.jpg","WOM-027","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Elf","kawaryu","Winds of the Ominous Moon","Isn't it a waste of time to prepare a fire? Rather, isn't it a waste of time to cook at all?","Winds of the Ominous Moon","800 / 800","Automatic
When this card enters the field ⇒ It deals 800 damage to target J/resonator."
"http://www.fowtcg.com/card/3414","Fire Bow Elf","http://d12h0em1d7ppg.cloudfront.net/items/34/3414/image_en/b305084c-1cac-460a-a0fe-e2736b9974e2.jpg","WOM-027","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Elf","kawaryu","Winds of the Ominous Moon","Isn't it a waste of time to prepare a fire? Rather, isn't it a waste of time to cook at all?","Winds of the Ominous Moon","800 / 800","Automatic
When this card enters the field ⇒ It deals 800 damage to target J/resonator."
"http://www.fowtcg.com/card/3414","Fire Bow Elf","http://d12h0em1d7ppg.cloudfront.net/items/34/3414/image_en/b305084c-1cac-460a-a0fe-e2736b9974e2.jpg","WOM-027","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","Resonator","Elf","kawaryu","Winds of the Ominous Moon","Isn't it a waste of time to prepare a fire? Rather, isn't it a waste of time to cook at all?","Winds of the Ominous Moon","800 / 800","Automatic
When this card enters the field ⇒ It deals 800 damage to target J/resonator."
"http://www.fowtcg.com/card/3415","Firebird","http://d12h0em1d7ppg.cloudfront.net/items/34/3415/image_en/749d9498-cb81-47fa-86a2-a66bf965c1d2.jpg","WOM-028","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","Battle Arts","AKI","Winds of the Ominous Moon","The blood of the dragon transformed into a firebird and soared over the battlefield.","Winds of the Ominous Moon","",""
"http://www.fowtcg.com/card/3416","Ground and Air Supremacy","http://d12h0em1d7ppg.cloudfront.net/items/34/3416/image_en/3bc18e50-d3c8-410f-9086-927faee29dc4.jpg","WOM-029","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","Battle Arts","Yukie TAJIMA","Winds of the Ominous Moon","When the two fought together, nobody could stand a chance.","Winds of the Ominous Moon","",""
"http://www.fowtcg.com/card/3417","Hoelle Pig Squadron","http://d12h0em1d7ppg.cloudfront.net/items/34/3417/image_en/2bc890ce-871c-4d64-ad9b-b1ee3fe5dcfd.jpg","WOM-030","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Beast","Yuko Nagasaki","Winds of the Ominous Moon","""Pi- Pi-! (Don't flee! Stand your ground pigs!)"" -Piggy, Hoelle's Great Hero Pig","Winds of the Ominous Moon","800 / 800","Automatic
When this card is put into a graveyard from the field ⇒ Search your deck for a card named ""Hoelle Pig"" and put it into the field. If you control ""Piggy, Hoelle's Great Hero Pig"", search your deck for any number of cards named ""Hoelle Pig"" and put them into the field instead. Entities put into the field this way gain [Swiftness] until end of turn. Then shuffle your deck.."
