"card_url","card_name","card_image","card_number","card_rarity","card_cost_attribute","card_type","card_artist","card_expansion","card_flavor_text","card_all_sets","card_att_def","card_race","card_text"
"http://www.fowtcg.com/card/3016","Golden Bird","http://d12h0em1d7ppg.cloudfront.net/items/30/3016/image_en/538d8fdf-35ae-406f-912d-76e2a4bbd290.jpg","ADK-005","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","noki","Advent of the Demon King","Small birds that glide about the floating isle.","Advent of the Demon King","600 / 800","Beast",""
"http://www.fowtcg.com/card/3017","Indomitable Spirit","http://d12h0em1d7ppg.cloudfront.net/items/30/3017/image_en/1266f184-6471-4b41-ab90-598d1d015089.jpg","ADK-006","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","BANAMONS*","Advent of the Demon King","""A king will never fail, so long as he has a kingdom to protect."" -Taegrus Pearlshine","Advent of the Demon King","","",""
"http://www.fowtcg.com/card/3018","Ivy on the Floating Isle","http://d12h0em1d7ppg.cloudfront.net/items/30/3018/image_en/b77d44b7-8833-419b-be6a-6848eb42d494.jpg","ADK-007","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","gozz","Advent of the Demon King","""Careful, that stuff snatches you up before you know it."" -Taegrus Pearlshine","Advent of the Demon King","0 / 1000","Vegetation","Automatic
Whenever this card blocks a J/resonator ⇒ That J/resonator doesn't recover during its controller's next recovery phase."
"http://www.fowtcg.com/card/3018","Ivy on the Floating Isle","http://d12h0em1d7ppg.cloudfront.net/items/30/3018/image_en/b77d44b7-8833-419b-be6a-6848eb42d494.jpg","ADK-007","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","gozz","Advent of the Demon King","""Careful, that stuff snatches you up before you know it."" -Taegrus Pearlshine","Advent of the Demon King","0 / 1000","Vegetation","Automatic
Whenever this card blocks a J/resonator ⇒ That J/resonator doesn't recover during its controller's next recovery phase."
"http://www.fowtcg.com/card/3019","Jewel Cutter","http://d12h0em1d7ppg.cloudfront.net/items/30/3019/image_en/dea8d034-6365-440e-a27c-fa23e66f5209.jpg","ADK-008","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","MATSUMOTO EIGHT","Advent of the Demon King","""I don't want to hurt you, but I'm not giving up!"" -Taegrus Pearlshine","Advent of the Demon King","","",""
"http://www.fowtcg.com/card/3019","Jewel Cutter","http://d12h0em1d7ppg.cloudfront.net/items/30/3019/image_en/dea8d034-6365-440e-a27c-fa23e66f5209.jpg","ADK-008","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","MATSUMOTO EIGHT","Advent of the Demon King","""I don't want to hurt you, but I'm not giving up!"" -Taegrus Pearlshine","Advent of the Demon King","","",""
"http://www.fowtcg.com/card/3019","Jewel Cutter","http://d12h0em1d7ppg.cloudfront.net/items/30/3019/image_en/dea8d034-6365-440e-a27c-fa23e66f5209.jpg","ADK-008","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Chant","MATSUMOTO EIGHT","Advent of the Demon King","""I don't want to hurt you, but I'm not giving up!"" -Taegrus Pearlshine","Advent of the Demon King","","",""
"http://www.fowtcg.com/card/3020","Jewel Golem","http://d12h0em1d7ppg.cloudfront.net/items/30/3020/image_en/0f8f016f-a3b2-4a70-9264-c7427b3813ab.jpg","ADK-009","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Moopic","Advent of the Demon King","Taegrus discovered an interesting reaction between gems and golems.","Advent of the Demon King","1000 / 1000","Golem","Automatic
When this card enters the field ⇒ Gain a light gem, fire gem, water gem, wind gem, and darkness gem."
"http://www.fowtcg.com/card/3020","Jewel Golem","http://d12h0em1d7ppg.cloudfront.net/items/30/3020/image_en/0f8f016f-a3b2-4a70-9264-c7427b3813ab.jpg","ADK-009","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Moopic","Advent of the Demon King","Taegrus discovered an interesting reaction between gems and golems.","Advent of the Demon King","1000 / 1000","Golem","Automatic
When this card enters the field ⇒ Gain a light gem, fire gem, water gem, wind gem, and darkness gem."
"http://www.fowtcg.com/card/3020","Jewel Golem","http://d12h0em1d7ppg.cloudfront.net/items/30/3020/image_en/0f8f016f-a3b2-4a70-9264-c7427b3813ab.jpg","ADK-009","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","Resonator","Moopic","Advent of the Demon King","Taegrus discovered an interesting reaction between gems and golems.","Advent of the Demon King","1000 / 1000","Golem","Automatic
When this card enters the field ⇒ Gain a light gem, fire gem, water gem, wind gem, and darkness gem."
"http://www.fowtcg.com/card/3021","Jewel Shell","http://d12h0em1d7ppg.cloudfront.net/items/30/3021/image_en/c3c05876-074e-4027-bb2c-794654490471.jpg","ADK-010","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","noki","Advent of the Demon King","""Hold on!"" -Gem Blade Opal","Advent of the Demon King","","",""
"http://www.fowtcg.com/card/3021","Jewel Shell","http://d12h0em1d7ppg.cloudfront.net/items/30/3021/image_en/c3c05876-074e-4027-bb2c-794654490471.jpg","ADK-010","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","noki","Advent of the Demon King","""Hold on!"" -Gem Blade Opal","Advent of the Demon King","","",""
"http://www.fowtcg.com/card/3021","Jewel Shell","http://d12h0em1d7ppg.cloudfront.net/items/30/3021/image_en/c3c05876-074e-4027-bb2c-794654490471.jpg","ADK-010","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","noki","Advent of the Demon King","""Hold on!"" -Gem Blade Opal","Advent of the Demon King","","",""
"http://www.fowtcg.com/card/3022","Jeweler's Children","http://d12h0em1d7ppg.cloudfront.net/items/30/3022/image_en/36e414e6-078d-406d-88ac-d2bce8526f07.jpg","ADK-011","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Matsurika Yoko","Advent of the Demon King","Quick to run at the first sign of work.","Advent of the Demon King","100 / 100","Human","Automatic
When this card is put into a graveyard from the field ⇒ Gain a water gem and a wind gem."
"http://www.fowtcg.com/card/3023","Light Majin","http://d12h0em1d7ppg.cloudfront.net/items/30/3023/image_en/c345c5a1-6391-4818-9610-ee9dc0fcfa1f.jpg","ADK-012","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","fzwrAym","Advent of the Demon King","A mindless creature that acts in concert with the magic crests.","Advent of the Demon King","600 / 600","Wicked Spirit",""
"http://www.fowtcg.com/card/3023","Light Majin","http://d12h0em1d7ppg.cloudfront.net/items/30/3023/image_en/c345c5a1-6391-4818-9610-ee9dc0fcfa1f.jpg","ADK-012","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","fzwrAym","Advent of the Demon King","A mindless creature that acts in concert with the magic crests.","Advent of the Demon King","600 / 600","Wicked Spirit",""
"http://www.fowtcg.com/card/3024","Magic Crest of Light","http://d12h0em1d7ppg.cloudfront.net/items/30/3024/image_en/ad854846-abeb-433c-8af5-57d6c7caad84.jpg","ADK-013","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Addition","fzwrAym","Advent of the Demon King","The Light Magic Crest seems to grant some kind of strange power.","Advent of the Demon King","","Magic Crest","Automatic
When this card enters the field ⇒ Distribute four [+100/+100] counters on up to four target resonators."
"http://www.fowtcg.com/card/3025","Magic Warrior on the Floating Isle","http://d12h0em1d7ppg.cloudfront.net/items/30/3025/image_en/824ae3d5-7729-47b5-bf56-287df0999c0d.jpg","ADK-014","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","SIGMAN","Advent of the Demon King","Taegrus was getting rusty, it took a lot more effort to get rid of it than he thought.","Advent of the Demon King","0 / 1500","Golem",""
"http://www.fowtcg.com/card/3026","Master of the Sky","http://d12h0em1d7ppg.cloudfront.net/items/30/3026/image_en/7ae89fa4-5db4-419f-b64b-d52c3530ff6a.jpg","ADK-015","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Miko Yamazaki","Advent of the Demon King","The first challenge of the skies appeared before Taegrus.","Advent of the Demon King","400 / 1000","Beast","Activate
[rest]: This card deals 400 damage to target attacking or blocking resonator."
"http://www.fowtcg.com/card/3026","Master of the Sky","http://d12h0em1d7ppg.cloudfront.net/items/30/3026/image_en/7ae89fa4-5db4-419f-b64b-d52c3530ff6a.jpg","ADK-015","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Miko Yamazaki","Advent of the Demon King","The first challenge of the skies appeared before Taegrus.","Advent of the Demon King","400 / 1000","Beast","Activate
[rest]: This card deals 400 damage to target attacking or blocking resonator."
"http://www.fowtcg.com/card/3026","Master of the Sky","http://d12h0em1d7ppg.cloudfront.net/items/30/3026/image_en/7ae89fa4-5db4-419f-b64b-d52c3530ff6a.jpg","ADK-015","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","Miko Yamazaki","Advent of the Demon King","The first challenge of the skies appeared before Taegrus.","Advent of the Demon King","400 / 1000","Beast","Activate
[rest]: This card deals 400 damage to target attacking or blocking resonator."
"http://www.fowtcg.com/card/3027","Panda Pilot","http://d12h0em1d7ppg.cloudfront.net/items/30/3027/image_en/2ecabe9f-e35e-4134-b4b7-038f250b18b1.jpg","ADK-016","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","MATSUMOTO EIGHT","Advent of the Demon King","""This is my battlefield.""","Advent of the Demon King","1000 / 1000","Panda","Activate
Banish a gem: This card gains [Flying] until end of turn."
"http://www.fowtcg.com/card/3027","Panda Pilot","http://d12h0em1d7ppg.cloudfront.net/items/30/3027/image_en/2ecabe9f-e35e-4134-b4b7-038f250b18b1.jpg","ADK-016","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","MATSUMOTO EIGHT","Advent of the Demon King","""This is my battlefield.""","Advent of the Demon King","1000 / 1000","Panda","Activate
Banish a gem: This card gains [Flying] until end of turn."
"http://www.fowtcg.com/card/3027","Panda Pilot","http://d12h0em1d7ppg.cloudfront.net/items/30/3027/image_en/2ecabe9f-e35e-4134-b4b7-038f250b18b1.jpg","ADK-016","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","Resonator","MATSUMOTO EIGHT","Advent of the Demon King","""This is my battlefield.""","Advent of the Demon King","1000 / 1000","Panda","Activate
Banish a gem: This card gains [Flying] until end of turn."
"http://www.fowtcg.com/card/3028","Ra, the Golden Bird","http://d12h0em1d7ppg.cloudfront.net/items/30/3028/image_en/44b530d9-bc96-4790-a8cc-36ed7dd2551b.jpg","ADK-017","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Mad","Advent of the Demon King","The golden guardian waits patiently for a successor.","Advent of the Demon King","200 / 800","Guardian","Activate
[w][w]: Change the target of target spell or ability targeting only this card."
"http://www.fowtcg.com/card/3028","Ra, the Golden Bird","http://d12h0em1d7ppg.cloudfront.net/items/30/3028/image_en/44b530d9-bc96-4790-a8cc-36ed7dd2551b.jpg","ADK-017","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Mad","Advent of the Demon King","The golden guardian waits patiently for a successor.","Advent of the Demon King","200 / 800","Guardian","Activate
[w][w]: Change the target of target spell or ability targeting only this card."
"http://www.fowtcg.com/card/3029","Rainbow Shimmers","http://d12h0em1d7ppg.cloudfront.net/items/30/3029/image_en/664e3c15-5a07-4ee5-a4ab-18d55f64c605.jpg","ADK-018","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","Kusanagi Tyouen","Advent of the Demon King","The light from the gems blotted out the magic crests.","Advent of the Demon King","","",""
"http://www.fowtcg.com/card/3030","Rallying Song of the Panda","http://d12h0em1d7ppg.cloudfront.net/items/30/3030/image_en/2851aaa5-7dec-482d-a5b9-40bae7e2f02d.jpg","ADK-019","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","noki","Advent of the Demon King","""Now, my beautiful forces, arise!"" -Rose Quartz, the Panda Queen","Advent of the Demon King","","",""
"http://www.fowtcg.com/card/3030","Rallying Song of the Panda","http://d12h0em1d7ppg.cloudfront.net/items/30/3030/image_en/2851aaa5-7dec-482d-a5b9-40bae7e2f02d.jpg","ADK-019","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","noki","Advent of the Demon King","""Now, my beautiful forces, arise!"" -Rose Quartz, the Panda Queen","Advent of the Demon King","","",""
"http://www.fowtcg.com/card/3031","Rampaging Magic Warrior","http://d12h0em1d7ppg.cloudfront.net/items/30/3031/image_en/63902cfc-8717-4006-972e-ca4d89863658.jpg","ADK-020","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","gozz","Advent of the Demon King","With Pandora sealed away, the golems ran rampant.","Advent of the Demon King","1000 / 1000","Golem","Automatic
At end of turn ⇒ Banish this card if it attacked or blocked this turn."
"http://www.fowtcg.com/card/3031","Rampaging Magic Warrior","http://d12h0em1d7ppg.cloudfront.net/items/30/3031/image_en/63902cfc-8717-4006-972e-ca4d89863658.jpg","ADK-020","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","gozz","Advent of the Demon King","With Pandora sealed away, the golems ran rampant.","Advent of the Demon King","1000 / 1000","Golem","Automatic
At end of turn ⇒ Banish this card if it attacked or blocked this turn."
"http://www.fowtcg.com/card/3031","Rampaging Magic Warrior","http://d12h0em1d7ppg.cloudfront.net/items/30/3031/image_en/63902cfc-8717-4006-972e-ca4d89863658.jpg","ADK-020","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","gozz","Advent of the Demon King","With Pandora sealed away, the golems ran rampant.","Advent of the Demon King","1000 / 1000","Golem","Automatic
At end of turn ⇒ Banish this card if it attacked or blocked this turn."
"http://www.fowtcg.com/card/3032","Rose Quartz, the Panda Queen","http://d12h0em1d7ppg.cloudfront.net/items/30/3032/image_en/8e80b37e-c138-4bd2-ad69-5d5a58f0858e.jpg","ADK-021","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Yukie TAJIMA","Advent of the Demon King","Her arrival is always met with thunderous applause.","Advent of the Demon King","1000 / 1000","Panda","Automatic
At the end of your turn ⇒ Recover all Pandas you control."
"http://www.fowtcg.com/card/3032","Rose Quartz, the Panda Queen","http://d12h0em1d7ppg.cloudfront.net/items/30/3032/image_en/8e80b37e-c138-4bd2-ad69-5d5a58f0858e.jpg","ADK-021","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Yukie TAJIMA","Advent of the Demon King","Her arrival is always met with thunderous applause.","Advent of the Demon King","1000 / 1000","Panda","Automatic
At the end of your turn ⇒ Recover all Pandas you control."
"http://www.fowtcg.com/card/3032","Rose Quartz, the Panda Queen","http://d12h0em1d7ppg.cloudfront.net/items/30/3032/image_en/8e80b37e-c138-4bd2-ad69-5d5a58f0858e.jpg","ADK-021","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Yukie TAJIMA","Advent of the Demon King","Her arrival is always met with thunderous applause.","Advent of the Demon King","1000 / 1000","Panda","Automatic
At the end of your turn ⇒ Recover all Pandas you control."
"http://www.fowtcg.com/card/3032","Rose Quartz, the Panda Queen","http://d12h0em1d7ppg.cloudfront.net/items/30/3032/image_en/8e80b37e-c138-4bd2-ad69-5d5a58f0858e.jpg","ADK-021","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Yukie TAJIMA","Advent of the Demon King","Her arrival is always met with thunderous applause.","Advent of the Demon King","1000 / 1000","Panda","Automatic
At the end of your turn ⇒ Recover all Pandas you control."
"http://www.fowtcg.com/card/3032","Rose Quartz, the Panda Queen","http://d12h0em1d7ppg.cloudfront.net/items/30/3032/image_en/8e80b37e-c138-4bd2-ad69-5d5a58f0858e.jpg","ADK-021","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Yukie TAJIMA","Advent of the Demon King","Her arrival is always met with thunderous applause.","Advent of the Demon King","1000 / 1000","Panda","Automatic
At the end of your turn ⇒ Recover all Pandas you control."
"http://www.fowtcg.com/card/3033","Sealing the Gates of Darkness","http://d12h0em1d7ppg.cloudfront.net/items/30/3033/image_en/bbf60d22-3659-4113-8f7e-75581a967e79.jpg","ADK-022","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","gekko","Advent of the Demon King","The Outer World gate was closed by Gill and Taegrus. But...","Advent of the Demon King","","",""
"http://www.fowtcg.com/card/3034","Soothsayer Panda","http://d12h0em1d7ppg.cloudfront.net/items/30/3034/image_en/91f22311-1acc-4d39-a600-279b4ab71e36.jpg","ADK-023","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Matsurika Yoko","Advent of the Demon King","""Good luck, bad luck, a panda. You never know what the cards will reveal.""","Advent of the Demon King","600 / 500","Panda","Automatic
When this card enters the field ⇒ Reveal the top card of your deck. If it's a Panda, put it into your hand."
"http://www.fowtcg.com/card/3034","Soothsayer Panda","http://d12h0em1d7ppg.cloudfront.net/items/30/3034/image_en/91f22311-1acc-4d39-a600-279b4ab71e36.jpg","ADK-023","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Matsurika Yoko","Advent of the Demon King","""Good luck, bad luck, a panda. You never know what the cards will reveal.""","Advent of the Demon King","600 / 500","Panda","Automatic
When this card enters the field ⇒ Reveal the top card of your deck. If it's a Panda, put it into your hand."
"http://www.fowtcg.com/card/3035","Taegrus Pearlshine","http://d12h0em1d7ppg.cloudfront.net/items/30/3035/image_en/f909ccfb-a41e-44bb-90d4-82e52d6def08.jpg","ADK-024","R","","Ruler","Kusanagi Tyouen","Advent of the Demon King","After overcoming the trials, Taegrus received Ra's blessing.","Advent of the Demon King","","Panda","Automatic
At the beginning of the game ⇒ Gain a gem of any attribute."
"http://www.fowtcg.com/card/3036","Taegrus Pearlshine, Lord of the Mountain","http://d12h0em1d7ppg.cloudfront.net/items/30/3036/image_en/a497736c-ec5e-4898-8984-8551e14a24c8.jpg","ADK-024 J","JR","","J-ruler","Kusanagi Tyouen","Advent of the Demon King","The rainbow gem shines and illuminates the future.","Advent of the Demon King","800 / 800","Panda","Activate
Banish a water gem: This card gains [Flying] until end of turn."
"http://www.fowtcg.com/card/3037","The Floating Isle","http://d12h0em1d7ppg.cloudfront.net/items/30/3037/image_en/1e64679c-1db8-4ed4-9c8e-66359f1edea8.jpg","ADK-025","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Addition","mita kura","Advent of the Demon King","A forbidden place that imposes harsh conditions upon intruders.","Advent of the Demon King","","","Continuous
Each player may only play one card per turn."
"http://www.fowtcg.com/card/3037","The Floating Isle","http://d12h0em1d7ppg.cloudfront.net/items/30/3037/image_en/1e64679c-1db8-4ed4-9c8e-66359f1edea8.jpg","ADK-025","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Addition","mita kura","Advent of the Demon King","A forbidden place that imposes harsh conditions upon intruders.","Advent of the Demon King","","","Continuous
Each player may only play one card per turn."
"http://www.fowtcg.com/card/3037","The Floating Isle","http://d12h0em1d7ppg.cloudfront.net/items/30/3037/image_en/1e64679c-1db8-4ed4-9c8e-66359f1edea8.jpg","ADK-025","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Addition","mita kura","Advent of the Demon King","A forbidden place that imposes harsh conditions upon intruders.","Advent of the Demon King","","","Continuous
Each player may only play one card per turn."
"http://www.fowtcg.com/card/3038","Voyage to the Floating Isle","http://d12h0em1d7ppg.cloudfront.net/items/30/3038/image_en/011fb63a-ab2e-4ffb-9314-5cf88327a8dd.jpg","ADK-026","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","Kusanagi Tyouen","Advent of the Demon King","Thanks to the Ultra Magic Stone, Alexandrite was able to make its voyage.","Advent of the Demon King","","",""
"http://www.fowtcg.com/card/3039","White Dog of Sasaru Palace","http://d12h0em1d7ppg.cloudfront.net/items/30/3039/image_en/03d8ea87-15ea-475a-b6ef-5b156bb47331.jpg","ADK-027","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Sanosuke Sakuma","Advent of the Demon King","People gather when a cat cries. They scatter when a dog barks.","Advent of the Demon King","600 / 600","Beast","Automatic
Whenever you gain a gem ⇒ This card gains [+100/+100] until end of turn."
"http://www.fowtcg.com/card/3039","White Dog of Sasaru Palace","http://d12h0em1d7ppg.cloudfront.net/items/30/3039/image_en/03d8ea87-15ea-475a-b6ef-5b156bb47331.jpg","ADK-027","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","Sanosuke Sakuma","Advent of the Demon King","People gather when a cat cries. They scatter when a dog barks.","Advent of the Demon King","600 / 600","Beast","Automatic
Whenever you gain a gem ⇒ This card gains [+100/+100] until end of turn."
"http://www.fowtcg.com/card/3040","White Dragonoid Child","http://d12h0em1d7ppg.cloudfront.net/items/30/3040/image_en/0209ded6-4547-4638-99eb-710b38e10c2c.jpg","ADK-028","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","BANAMONS*","Advent of the Demon King","White dragonoids have the mysterious ability to empower their allies.","Advent of the Demon King","700 / 700","Dragonoid","Automatic
When this card enters the field ⇒ Recover target resonator. If it's a Dragonoid or Panda, it gains [+200/+200] until end of turn."
"http://www.fowtcg.com/card/3040","White Dragonoid Child","http://d12h0em1d7ppg.cloudfront.net/items/30/3040/image_en/0209ded6-4547-4638-99eb-710b38e10c2c.jpg","ADK-028","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","BANAMONS*","Advent of the Demon King","White dragonoids have the mysterious ability to empower their allies.","Advent of the Demon King","700 / 700","Dragonoid","Automatic
When this card enters the field ⇒ Recover target resonator. If it's a Dragonoid or Panda, it gains [+200/+200] until end of turn."
"http://www.fowtcg.com/card/3040","White Dragonoid Child","http://d12h0em1d7ppg.cloudfront.net/items/30/3040/image_en/0209ded6-4547-4638-99eb-710b38e10c2c.jpg","ADK-028","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","BANAMONS*","Advent of the Demon King","White dragonoids have the mysterious ability to empower their allies.","Advent of the Demon King","700 / 700","Dragonoid","Automatic
When this card enters the field ⇒ Recover target resonator. If it's a Dragonoid or Panda, it gains [+200/+200] until end of turn."
"http://www.fowtcg.com/card/3041","Winds of Gold","http://d12h0em1d7ppg.cloudfront.net/items/30/3041/image_en/50af3992-b898-4e4a-a78a-94420c53bc07.jpg","ADK-029","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","Mad","Advent of the Demon King","The winds are said to separate you from the world for a short time.","Advent of the Demon King","","",""
