"card_url","card_name","card_image","card_number","card_rarity","card_cost_attribute","card_type","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets","card_race","card_att_def"
"http://www.fowtcg.com/card/5071","Gullwing, Dragon Spirit","http://d12h0em1d7ppg.cloudfront.net/items/50/5071/image_en/d126efaf-734b-4d06-81ad-7013fcf96f55.jpg","MSW-006","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","Resonator","Kotakan","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Flying]
Continuous
As you play this card, you may rest any number of recovered J/rulers you control and/or any number of recovered Spirit resonators you control. You pay [W] less to play this card for each J/ruler rested this way and [1] less for each Spirit resonator rested this way.
Automatic
[Enter] >>> Recover all Spirits you control.","Spirits live everywhere, secretly observing and protecting the world. But the invasion from the demonic world was the greatest danger they ever faced.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Spirit, Dragon","1500 / 1500"
"http://www.fowtcg.com/card/5072","Messenger from the Spirit Village","http://d12h0em1d7ppg.cloudfront.net/items/50/5072/image_en/319b9078-3878-4cc7-b7ea-63a13160a59a.jpg","MSW-007","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","sasaki kounosuke","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Flying]
Automatic
[Enter] >>> You may search your deck for an addition, reveal it and put it into your hand. Then shuffle your deck.","Spirits can provide guidance or trials; they can impart knowledge, but are also very capricious, or may be hiding in darkness. In other words, spirits are everywhere in this world.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Spirit","600 / 600"
"http://www.fowtcg.com/card/5072","Messenger from the Spirit Village","http://d12h0em1d7ppg.cloudfront.net/items/50/5072/image_en/319b9078-3878-4cc7-b7ea-63a13160a59a.jpg","MSW-007","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","sasaki kounosuke","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Flying]
Automatic
[Enter] >>> You may search your deck for an addition, reveal it and put it into your hand. Then shuffle your deck.","Spirits can provide guidance or trials; they can impart knowledge, but are also very capricious, or may be hiding in darkness. In other words, spirits are everywhere in this world.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Spirit","600 / 600"
"http://www.fowtcg.com/card/5073","Princess Kaguya // Flying Bamboo","http://d12h0em1d7ppg.cloudfront.net/items/50/5073/image_en/7492ec91-d267-4e14-9943-b787b9965548.jpg","MSW-008","MR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator // Chant","Fukuzo Katsura / Yosuke Adachi + Studio Encount,K.K","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Continuous
If you would produce will with a magic stone you control, you produce that will plus [M] instead.
Continuous
Calling a magic stone does not cause your J/rulers to rest.
Activate
[M]: This card gains [+200/+200] and [Flying] until end of turn.
[Quickcast]
Choose a ruler with [Tag] (Six Sages) you control and a ruler with [Tag] (Six Sages) you own from outside the game. Swap those rulers. If you spent [M] to play this card, put its ""Princess Kaguya"" part into the field instead of putting this card into its owner's graveyard.","ー","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale","600 / 600"
"http://www.fowtcg.com/card/5073","Princess Kaguya // Flying Bamboo","http://d12h0em1d7ppg.cloudfront.net/items/50/5073/image_en/7492ec91-d267-4e14-9943-b787b9965548.jpg","MSW-008","MR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator // Chant","Fukuzo Katsura / Yosuke Adachi + Studio Encount,K.K","Saga Cluster 2nd 「The Magic Stone War - Zero」","-''-","ー","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale","600 / 600"
"http://www.fowtcg.com/card/5073","Princess Kaguya // Flying Bamboo","http://d12h0em1d7ppg.cloudfront.net/items/50/5073/image_en/7492ec91-d267-4e14-9943-b787b9965548.jpg","MSW-008","MR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator // Chant","Fukuzo Katsura / Yosuke Adachi + Studio Encount,K.K","Saga Cluster 2nd 「The Magic Stone War - Zero」","-''-","ー","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale","600 / 600"
"http://www.fowtcg.com/card/5074","Rapunzel, the Long-Haired Princess","http://d12h0em1d7ppg.cloudfront.net/items/50/5074/image_en/0fd073a8-b6f9-4dd2-aa7e-a864ff67e271.jpg","MSW-009","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","hatarisu","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Continuous
This card doesn't recover during the recovery phase.
Activate
Rest a recovered resonator you control other than ""Rapunzel, the Long-Haired Princess"".: Recover this card.
Activate
[rest]: Target resonator gains [+200/+0] and [Flying] until end of turn.","""If you use her hair I think it might be possible to climb the tower and reach the skies!"". —Swordman of Full Moon","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale/Human","600 / 600"
"http://www.fowtcg.com/card/5074","Rapunzel, the Long-Haired Princess","http://d12h0em1d7ppg.cloudfront.net/items/50/5074/image_en/0fd073a8-b6f9-4dd2-aa7e-a864ff67e271.jpg","MSW-009","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","hatarisu","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Continuous
This card doesn't recover during the recovery phase.
Activate
Rest a recovered resonator you control other than ""Rapunzel, the Long-Haired Princess"".: Recover this card.
Activate
[rest]: Target resonator gains [+200/+0] and [Flying] until end of turn.","""If you use her hair I think it might be possible to climb the tower and reach the skies!"". —Swordman of Full Moon","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale/Human","600 / 600"
"http://www.fowtcg.com/card/5074","Rapunzel, the Long-Haired Princess","http://d12h0em1d7ppg.cloudfront.net/items/50/5074/image_en/0fd073a8-b6f9-4dd2-aa7e-a864ff67e271.jpg","MSW-009","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","hatarisu","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Continuous
This card doesn't recover during the recovery phase.
Activate
Rest a recovered resonator you control other than ""Rapunzel, the Long-Haired Princess"".: Recover this card.
Activate
[rest]: Target resonator gains [+200/+0] and [Flying] until end of turn.","""If you use her hair I think it might be possible to climb the tower and reach the skies!"". —Swordman of Full Moon","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale/Human","600 / 600"
"http://www.fowtcg.com/card/5075","Rush of Spirits","http://d12h0em1d7ppg.cloudfront.net/items/50/5075/image_en/bb0f5536-67d4-484b-a72d-fe2ff247993b.jpg","MSW-010","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","gekko","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
As an additional cost to play this card, reveal a Spirit from your hand.
Destroy target resonator if its total cost is less than the total cost of the revealed card.","""There IS strength in numbers! You can do anything, when you have enough!"" ーAlmerius","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5076","Spirit of Hope","http://d12h0em1d7ppg.cloudfront.net/items/50/5076/image_en/fdc76b9b-832a-4055-97b1-d136634c73b8.jpg","MSW-011","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Haruichi Kido","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Pierce]
Automatic
Whenever a J/ruler you control is recovered >>> This card gains [+300/0] until end of turn.","Hope only shines on those who stand up.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale, Spirit","0 / 400"
"http://www.fowtcg.com/card/5077","Spirit Ring","http://d12h0em1d7ppg.cloudfront.net/items/50/5077/image_en/4ab768f8-95f5-40ea-a16f-36d710b576f3.jpg","MSW-012","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Addition","haniwa","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Automatic
[Enter] >>> You may destroy target non-magic stone, non-J/resonator entity.
Activate
Rest a recovered J/ruler you control: Produce one will of any attribute. Spend this will only to play Spirit cards.","The power of the spirits is everywhere and in everything.","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5078","Spirit Village","http://d12h0em1d7ppg.cloudfront.net/items/50/5078/image_en/f4ce9cd8-0737-415d-b16e-330a4449c527.jpg","MSW-013","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Addition","mita kura","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Continuous
Spirits you control gain [+200/+200].
Continuous
Spirits you own in all zones gain [Quickcast].
Activate
Rest a recovered light J/ruler you control: Look at the top two cards of your deck. You may reveal a Spirit from among them and put it into your hand. Then put the rest on the bottom of your deck in any order.","Almerius went to visit the spirit village, where she gained the trust, friendship, and support of the spirits.","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5079","The Awakening of Almerius","http://d12h0em1d7ppg.cloudfront.net/items/50/5079/image_en/c3479579-044d-4e62-99d6-e48641eb0180.jpg","MSW-014","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","Yosuke Adachi + Studio Encount,K.K","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
Destroy target non-Spirit resonator. If this card was awakened, destroy all non-Spirit resonators instead.
[Awakening] [W][1], rest a recovered card named ""Almerius"" you control.","""I can hear them, the voices of the spirits!"" ーAlmerius","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5079","The Awakening of Almerius","http://d12h0em1d7ppg.cloudfront.net/items/50/5079/image_en/c3479579-044d-4e62-99d6-e48641eb0180.jpg","MSW-014","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","Yosuke Adachi + Studio Encount,K.K","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
Destroy target non-Spirit resonator. If this card was awakened, destroy all non-Spirit resonators instead.
[Awakening] [W][1], rest a recovered card named ""Almerius"" you control.","""I can hear them, the voices of the spirits!"" ーAlmerius","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5080","The Awakening of Zero","http://d12h0em1d7ppg.cloudfront.net/items/50/5080/image_en/1cc7f842-171e-4868-84b9-e889720ff722.jpg","MSW-015","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","Yosuke Adachi + Studio Encount,K.K","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
J/resonators you control gain [Eternal] until end of turn. If this card was awakened, put ten [+100/+100] counters on a card named ""Zero, Apprentice Sage"" you control.
[Awakening] Rest a recovered card named ""Zero, Apprentice Sage"" you control.","""Interesting! The more powerful they are, the less they are aware of their talent."" ーWelser, Master of the Six Sages","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5081","The Beginning of a Fairy Tale","http://d12h0em1d7ppg.cloudfront.net/items/50/5081/image_en/2743ebae-b831-4d1a-aea6-2ed6484d5d1f.jpg","MSW-016","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","ShiroYayoi","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
Put two [200/200] light Spirit, Fairy Tale resonator tokens into the field. If this card was awakened, draw a card.
[Awakening] Rest a recovered J/ruler you control.","This tale of Scheherazade marks the beginning of the second stage of the invasion.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale",""
"http://www.fowtcg.com/card/5082","Tinker Bell, the Spirit // Rain of Light","http://d12h0em1d7ppg.cloudfront.net/items/50/5082/image_en/a7aece88-0e44-4dd7-b71b-b990cc3984f3.jpg","MSW-017","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator // Chant","Toridamono / yuko","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Continuous
This card gains [+200/+200] for each Fairy Tale you control.
[Quickcast]
Target up to X resonators. Rest those your opponent controls and recover those you control.","ー","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale, Spirit","0 / 0"
"http://www.fowtcg.com/card/5082","Tinker Bell, the Spirit // Rain of Light","http://d12h0em1d7ppg.cloudfront.net/items/50/5082/image_en/a7aece88-0e44-4dd7-b71b-b990cc3984f3.jpg","MSW-017","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator // Chant","Toridamono / yuko","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Continuous
This card gains [+200/+200] for each Fairy Tale you control.
[Quickcast]
Target up to X resonators. Rest those your opponent controls and recover those you control.","ー","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale, Spirit","0 / 0"
"http://www.fowtcg.com/card/5082","Tinker Bell, the Spirit // Rain of Light","http://d12h0em1d7ppg.cloudfront.net/items/50/5082/image_en/a7aece88-0e44-4dd7-b71b-b990cc3984f3.jpg","MSW-017","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator // Chant","Toridamono / yuko","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Continuous
This card gains [+200/+200] for each Fairy Tale you control.
[Quickcast]
Target up to X resonators. Rest those your opponent controls and recover those you control.","ー","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale, Spirit","0 / 0"
"http://www.fowtcg.com/card/5082","Tinker Bell, the Spirit // Rain of Light","http://d12h0em1d7ppg.cloudfront.net/items/50/5082/image_en/a7aece88-0e44-4dd7-b71b-b990cc3984f3.jpg","MSW-017","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/X.png","Resonator // Chant","Toridamono / yuko","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Continuous
This card gains [+200/+200] for each Fairy Tale you control.
[Quickcast]
Target up to X resonators. Rest those your opponent controls and recover those you control.","ー","Saga Cluster 2nd 「The Magic Stone War - Zero」","Fairy Tale, Spirit","0 / 0"
"http://www.fowtcg.com/card/5083","Zero, Apprentice Sage","http://d12h0em1d7ppg.cloudfront.net/items/50/5083/image_en/ecb14281-79ee-4b6a-a873-6f03b2015d0b.jpg","MSW-018","RR","","Ruler","karuta shiki","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Judgment] [W]
Continuous
You cannot do judgment of this card unless your other ruler is astral.
[Tag] (Six Sages) - You may start the game with this ruler and another ruler with [Tag] (Six Sages) that doesn't share a name with this card. Put both in your ruler area.
Automatic
At the beginning of the game >>> Put four [+100/+100] counters on each ruler you control.
Continuous
Your J-ruler gains [Barrier].
Activate
[Rest]: Put two [+100/+100] counters on this card.","""Hmph, 'Apprentice Sage', and all I do is serving tea. I wonder when the master will finally teach me magic?!""","Saga Cluster 2nd 「The Magic Stone War - Zero」","Human, Six Sages",""
"http://www.fowtcg.com/card/5084","Zero, Apprentice Sage","http://d12h0em1d7ppg.cloudfront.net/items/50/5084/image_en/a750b471-5860-4d1f-85ba-e0caa84e76fd.jpg","MSW-018","JR","","Ruler","karuta shiki","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Judgment] [W]
Continuous
You cannot do judgment of this card unless your other ruler is astral.
[Tag] (Six Sages) - You may start the game with this ruler and another ruler with [Tag] (Six Sages) that doesn't share a name with this card. Put both in your ruler area.
Automatic
At the beginning of the game >>> Put four [+100/+100] counters on each ruler you control.
Continuous
Your J-ruler gains [Barrier].
Activate
[Rest]: Put two [+100/+100] counters on this card.","""Hmph, 'Apprentice Sage', and all I do is serving tea. I wonder when the master will finally teach me magic?!""","Saga Cluster 2nd 「The Magic Stone War - Zero」","Human, Six Sages",""
"http://www.fowtcg.com/card/5085","A Duet of Fire","http://d12h0em1d7ppg.cloudfront.net/items/50/5085/image_en/34b6120f-2925-42b6-93ec-d8f5c869aae8.jpg","MSW-019","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","Takumi Sugikawa","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Choose one, you may choose an additional one for each recovered J/ruler you control;
- This card deals 800 damage to target player or J/resonator.
- Discard your hand, then draw three cards.
- J/resonators you control gain [+400/0] and [Pierce] until end of turn.","""Zero, can you do it?"" ""Yes, I think so, I learned from Almerius!"" ーMilest & Zero","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5085","A Duet of Fire","http://d12h0em1d7ppg.cloudfront.net/items/50/5085/image_en/34b6120f-2925-42b6-93ec-d8f5c869aae8.jpg","MSW-019","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","Takumi Sugikawa","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Choose one, you may choose an additional one for each recovered J/ruler you control;
- This card deals 800 damage to target player or J/resonator.
- Discard your hand, then draw three cards.
- J/resonators you control gain [+400/0] and [Pierce] until end of turn.","""Zero, can you do it?"" ""Yes, I think so, I learned from Almerius!"" ーMilest & Zero","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5086","Cane of the Salamander","http://d12h0em1d7ppg.cloudfront.net/items/50/5086/image_en/6bf45de5-0660-4be3-a601-0683950a7705.jpg","MSW-020","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Addition","sasaki kounosuke","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
Automatic
[Enter] >>> This card deals 500 damage to target player or J/resonator.
Activate
Rest a recovered J/ruler you control: Target resonator gains [Swiftness] and [Pierce] until end of turn.","This cane was made by Welser, who put his fire magic into it.","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5087","Desperate Aid","http://d12h0em1d7ppg.cloudfront.net/items/50/5087/image_en/a15faded-9dca-4dbb-a4c9-41a5389e78f1.jpg","MSW-021","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","MATSUMOTO EIGHT","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
Continuous
Until end of turn, the next damage that would be dealt to a target J/resonator you control is dealt to you instead. Recover a ruler you control.","""Princess! No, it's alright! If I die, one of the others can take my place!!"" ーSnow White's Fire Dwarves","Saga Cluster 2nd 「The Magic Stone War - Zero」","",""
"http://www.fowtcg.com/card/5088","Elfina, Spirit of Trials","http://d12h0em1d7ppg.cloudfront.net/items/50/5088/image_en/fec24034-57ba-424a-9a04-a52b574fa5cb.jpg","MSW-022","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Nekobayashi","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
Automatic
When this card is put into a graveyard from the field >>> It deals damage equal to its ATK to each J/resonator your opponent controls.
Activate
Remove this card in your graveyard from the game: Put four [+100/+100] counters on a fire J-ruler you control.","Giving power to those who pass her trials, burning those that fail.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Spirit","1000 / 200"
"http://www.fowtcg.com/card/5088","Elfina, Spirit of Trials","http://d12h0em1d7ppg.cloudfront.net/items/50/5088/image_en/fec24034-57ba-424a-9a04-a52b574fa5cb.jpg","MSW-022","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Nekobayashi","Saga Cluster 2nd 「The Magic Stone War - Zero」","Card Text
[Quickcast]
Automatic
When this card is put into a graveyard from the field >>> It deals damage equal to its ATK to each J/resonator your opponent controls.
Activate
Remove this card in your graveyard from the game: Put four [+100/+100] counters on a fire J-ruler you control.","Giving power to those who pass her trials, burning those that fail.","Saga Cluster 2nd 「The Magic Stone War - Zero」","Spirit","1000 / 200"
