"card_url","card_name","card_image","card_number","card_rarity","card_cost_attribute","card_type","card_race","card_artist","card_expansion","card_flavor_text","card_all_sets","card_att_def","card_text"
"http://www.fowtcg.com/card/4846","Magic Bird","http://d12h0em1d7ppg.cloudfront.net/items/48/4846/image_en/89daa215-8a61-4f74-8112-62ca9b2a3e65.jpg","EDL-007","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Beast","Misa Tsutsui","Saga Cluster 1st 「The Epic of the Dragon Lord」","There are many magical birds on the campus of the Academy.","Saga Cluster 1st 「The Epic of the Dragon Lord」","600 / 600","Activate
Remove a [+100/+100] counter from this card: Put a [+100/+100] counter on another entity you control."
"http://www.fowtcg.com/card/4846","Magic Bird","http://d12h0em1d7ppg.cloudfront.net/items/48/4846/image_en/89daa215-8a61-4f74-8112-62ca9b2a3e65.jpg","EDL-007","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Beast","Misa Tsutsui","Saga Cluster 1st 「The Epic of the Dragon Lord」","There are many magical birds on the campus of the Academy.","Saga Cluster 1st 「The Epic of the Dragon Lord」","600 / 600","Activate
Remove a [+100/+100] counter from this card: Put a [+100/+100] counter on another entity you control."
"http://www.fowtcg.com/card/4846","Magic Bird","http://d12h0em1d7ppg.cloudfront.net/items/48/4846/image_en/89daa215-8a61-4f74-8112-62ca9b2a3e65.jpg","EDL-007","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Beast","Misa Tsutsui","Saga Cluster 1st 「The Epic of the Dragon Lord」","There are many magical birds on the campus of the Academy.","Saga Cluster 1st 「The Epic of the Dragon Lord」","600 / 600","Activate
Remove a [+100/+100] counter from this card: Put a [+100/+100] counter on another entity you control."
"http://www.fowtcg.com/card/4847","Magic Crest of Light","http://d12h0em1d7ppg.cloudfront.net/items/48/4847/image_en/257828ba-9a27-42c1-94a3-d9f05479fc23.jpg","EDL-008","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Addition","Magic Crest","fzwrAym","Saga Cluster 1st 「The Epic of the Dragon Lord」","The Light Magic Crest seems to grant some kind of strange power.","Saga Cluster 1st 「The Epic of the Dragon Lord」","","Automatic
When this card enters the field ⇒ Distribute four [+100/+100] counters on up to four target resonators."
"http://www.fowtcg.com/card/4848","Oborozuki, Star Sword Visionary","http://d12h0em1d7ppg.cloudfront.net/items/48/4848/image_en/249caf00-212d-4b05-9d1a-d022b2e688de.jpg","EDL-009","RR","","Ruler","Human","KAZTO FURUYA","Saga Cluster 1st 「The Epic of the Dragon Lord」","One day, a comet fell from the sky, and a dragon appeared in its wake, changing the fate of this world forever.","Saga Cluster 1st 「The Epic of the Dragon Lord」","","Activate
Remove X [+100/+100] counters from this card: Put X [+100/+100] counters on an entity you control. Play this ability only during your turn and only once per turn."
"http://www.fowtcg.com/card/4850","Pilgrim of the Star","http://d12h0em1d7ppg.cloudfront.net/items/48/4850/image_en/d0df81f6-427e-4d07-9bc6-658b87477985.jpg","EDL-010","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Human","sakura moyon","Saga Cluster 1st 「The Epic of the Dragon Lord」","Oborozuki's family, blessed by the star, has protected the godly power supposedly resting at the Starlit Canopy for generations.","Saga Cluster 1st 「The Epic of the Dragon Lord」","600 / 600","Automatic
[Enter] >>> Count the number of will symbols in the attribute cost of each entity you control. Put [+100/+100] counters on each of those entities equal to the number of will symbols you counted for that entity this way."
"http://www.fowtcg.com/card/4850","Pilgrim of the Star","http://d12h0em1d7ppg.cloudfront.net/items/48/4850/image_en/d0df81f6-427e-4d07-9bc6-658b87477985.jpg","EDL-010","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Human","sakura moyon","Saga Cluster 1st 「The Epic of the Dragon Lord」","Oborozuki's family, blessed by the star, has protected the godly power supposedly resting at the Starlit Canopy for generations.","Saga Cluster 1st 「The Epic of the Dragon Lord」","600 / 600","Automatic
[Enter] >>> Count the number of will symbols in the attribute cost of each entity you control. Put [+100/+100] counters on each of those entities equal to the number of will symbols you counted for that entity this way."
"http://www.fowtcg.com/card/4850","Pilgrim of the Star","http://d12h0em1d7ppg.cloudfront.net/items/48/4850/image_en/d0df81f6-427e-4d07-9bc6-658b87477985.jpg","EDL-010","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Human","sakura moyon","Saga Cluster 1st 「The Epic of the Dragon Lord」","Oborozuki's family, blessed by the star, has protected the godly power supposedly resting at the Starlit Canopy for generations.","Saga Cluster 1st 「The Epic of the Dragon Lord」","600 / 600","Automatic
[Enter] >>> Count the number of will symbols in the attribute cost of each entity you control. Put [+100/+100] counters on each of those entities equal to the number of will symbols you counted for that entity this way."
"http://www.fowtcg.com/card/4851","Reiya, Spawn of the Star // Twinkle of the Star","http://d12h0em1d7ppg.cloudfront.net/items/48/4851/image_en/93d9ad19-abab-43b4-8034-d9b82eeaec18.jpg","EDL-011","MR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator // Chant","Human","KAZTO FURUYA","Saga Cluster 1st 「The Epic of the Dragon Lord」","","Saga Cluster 1st 「The Epic of the Dragon Lord」","700 / 700","Automatic
Whenever a [+100/+100] counter is put on this card >>> Choose one;
- This card deals damage equal to its ATK to target J/resonator.
- You gain life equal to this card's DEF."
"http://www.fowtcg.com/card/4851","Reiya, Spawn of the Star // Twinkle of the Star","http://d12h0em1d7ppg.cloudfront.net/items/48/4851/image_en/93d9ad19-abab-43b4-8034-d9b82eeaec18.jpg","EDL-011","MR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator // Chant","Human","KAZTO FURUYA","Saga Cluster 1st 「The Epic of the Dragon Lord」","","Saga Cluster 1st 「The Epic of the Dragon Lord」","700 / 700","Automatic
Whenever a [+100/+100] counter is put on this card >>> Choose one;
- This card deals damage equal to its ATK to target J/resonator.
- You gain life equal to this card's DEF."
"http://www.fowtcg.com/card/4851","Reiya, Spawn of the Star // Twinkle of the Star","http://d12h0em1d7ppg.cloudfront.net/items/48/4851/image_en/93d9ad19-abab-43b4-8034-d9b82eeaec18.jpg","EDL-011","MR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator // Chant","Human","KAZTO FURUYA","Saga Cluster 1st 「The Epic of the Dragon Lord」","","Saga Cluster 1st 「The Epic of the Dragon Lord」","700 / 700","Automatic
Whenever a [+100/+100] counter is put on this card >>> Choose one;
- This card deals damage equal to its ATK to target J/resonator.
- You gain life equal to this card's DEF."
"http://www.fowtcg.com/card/4852","Silmeria, Summoner of Spirits // Dance of Spirits","http://d12h0em1d7ppg.cloudfront.net/items/48/4852/image_en/2f476269-c98b-4c60-8711-48e831b81368.jpg","EDL-012","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator // Chant","Human, Wizard","Miko Yamazaki","Saga Cluster 1st 「The Epic of the Dragon Lord」","","Saga Cluster 1st 「The Epic of the Dragon Lord」","500 / 1000","Activate
[Rest], remove X [+100/+100] counters from this card: Put a [0/0] light Spirit resonator token with [Flying] and X [+100/+100] counters on it into the field."
"http://www.fowtcg.com/card/4852","Silmeria, Summoner of Spirits // Dance of Spirits","http://d12h0em1d7ppg.cloudfront.net/items/48/4852/image_en/2f476269-c98b-4c60-8711-48e831b81368.jpg","EDL-012","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator // Chant","Human, Wizard","Miko Yamazaki","Saga Cluster 1st 「The Epic of the Dragon Lord」","","Saga Cluster 1st 「The Epic of the Dragon Lord」","500 / 1000","Activate
[Rest], remove X [+100/+100] counters from this card: Put a [0/0] light Spirit resonator token with [Flying] and X [+100/+100] counters on it into the field."
"http://www.fowtcg.com/card/4852","Silmeria, Summoner of Spirits // Dance of Spirits","http://d12h0em1d7ppg.cloudfront.net/items/48/4852/image_en/2f476269-c98b-4c60-8711-48e831b81368.jpg","EDL-012","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator // Chant","Human, Wizard","Miko Yamazaki","Saga Cluster 1st 「The Epic of the Dragon Lord」","","Saga Cluster 1st 「The Epic of the Dragon Lord」","500 / 1000","Activate
[Rest], remove X [+100/+100] counters from this card: Put a [0/0] light Spirit resonator token with [Flying] and X [+100/+100] counters on it into the field."
"http://www.fowtcg.com/card/4852","Silmeria, Summoner of Spirits // Dance of Spirits","http://d12h0em1d7ppg.cloudfront.net/items/48/4852/image_en/2f476269-c98b-4c60-8711-48e831b81368.jpg","EDL-012","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator // Chant","Human, Wizard","Miko Yamazaki","Saga Cluster 1st 「The Epic of the Dragon Lord」","","Saga Cluster 1st 「The Epic of the Dragon Lord」","500 / 1000","Activate
[Rest], remove X [+100/+100] counters from this card: Put a [0/0] light Spirit resonator token with [Flying] and X [+100/+100] counters on it into the field."
"http://www.fowtcg.com/card/4853","Spirit of Light","http://d12h0em1d7ppg.cloudfront.net/items/48/4853/image_en/ba9b95a5-f8e8-43a9-9f19-0c13d8d32043.jpg","EDL-013","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Spirit","j-peg","Saga Cluster 1st 「The Epic of the Dragon Lord」","It's a faint light, but sometimes that's all you need to find hope.","Saga Cluster 1st 「The Epic of the Dragon Lord」","600 / 600","Automatic
When this card enters your field ⇒ Put a [+100/+100] counter on another target J/resonator you control."
"http://www.fowtcg.com/card/4853","Spirit of Light","http://d12h0em1d7ppg.cloudfront.net/items/48/4853/image_en/ba9b95a5-f8e8-43a9-9f19-0c13d8d32043.jpg","EDL-013","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Spirit","j-peg","Saga Cluster 1st 「The Epic of the Dragon Lord」","It's a faint light, but sometimes that's all you need to find hope.","Saga Cluster 1st 「The Epic of the Dragon Lord」","600 / 600","Automatic
When this card enters your field ⇒ Put a [+100/+100] counter on another target J/resonator you control."
"http://www.fowtcg.com/card/4854","Spirit of the Star","http://d12h0em1d7ppg.cloudfront.net/items/48/4854/image_en/cdce11c6-f9f6-4f62-86d8-739d73830e4f.jpg","EDL-014","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Spirit","Miko Yamazaki","Saga Cluster 1st 「The Epic of the Dragon Lord」","The spirit of the star seems to know the future.","Saga Cluster 1st 「The Epic of the Dragon Lord」","200 / 200","Automatic
[Enter] >>> Reveal the top card of your deck and count the number of will symbols in its attribute cost. Put X [+100/+100] counters on target entity you control, where X is the number of will symbols you counted this way."
"http://www.fowtcg.com/card/4855","Star Dragon","http://d12h0em1d7ppg.cloudfront.net/items/48/4855/image_en/4ccab260-62d8-4378-97a4-0adf65d55683.jpg","EDL-015","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Dragon","Kusanagi Tyouen","Saga Cluster 1st 「The Epic of the Dragon Lord」","Its brightness is a reflection of its power.","Saga Cluster 1st 「The Epic of the Dragon Lord」","1700 / 1700","Continuous
You may pay [W] less to play this card for each magic stone and light entity you control with a [+100/+100] counter on it."
"http://www.fowtcg.com/card/4855","Star Dragon","http://d12h0em1d7ppg.cloudfront.net/items/48/4855/image_en/4ccab260-62d8-4378-97a4-0adf65d55683.jpg","EDL-015","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Dragon","Kusanagi Tyouen","Saga Cluster 1st 「The Epic of the Dragon Lord」","Its brightness is a reflection of its power.","Saga Cluster 1st 「The Epic of the Dragon Lord」","1700 / 1700","Continuous
You may pay [W] less to play this card for each magic stone and light entity you control with a [+100/+100] counter on it."
"http://www.fowtcg.com/card/4855","Star Dragon","http://d12h0em1d7ppg.cloudfront.net/items/48/4855/image_en/4ccab260-62d8-4378-97a4-0adf65d55683.jpg","EDL-015","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Dragon","Kusanagi Tyouen","Saga Cluster 1st 「The Epic of the Dragon Lord」","Its brightness is a reflection of its power.","Saga Cluster 1st 「The Epic of the Dragon Lord」","1700 / 1700","Continuous
You may pay [W] less to play this card for each magic stone and light entity you control with a [+100/+100] counter on it."
"http://www.fowtcg.com/card/4855","Star Dragon","http://d12h0em1d7ppg.cloudfront.net/items/48/4855/image_en/4ccab260-62d8-4378-97a4-0adf65d55683.jpg","EDL-015","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Dragon","Kusanagi Tyouen","Saga Cluster 1st 「The Epic of the Dragon Lord」","Its brightness is a reflection of its power.","Saga Cluster 1st 「The Epic of the Dragon Lord」","1700 / 1700","Continuous
You may pay [W] less to play this card for each magic stone and light entity you control with a [+100/+100] counter on it."
"http://www.fowtcg.com/card/4855","Star Dragon","http://d12h0em1d7ppg.cloudfront.net/items/48/4855/image_en/4ccab260-62d8-4378-97a4-0adf65d55683.jpg","EDL-015","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Dragon","Kusanagi Tyouen","Saga Cluster 1st 「The Epic of the Dragon Lord」","Its brightness is a reflection of its power.","Saga Cluster 1st 「The Epic of the Dragon Lord」","1700 / 1700","Continuous
You may pay [W] less to play this card for each magic stone and light entity you control with a [+100/+100] counter on it."
"http://www.fowtcg.com/card/4856","Starlit Canopy","http://d12h0em1d7ppg.cloudfront.net/items/48/4856/image_en/a109eac0-2ad8-407d-9ed7-0e70fd2b4eb3.jpg","EDL-016","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Addition","","mita kura","Saga Cluster 1st 「The Epic of the Dragon Lord」","Now only the stars and the earth remember the battle fought here in ancient times.","Saga Cluster 1st 「The Epic of the Dragon Lord」","","Automatic
Whenever one or more [+100/+100] counters are put on this card >>> Draw a card."
"http://www.fowtcg.com/card/4856","Starlit Canopy","http://d12h0em1d7ppg.cloudfront.net/items/48/4856/image_en/a109eac0-2ad8-407d-9ed7-0e70fd2b4eb3.jpg","EDL-016","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Addition","","mita kura","Saga Cluster 1st 「The Epic of the Dragon Lord」","Now only the stars and the earth remember the battle fought here in ancient times.","Saga Cluster 1st 「The Epic of the Dragon Lord」","","Automatic
Whenever one or more [+100/+100] counters are put on this card >>> Draw a card."
"http://www.fowtcg.com/card/4857","The Hidden History - ""Oborozuki""","http://d12h0em1d7ppg.cloudfront.net/items/48/4857/image_en/fbff451a-d6c8-4eb7-a8d7-62c1e05db5aa.jpg","EDL-017","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Addition","","tokiwa","Saga Cluster 1st 「The Epic of the Dragon Lord」","Kaguya begins to tell a story, an epic about an ancient history that was, but never will be again.","Saga Cluster 1st 「The Epic of the Dragon Lord」","","Activate
[Rest]: Look at the top card of your deck. You may put it on the bottom of your deck."
"http://www.fowtcg.com/card/4858","The Showdown with Ragnarok","http://d12h0em1d7ppg.cloudfront.net/items/48/4858/image_en/e00ff9af-8182-4242-bc8e-28f5c36f9fa1.jpg","EDL-018","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","","AKI","Saga Cluster 1st 「The Epic of the Dragon Lord」","The invader from another dimension, Ragnarok, is searching for the cursed Reiya. But Oborozuki will do everything she can to stop him, even sacrificing herself.","Saga Cluster 1st 「The Epic of the Dragon Lord」","",""
"http://www.fowtcg.com/card/4858","The Showdown with Ragnarok","http://d12h0em1d7ppg.cloudfront.net/items/48/4858/image_en/e00ff9af-8182-4242-bc8e-28f5c36f9fa1.jpg","EDL-018","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","","AKI","Saga Cluster 1st 「The Epic of the Dragon Lord」","The invader from another dimension, Ragnarok, is searching for the cursed Reiya. But Oborozuki will do everything she can to stop him, even sacrificing herself.","Saga Cluster 1st 「The Epic of the Dragon Lord」","",""
"http://www.fowtcg.com/card/4859","Twinkling Dragon","http://d12h0em1d7ppg.cloudfront.net/items/48/4859/image_en/451cf469-5783-4aa4-a514-8325f263be02.jpg","EDL-019","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Dragon","Kusanagi Tyouen","Saga Cluster 1st 「The Epic of the Dragon Lord」","Its twinkling was said to be a good omen, but now it seems clouded.","Saga Cluster 1st 「The Epic of the Dragon Lord」","900 / 900","Continuous
You may pay [W] less to play this card for each magic stone and light entity you control with a [+100/+100] counter on it."
"http://www.fowtcg.com/card/4859","Twinkling Dragon","http://d12h0em1d7ppg.cloudfront.net/items/48/4859/image_en/451cf469-5783-4aa4-a514-8325f263be02.jpg","EDL-019","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Dragon","Kusanagi Tyouen","Saga Cluster 1st 「The Epic of the Dragon Lord」","Its twinkling was said to be a good omen, but now it seems clouded.","Saga Cluster 1st 「The Epic of the Dragon Lord」","900 / 900","Continuous
You may pay [W] less to play this card for each magic stone and light entity you control with a [+100/+100] counter on it."
"http://www.fowtcg.com/card/4859","Twinkling Dragon","http://d12h0em1d7ppg.cloudfront.net/items/48/4859/image_en/451cf469-5783-4aa4-a514-8325f263be02.jpg","EDL-019","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Dragon","Kusanagi Tyouen","Saga Cluster 1st 「The Epic of the Dragon Lord」","Its twinkling was said to be a good omen, but now it seems clouded.","Saga Cluster 1st 「The Epic of the Dragon Lord」","900 / 900","Continuous
You may pay [W] less to play this card for each magic stone and light entity you control with a [+100/+100] counter on it."
"http://www.fowtcg.com/card/4860","Arle, the Seven-Tailed Fox // Arle's Flame","http://d12h0em1d7ppg.cloudfront.net/items/48/4860/image_en/2eeff417-f50e-4a2d-9dfd-0fd41698d86f.jpg","EDL-020","MR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator // Chant","Beast","SIGMAN","Saga Cluster 1st 「The Epic of the Dragon Lord」","","Saga Cluster 1st 「The Epic of the Dragon Lord」","600 / 800","Activate
[R][R][R]: Put this card from your graveyard into the field."
"http://www.fowtcg.com/card/4860","Arle, the Seven-Tailed Fox // Arle's Flame","http://d12h0em1d7ppg.cloudfront.net/items/48/4860/image_en/2eeff417-f50e-4a2d-9dfd-0fd41698d86f.jpg","EDL-020","MR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator // Chant","Beast","SIGMAN","Saga Cluster 1st 「The Epic of the Dragon Lord」","","Saga Cluster 1st 「The Epic of the Dragon Lord」","600 / 800","Activate
[R][R][R]: Put this card from your graveyard into the field."
"http://www.fowtcg.com/card/4860","Arle, the Seven-Tailed Fox // Arle's Flame","http://d12h0em1d7ppg.cloudfront.net/items/48/4860/image_en/2eeff417-f50e-4a2d-9dfd-0fd41698d86f.jpg","EDL-020","MR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator // Chant","Beast","SIGMAN","Saga Cluster 1st 「The Epic of the Dragon Lord」","","Saga Cluster 1st 「The Epic of the Dragon Lord」","600 / 800","Activate
[R][R][R]: Put this card from your graveyard into the field."
"http://www.fowtcg.com/card/4861","Burning Rabbit Dash","http://d12h0em1d7ppg.cloudfront.net/items/48/4861/image_en/07a58af6-e112-4104-9c22-94de1c549110.jpg","EDL-021","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","","Kelvin","Saga Cluster 1st 「The Epic of the Dragon Lord」","Speed that hurts.","Saga Cluster 1st 「The Epic of the Dragon Lord」","",""
"http://www.fowtcg.com/card/4861","Burning Rabbit Dash","http://d12h0em1d7ppg.cloudfront.net/items/48/4861/image_en/07a58af6-e112-4104-9c22-94de1c549110.jpg","EDL-021","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","","Kelvin","Saga Cluster 1st 「The Epic of the Dragon Lord」","Speed that hurts.","Saga Cluster 1st 「The Epic of the Dragon Lord」","",""
"http://www.fowtcg.com/card/4862","Chasing Dragon","http://d12h0em1d7ppg.cloudfront.net/items/48/4862/image_en/ee9cc1bb-912f-4eab-92aa-1def7285d150.jpg","EDL-022","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Dragon","gozz","Saga Cluster 1st 「The Epic of the Dragon Lord」","Extraordinary hunters must be quick to act.","Saga Cluster 1st 「The Epic of the Dragon Lord」","900 / 900","Continuous
You may pay [R] less to play this card for each damaged J/resonator."
"http://www.fowtcg.com/card/4862","Chasing Dragon","http://d12h0em1d7ppg.cloudfront.net/items/48/4862/image_en/ee9cc1bb-912f-4eab-92aa-1def7285d150.jpg","EDL-022","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Dragon","gozz","Saga Cluster 1st 「The Epic of the Dragon Lord」","Extraordinary hunters must be quick to act.","Saga Cluster 1st 「The Epic of the Dragon Lord」","900 / 900","Continuous
You may pay [R] less to play this card for each damaged J/resonator."
"http://www.fowtcg.com/card/4862","Chasing Dragon","http://d12h0em1d7ppg.cloudfront.net/items/48/4862/image_en/ee9cc1bb-912f-4eab-92aa-1def7285d150.jpg","EDL-022","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Dragon","gozz","Saga Cluster 1st 「The Epic of the Dragon Lord」","Extraordinary hunters must be quick to act.","Saga Cluster 1st 「The Epic of the Dragon Lord」","900 / 900","Continuous
You may pay [R] less to play this card for each damaged J/resonator."
"http://www.fowtcg.com/card/4863","Claw of the Dragonoid","http://d12h0em1d7ppg.cloudfront.net/items/48/4863/image_en/830ba8c9-a753-4df6-813f-d1b152cf5a95.jpg","EDL-023","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","Treasure","Nekobayashi","Saga Cluster 1st 「The Epic of the Dragon Lord」","""Hmm, according to this scroll, this might have belonged to a dragonoid who loved training more than anything. ... Well, I'll still take it."" ーSelesta, Treasure Hunter","Saga Cluster 1st 「The Epic of the Dragon Lord」","",""
