"card_url","card_name","card_image","card_number","card_rarity","card_cost_attribute","card_att_def","card_type","card_race","card_artist","card_expansion","card_flavor_text","card_all_sets","card_text"
"http://www.fowtcg.com/card/3760","Eir, Valkyrie of Mercy","http://d12h0em1d7ppg.cloudfront.net/items/37/3760/image_en/bcf13c4d-eff4-4321-8a7c-ff1a90ab3160.jpg","SDV1-009","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","600 / 700","Resonator","Valkyrie","SIGMAN","Starter Deck","The warrior who fell in battle is given another chance at glory.","Starter Deck",""
"http://www.fowtcg.com/card/3761","Karmic Reversal","http://d12h0em1d7ppg.cloudfront.net/items/37/3761/image_en/3dcafc0b-f786-4f34-b1a9-bf9a8ec431e2.jpg","SDV1-010","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Rune(Divinity 3)","","haniwa","Starter Deck","""Carelessness bares face just as one thinks they've won. That is to say, the best time to turn the tables is at the very last moment of the battle."" -Atom Seikhart","Starter Deck",""
"http://www.fowtcg.com/card/3761","Karmic Reversal","http://d12h0em1d7ppg.cloudfront.net/items/37/3761/image_en/3dcafc0b-f786-4f34-b1a9-bf9a8ec431e2.jpg","SDV1-010","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","","Rune(Divinity 3)","","haniwa","Starter Deck","""Carelessness bares face just as one thinks they've won. That is to say, the best time to turn the tables is at the very last moment of the battle."" -Atom Seikhart","Starter Deck",""
"http://www.fowtcg.com/card/3762","Mini Meteor","http://d12h0em1d7ppg.cloudfront.net/items/37/3762/image_en/0f800eaa-d9e4-4636-aa3c-df76339db47c.jpg","SDV1-011","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Rune(Divinity 3)","","gozz","Starter Deck","""What's wrong? This much isn't anything to be afraid of."" -Atom Seikhart","Starter Deck",""
"http://www.fowtcg.com/card/3762","Mini Meteor","http://d12h0em1d7ppg.cloudfront.net/items/37/3762/image_en/0f800eaa-d9e4-4636-aa3c-df76339db47c.jpg","SDV1-011","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Rune(Divinity 3)","","gozz","Starter Deck","""What's wrong? This much isn't anything to be afraid of."" -Atom Seikhart","Starter Deck",""
"http://www.fowtcg.com/card/3762","Mini Meteor","http://d12h0em1d7ppg.cloudfront.net/items/37/3762/image_en/0f800eaa-d9e4-4636-aa3c-df76339db47c.jpg","SDV1-011","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","","Rune(Divinity 3)","","gozz","Starter Deck","""What's wrong? This much isn't anything to be afraid of."" -Atom Seikhart","Starter Deck",""
"http://www.fowtcg.com/card/3763","Odin's Judgment","http://d12h0em1d7ppg.cloudfront.net/items/37/3763/image_en/2120bf52-2ffd-46e7-a56b-d10caa93ad5e.jpg","SDV1-012","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Master Rune(Divinity 2)","","jugemt","Starter Deck","""Lord, grant your benevolent judgement upon these knaves."" -Brunhild","Starter Deck",""
"http://www.fowtcg.com/card/3763","Odin's Judgment","http://d12h0em1d7ppg.cloudfront.net/items/37/3763/image_en/2120bf52-2ffd-46e7-a56b-d10caa93ad5e.jpg","SDV1-012","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Master Rune(Divinity 2)","","jugemt","Starter Deck","""Lord, grant your benevolent judgement upon these knaves."" -Brunhild","Starter Deck",""
"http://www.fowtcg.com/card/3763","Odin's Judgment","http://d12h0em1d7ppg.cloudfront.net/items/37/3763/image_en/2120bf52-2ffd-46e7-a56b-d10caa93ad5e.jpg","SDV1-012","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","","Master Rune(Divinity 2)","","jugemt","Starter Deck","""Lord, grant your benevolent judgement upon these knaves."" -Brunhild","Starter Deck",""
"http://www.fowtcg.com/card/3764","Phaleg, the Angel of War","http://d12h0em1d7ppg.cloudfront.net/items/37/3764/image_en/ae30867c-3ba0-4397-942c-e1a0184f3c62.jpg","SDV1-013","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","800 / 800","Resonator","Angel","tokiwa","Starter Deck","War is determined by who makes the first strike.","Starter Deck",""
"http://www.fowtcg.com/card/3764","Phaleg, the Angel of War","http://d12h0em1d7ppg.cloudfront.net/items/37/3764/image_en/ae30867c-3ba0-4397-942c-e1a0184f3c62.jpg","SDV1-013","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","800 / 800","Resonator","Angel","tokiwa","Starter Deck","War is determined by who makes the first strike.","Starter Deck",""
"http://www.fowtcg.com/card/3764","Phaleg, the Angel of War","http://d12h0em1d7ppg.cloudfront.net/items/37/3764/image_en/ae30867c-3ba0-4397-942c-e1a0184f3c62.jpg","SDV1-013","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","800 / 800","Resonator","Angel","tokiwa","Starter Deck","War is determined by who makes the first strike.","Starter Deck",""
"http://www.fowtcg.com/card/3765","Phul, the Administrator of the Moon","http://d12h0em1d7ppg.cloudfront.net/items/37/3765/image_en/8fecf4d9-0deb-432f-b21a-829ebeff0f08.jpg","SDV1-014","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","1000 / 1000","Resonator","Angel","suranaki","Starter Deck","The angels dispatched by Zeus had protected Lunar Heaven this whole time.","Starter Deck",""
"http://www.fowtcg.com/card/3765","Phul, the Administrator of the Moon","http://d12h0em1d7ppg.cloudfront.net/items/37/3765/image_en/8fecf4d9-0deb-432f-b21a-829ebeff0f08.jpg","SDV1-014","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","1000 / 1000","Resonator","Angel","suranaki","Starter Deck","The angels dispatched by Zeus had protected Lunar Heaven this whole time.","Starter Deck",""
"http://www.fowtcg.com/card/3765","Phul, the Administrator of the Moon","http://d12h0em1d7ppg.cloudfront.net/items/37/3765/image_en/8fecf4d9-0deb-432f-b21a-829ebeff0f08.jpg","SDV1-014","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","1000 / 1000","Resonator","Angel","suranaki","Starter Deck","The angels dispatched by Zeus had protected Lunar Heaven this whole time.","Starter Deck",""
"http://www.fowtcg.com/card/3766","Ring of Legend","http://d12h0em1d7ppg.cloudfront.net/items/37/3766/image_en/6110c447-c9cc-4826-bd02-e92e460b5a59.jpg","SDV1-015","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Rune(Divinity 3)","","Misa Tsutsui","Starter Deck","The real deal is more than simple decoration.","Starter Deck",""
"http://www.fowtcg.com/card/3767","Sigrun, Valkyrie of Victory","http://d12h0em1d7ppg.cloudfront.net/items/37/3767/image_en/4d7b8f20-f95f-4e33-9ed8-38308c4fb88b.jpg","SDV1-016","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","1000 / 1000","Resonator","Valkyrie","SIE NANAHARA","Starter Deck","""Victory shall be attained by our hands!""","Starter Deck",""
"http://www.fowtcg.com/card/3767","Sigrun, Valkyrie of Victory","http://d12h0em1d7ppg.cloudfront.net/items/37/3767/image_en/4d7b8f20-f95f-4e33-9ed8-38308c4fb88b.jpg","SDV1-016","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","1000 / 1000","Resonator","Valkyrie","SIE NANAHARA","Starter Deck","""Victory shall be attained by our hands!""","Starter Deck",""
"http://www.fowtcg.com/card/3767","Sigrun, Valkyrie of Victory","http://d12h0em1d7ppg.cloudfront.net/items/37/3767/image_en/4d7b8f20-f95f-4e33-9ed8-38308c4fb88b.jpg","SDV1-016","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","1000 / 1000","Resonator","Valkyrie","SIE NANAHARA","Starter Deck","""Victory shall be attained by our hands!""","Starter Deck",""
"http://www.fowtcg.com/card/3768","Sorceress of the Moon","http://d12h0em1d7ppg.cloudfront.net/items/37/3768/image_en/e3844a1a-a663-469a-983c-fec539bef54f.jpg","SDV1-017","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","400 / 400","Resonator","Wererabbit","KEIICHIRO ITO","Starter Deck","The rabbits of Lunar Heaven have learned to utilize the vestiges of magic left from activated runes, amplifying their own power.","Starter Deck",""
"http://www.fowtcg.com/card/3769","The Valkyrie's Chosen","http://d12h0em1d7ppg.cloudfront.net/items/37/3769/image_en/fddbf202-4972-4d74-8d71-8704be7e702f.jpg","SDV1-018","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","600 / 600","Resonator","Human","Haruichi Kido","Starter Deck","Within the soldier lies an unwavering spirit.","Starter Deck",""
"http://www.fowtcg.com/card/3769","The Valkyrie's Chosen","http://d12h0em1d7ppg.cloudfront.net/items/37/3769/image_en/fddbf202-4972-4d74-8d71-8704be7e702f.jpg","SDV1-018","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","600 / 600","Resonator","Human","Haruichi Kido","Starter Deck","Within the soldier lies an unwavering spirit.","Starter Deck",""
"http://www.fowtcg.com/card/3770","Turn Tail","http://d12h0em1d7ppg.cloudfront.net/items/37/3770/image_en/77d0b408-a570-4ce0-976f-563a94529662.jpg","SDV1-019","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Rune(Divinity 2)","","sasaki kounosuke","Starter Deck","First lesson of Lunar Heaven Academy: How to Run Away.","Starter Deck",""
"http://www.fowtcg.com/card/3771","Warrior of the Sun","http://d12h0em1d7ppg.cloudfront.net/items/37/3771/image_en/3b159f03-7bbe-4aa7-8745-ca2ebaec9372.jpg","SDV1-020","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","400 / 400","Resonator","Human","Yuko Nagasaki","Starter Deck","The sun grants upon the warrior the courage needed to fight.","Starter Deck",""
"http://www.fowtcg.com/card/3772","Wererabbit Warrior","http://d12h0em1d7ppg.cloudfront.net/items/37/3772/image_en/cd20ae99-b124-402e-98d0-dfe3cb3a50f0.jpg","SDV1-021","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","400 / 400","Resonator","Wererabbit","gajumaru","Starter Deck","The rabbit's ears heard the sounds of a distant battle. Following them, he leapt into the fray.","Starter Deck",""
"http://www.fowtcg.com/card/3773","Zeus' Grand Lightning","http://d12h0em1d7ppg.cloudfront.net/items/37/3773/image_en/3e4ebd2d-2bf7-40c4-8c77-9ed264949556.jpg","SDV1-022","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Master Rune(Divinity 2)","","Saiko Takaki","Starter Deck","""Don't resent me for this!"" -Atom Seikhart","Starter Deck",""
"http://www.fowtcg.com/card/3773","Zeus' Grand Lightning","http://d12h0em1d7ppg.cloudfront.net/items/37/3773/image_en/3e4ebd2d-2bf7-40c4-8c77-9ed264949556.jpg","SDV1-022","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Master Rune(Divinity 2)","","Saiko Takaki","Starter Deck","""Don't resent me for this!"" -Atom Seikhart","Starter Deck",""
"http://www.fowtcg.com/card/3774","Light Magic Stone","http://d12h0em1d7ppg.cloudfront.net/items/37/3774/image_en/7e6bacad-2a06-4a9c-ac48-05b41d009288.jpg","SDV1-023","C","","","Basic Magic Stone","","AshesBomber","Starter Deck","","Starter Deck","Activate
[rest]: Produce [W]."
"http://www.fowtcg.com/card/3775","Chu-Ko-Nu Soldier","http://d12h0em1d7ppg.cloudfront.net/items/37/3775/image_en/c83a124a-c839-43bc-a7d9-49901f44a9a7.jpg","SDV2-001","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","300 / 300","Resonator","Human","MATSUMOTO EIGHT","Starter Deck","The last bolt is oneself.","Starter Deck",""
"http://www.fowtcg.com/card/3776","Concealed Khopesh","http://d12h0em1d7ppg.cloudfront.net/items/37/3776/image_en/6eac9bdb-4fe9-40ff-ab2d-cbee777efe2c.jpg","SDV2-002","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Rune(Divinity 3)","","Tatsuki Mutou","Starter Deck","""This will be the last thing you see!"" -Isis","Starter Deck",""
"http://www.fowtcg.com/card/3776","Concealed Khopesh","http://d12h0em1d7ppg.cloudfront.net/items/37/3776/image_en/6eac9bdb-4fe9-40ff-ab2d-cbee777efe2c.jpg","SDV2-002","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Rune(Divinity 3)","","Tatsuki Mutou","Starter Deck","""This will be the last thing you see!"" -Isis","Starter Deck",""
"http://www.fowtcg.com/card/3776","Concealed Khopesh","http://d12h0em1d7ppg.cloudfront.net/items/37/3776/image_en/6eac9bdb-4fe9-40ff-ab2d-cbee777efe2c.jpg","SDV2-002","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","","Rune(Divinity 3)","","Tatsuki Mutou","Starter Deck","""This will be the last thing you see!"" -Isis","Starter Deck",""
"http://www.fowtcg.com/card/3777","Dragon Dance","http://d12h0em1d7ppg.cloudfront.net/items/37/3777/image_en/1581af01-1fea-4f0d-9bbb-df19ca1758e6.jpg","SDV2-003","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Rune(Divinity 3)","","Kusanagi Tyouen","Starter Deck","The dance of the dragon inspires the soldiers.","Starter Deck",""
"http://www.fowtcg.com/card/3778","Dragon of Kunlun","http://d12h0em1d7ppg.cloudfront.net/items/37/3778/image_en/56a7f09b-295e-4422-8e61-e889cd5086bc.jpg","SDV2-004","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","1200 / 1200","Resonator","Dragon","Shosuke","Starter Deck","A dragon's warm reception begins with fire.","Starter Deck",""
"http://www.fowtcg.com/card/3778","Dragon of Kunlun","http://d12h0em1d7ppg.cloudfront.net/items/37/3778/image_en/56a7f09b-295e-4422-8e61-e889cd5086bc.jpg","SDV2-004","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","1200 / 1200","Resonator","Dragon","Shosuke","Starter Deck","A dragon's warm reception begins with fire.","Starter Deck",""
"http://www.fowtcg.com/card/3778","Dragon of Kunlun","http://d12h0em1d7ppg.cloudfront.net/items/37/3778/image_en/56a7f09b-295e-4422-8e61-e889cd5086bc.jpg","SDV2-004","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","1200 / 1200","Resonator","Dragon","Shosuke","Starter Deck","A dragon's warm reception begins with fire.","Starter Deck",""
"http://www.fowtcg.com/card/3779","Dragon's Flight","http://d12h0em1d7ppg.cloudfront.net/items/37/3779/image_en/350344a4-4619-44e9-aca4-64666fe4036a.jpg","SDV2-005","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Rune(Divinity 2)","","suranaki","Starter Deck","Whenever a dragon begins flight, the vast lands of Kunlun start to sway.","Starter Deck",""
"http://www.fowtcg.com/card/3780","Explosion","http://d12h0em1d7ppg.cloudfront.net/items/37/3780/image_en/b296de57-7b14-4f5a-b9a2-07c99644e63f.jpg","SDV2-006","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Rune(Divinity 2)","","Mad","Starter Deck","Only silence followed the explosion.","Starter Deck",""
"http://www.fowtcg.com/card/3781","Flame Enchant","http://d12h0em1d7ppg.cloudfront.net/items/37/3781/image_en/11b95660-8ddb-44fa-99c5-9d81a0e9b079.jpg","SDV2-007","C","","","Rune(Divinity 2)","","Tsukumi","Starter Deck","The divine power sleeping within Isis grants her the ability to enchant objects with fire.","Starter Deck",""
"http://www.fowtcg.com/card/3782","Flame Soldier Formation","http://d12h0em1d7ppg.cloudfront.net/items/37/3782/image_en/eb184197-eb94-46c2-9af9-5f85fd91d7a9.jpg","SDV2-008","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Master Rune(Divinity 2)","","douzen","Starter Deck","""While a frontal attack may be good, we should also incorporate some other strategies... Hey, Pang Tong! You listening?"" -Zhuge Liang","Starter Deck",""
"http://www.fowtcg.com/card/3782","Flame Soldier Formation","http://d12h0em1d7ppg.cloudfront.net/items/37/3782/image_en/eb184197-eb94-46c2-9af9-5f85fd91d7a9.jpg","SDV2-008","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/X.png","","Master Rune(Divinity 2)","","douzen","Starter Deck","""While a frontal attack may be good, we should also incorporate some other strategies... Hey, Pang Tong! You listening?"" -Zhuge Liang","Starter Deck",""
"http://www.fowtcg.com/card/3783","Fu Xi","http://d12h0em1d7ppg.cloudfront.net/items/37/3783/image_en/5db3940f-8d8e-4a64-901d-29ad9d14b4d3.jpg","SDV2-009","R","","","Ruler","Monarch","Kusanagi Tyouen","Starter Deck","The ruler of Kunlun is always prepared for war.","Starter Deck",""
"http://www.fowtcg.com/card/3784","Fu Xi, King of Kunlun","http://d12h0em1d7ppg.cloudfront.net/items/37/3784/image_en/b3e79d69-dad9-4c5d-b016-a4b15f508040.jpg","SDV2-009J","R","","1000 / 1000","J-Ruler","Monarch","Kusanagi Tyouen","Starter Deck","""Let me show you what it means to be king.""","Starter Deck",""
"http://www.fowtcg.com/card/3785","Giant Sandstorm","http://d12h0em1d7ppg.cloudfront.net/items/37/3785/image_en/bedc03e0-fe6a-4676-985c-e4892362358f.jpg","SDV2-010","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Rune(Divinity 3)","","SAO","Starter Deck","The sand loves Sandora, but cares little for anything else.","Starter Deck",""
"http://www.fowtcg.com/card/3785","Giant Sandstorm","http://d12h0em1d7ppg.cloudfront.net/items/37/3785/image_en/bedc03e0-fe6a-4676-985c-e4892362358f.jpg","SDV2-010","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Rune(Divinity 3)","","SAO","Starter Deck","The sand loves Sandora, but cares little for anything else.","Starter Deck",""
"http://www.fowtcg.com/card/3785","Giant Sandstorm","http://d12h0em1d7ppg.cloudfront.net/items/37/3785/image_en/bedc03e0-fe6a-4676-985c-e4892362358f.jpg","SDV2-010","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Rune(Divinity 3)","","SAO","Starter Deck","The sand loves Sandora, but cares little for anything else.","Starter Deck",""
"http://www.fowtcg.com/card/3785","Giant Sandstorm","http://d12h0em1d7ppg.cloudfront.net/items/37/3785/image_en/bedc03e0-fe6a-4676-985c-e4892362358f.jpg","SDV2-010","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Rune(Divinity 3)","","SAO","Starter Deck","The sand loves Sandora, but cares little for anything else.","Starter Deck",""
"http://www.fowtcg.com/card/3786","Isis","http://d12h0em1d7ppg.cloudfront.net/items/37/3786/image_en/5b235c53-ea53-4b6b-a421-45b529e5b515.jpg","SDV2-011","R","","","Ruler","Ascendant","Matsurika Yoko","Starter Deck","The gods who birthed Sandora from nothing distributed their own power to a few humans, those of which would later rule as Ascendants.","Starter Deck",""
"http://www.fowtcg.com/card/3787","Isis, the Hundred Weapon Master","http://d12h0em1d7ppg.cloudfront.net/items/37/3787/image_en/205eda1e-5fb9-46e4-be8c-3d4bb6d4638b.jpg","SDV2-011J","R","","1400 / 800","J-Ruler","Ascendant","Matsurika Yoko","Starter Deck","Her ultimate attack resembles petals scattering in the wind, earning her the title the ""Flower of the Desert"".","Starter Deck",""
"http://www.fowtcg.com/card/3788","Magician of Molding","http://d12h0em1d7ppg.cloudfront.net/items/37/3788/image_en/a230bb1b-8e6f-4d0c-9972-096cb9805d1f.jpg","SDV2-012","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","600 / 600","Resonator","Human","j-peg","Starter Deck","Using a little imagination, sand can be molded into anything.","Starter Deck",""
"http://www.fowtcg.com/card/3788","Magician of Molding","http://d12h0em1d7ppg.cloudfront.net/items/37/3788/image_en/a230bb1b-8e6f-4d0c-9972-096cb9805d1f.jpg","SDV2-012","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","600 / 600","Resonator","Human","j-peg","Starter Deck","Using a little imagination, sand can be molded into anything.","Starter Deck",""
"http://www.fowtcg.com/card/3789","Pang Tong","http://d12h0em1d7ppg.cloudfront.net/items/37/3789/image_en/4cbf3858-9b70-42cc-b691-cbe051784b5e.jpg","SDV2-013","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","400 / 800","Resonator","Human","gekko","Starter Deck","Known affectionately as the ""Young Phoenix"", this young man serves as Fu Xi's advisor.","Starter Deck",""
"http://www.fowtcg.com/card/3789","Pang Tong","http://d12h0em1d7ppg.cloudfront.net/items/37/3789/image_en/4cbf3858-9b70-42cc-b691-cbe051784b5e.jpg","SDV2-013","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","400 / 800","Resonator","Human","gekko","Starter Deck","Known affectionately as the ""Young Phoenix"", this young man serves as Fu Xi's advisor.","Starter Deck",""
"http://www.fowtcg.com/card/3789","Pang Tong","http://d12h0em1d7ppg.cloudfront.net/items/37/3789/image_en/4cbf3858-9b70-42cc-b691-cbe051784b5e.jpg","SDV2-013","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","400 / 800","Resonator","Human","gekko","Starter Deck","Known affectionately as the ""Young Phoenix"", this young man serves as Fu Xi's advisor.","Starter Deck",""
"http://www.fowtcg.com/card/3790","Poison Stinger","http://d12h0em1d7ppg.cloudfront.net/items/37/3790/image_en/006acf55-db95-4d9c-9318-d9d43ce90e99.jpg","SDV2-014","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Rune(Divinity 2)","","yuko","Starter Deck","The actual damage the stinger does is low, but it contains a poison that lowers the target's resistances considerably.","Starter Deck",""
"http://www.fowtcg.com/card/3791","Reckless Flame Soldier","http://d12h0em1d7ppg.cloudfront.net/items/37/3791/image_en/24b6ec24-4537-4a0d-be4d-5152607d2703.jpg","SDV2-015","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","800 / 800","Resonator","Human","Moopic","Starter Deck","There is no greater beauty than the burning of life.","Starter Deck",""
"http://www.fowtcg.com/card/3792","Sand Dragon","http://d12h0em1d7ppg.cloudfront.net/items/37/3792/image_en/83159dba-75b0-4bb9-852b-19873227be60.jpg","SDV2-016","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","1000 / 1000","Resonator","Sand/Dragon","SO","Starter Deck","The needed materials are all around Sandora.","Starter Deck",""
