"card_url","card_name","card_image","card_number","card_rarity","card_cost_attribute","card_att_def","card_type","card_race","card_artist","card_expansion","card_flavor_text","card_all_sets","card_text"
"http://www.fowtcg.com/card/4090","Brunhild's Wrath","http://d12h0em1d7ppg.cloudfront.net/items/40/4090/image_en/b190debe-928e-4030-818c-f6be71f5e1ba.jpg","DBV-008","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Rune(Divinity 3)","","Kamijo Roro","The Decisive Battle of Valhalla","""Don't expect those girls to show you any goodwill. Their faith is an ideology far removed from the likes of compassion."" -Atom Seikhart","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4090","Brunhild's Wrath","http://d12h0em1d7ppg.cloudfront.net/items/40/4090/image_en/b190debe-928e-4030-818c-f6be71f5e1ba.jpg","DBV-008","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","","Rune(Divinity 3)","","Kamijo Roro","The Decisive Battle of Valhalla","""Don't expect those girls to show you any goodwill. Their faith is an ideology far removed from the likes of compassion."" -Atom Seikhart","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4183","Dark Alice, Rabbit Princess","http://d12h0em1d7ppg.cloudfront.net/items/41/4183/image_en/0f1088fe-9da1-4595-b1f0-992d0223e9c2.jpg","DBV-009","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","200 / 500","Resonator","Fairy Tale/Wererabbit","Matsurika Yoko","The Decisive Battle of Valhalla","Dark Alice broke free from her doll form, only to be trapped in yet another form.","The Decisive Battle of Valhalla","Continuous
As long as there is a resonator, chant, addition, and magic stone in your graveyard, magic stones you control gain ""[Rest]: Produce [W], [R], [B], [G], or [D].""."
"http://www.fowtcg.com/card/4092","Dispel","http://d12h0em1d7ppg.cloudfront.net/items/40/4092/image_en/c16f3459-6a9e-49a1-9e19-ab8d81be1b79.jpg","DBV-010","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Rune(Divinity2)","","BANAMONS*","The Decisive Battle of Valhalla","Everything that does not adhere to their faith is a target for destruction.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4093","Einherjar's Summons","http://d12h0em1d7ppg.cloudfront.net/items/40/4093/image_en/cb008129-37cd-445c-a991-38f5a83bb409.jpg","DBV-011","C","","","Rune(Divinity2)","","Miko Yamazaki","The Decisive Battle of Valhalla","Brunhild ushers in the souls of the fallen heroes.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4094","Eir, Valkyrie of Mercy","http://d12h0em1d7ppg.cloudfront.net/items/40/4094/image_en/ac6a7df5-5eda-4ac5-a580-69f0bc2c5189.jpg","DBV-012","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","600 / 700","Resonator","Valkyrie","SIGMAN","The Decisive Battle of Valhalla","The warrior who fell in battle is given another chance at glory.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4094","Eir, Valkyrie of Mercy","http://d12h0em1d7ppg.cloudfront.net/items/40/4094/image_en/ac6a7df5-5eda-4ac5-a580-69f0bc2c5189.jpg","DBV-012","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","600 / 700","Resonator","Valkyrie","SIGMAN","The Decisive Battle of Valhalla","The warrior who fell in battle is given another chance at glory.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4094","Eir, Valkyrie of Mercy","http://d12h0em1d7ppg.cloudfront.net/items/40/4094/image_en/ac6a7df5-5eda-4ac5-a580-69f0bc2c5189.jpg","DBV-012","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","600 / 700","Resonator","Valkyrie","SIGMAN","The Decisive Battle of Valhalla","The warrior who fell in battle is given another chance at glory.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4095","Gungnir, the True Spear","http://d12h0em1d7ppg.cloudfront.net/items/40/4095/image_en/77c440f6-b970-4b3f-9d56-36eb092e6d38.jpg","DBV-013","R","","gekko","The Decisive Battle of Valhalla","","","The Decisive Battle of Valhalla","","",""
"http://www.fowtcg.com/card/4096","Light of Keraunos","http://d12h0em1d7ppg.cloudfront.net/items/40/4096/image_en/b6ff16e4-f456-4b8d-96d6-20d86ed4a677.jpg","DBV-014","R","","Wednesday","The Decisive Battle of Valhalla","","","The Decisive Battle of Valhalla","","",""
"http://www.fowtcg.com/card/4097","Messenger of Odin","http://d12h0em1d7ppg.cloudfront.net/items/40/4097/image_en/33863e10-1407-4104-964a-463baef53d65.jpg","DBV-015","U","","AKI","The Decisive Battle of Valhalla","","","The Decisive Battle of Valhalla","","",""
"http://www.fowtcg.com/card/4098","Phaleg, the Angel of War","http://d12h0em1d7ppg.cloudfront.net/items/40/4098/image_en/5b5032ca-d59e-495b-b0b9-cb70b5997f4a.jpg","DBV-016","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","800 / 800","Resonator","Angel","tokiwa","The Decisive Battle of Valhalla","War is determined by who makes the first strike.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4098","Phaleg, the Angel of War","http://d12h0em1d7ppg.cloudfront.net/items/40/4098/image_en/5b5032ca-d59e-495b-b0b9-cb70b5997f4a.jpg","DBV-016","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","800 / 800","Resonator","Angel","tokiwa","The Decisive Battle of Valhalla","War is determined by who makes the first strike.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4098","Phaleg, the Angel of War","http://d12h0em1d7ppg.cloudfront.net/items/40/4098/image_en/5b5032ca-d59e-495b-b0b9-cb70b5997f4a.jpg","DBV-016","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","800 / 800","Resonator","Angel","tokiwa","The Decisive Battle of Valhalla","War is determined by who makes the first strike.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4099","Sigrun, Valkyrie of Victory","http://d12h0em1d7ppg.cloudfront.net/items/40/4099/image_en/83fdfb8a-2840-4030-bf68-3a1948a31540.jpg","DBV-017","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","1000 / 1000","Resonator","Valkyrie","SIE NANAHARA","The Decisive Battle of Valhalla","""Victory shall be attained by our hands!""","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4099","Sigrun, Valkyrie of Victory","http://d12h0em1d7ppg.cloudfront.net/items/40/4099/image_en/83fdfb8a-2840-4030-bf68-3a1948a31540.jpg","DBV-017","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","1000 / 1000","Resonator","Valkyrie","SIE NANAHARA","The Decisive Battle of Valhalla","""Victory shall be attained by our hands!""","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4099","Sigrun, Valkyrie of Victory","http://d12h0em1d7ppg.cloudfront.net/items/40/4099/image_en/83fdfb8a-2840-4030-bf68-3a1948a31540.jpg","DBV-017","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","1000 / 1000","Resonator","Valkyrie","SIE NANAHARA","The Decisive Battle of Valhalla","""Victory shall be attained by our hands!""","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4100","Sorceress of the Moon","http://d12h0em1d7ppg.cloudfront.net/items/41/4100/image_en/cfeb40af-840c-4ed8-839e-8e408e411369.jpg","DBV-018","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","400 / 400","Resonator","Wererabbit","KEIICHIRO ITO","The Decisive Battle of Valhalla","The rabbits of Lunar Heaven have learned to utilize the vestiges of magic left from activated runes, amplifying their own power.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4101","Concealed Khopesh","http://d12h0em1d7ppg.cloudfront.net/items/41/4101/image_en/fcadafb4-4f51-4bff-9766-f9ddddc8101c.jpg","DBV-019","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Rune(Divinity 3)","","Tatsuki Mutou","The Decisive Battle of Valhalla","""This will be the last thing you see!"" -Isis","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4101","Concealed Khopesh","http://d12h0em1d7ppg.cloudfront.net/items/41/4101/image_en/fcadafb4-4f51-4bff-9766-f9ddddc8101c.jpg","DBV-019","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Rune(Divinity 3)","","Tatsuki Mutou","The Decisive Battle of Valhalla","""This will be the last thing you see!"" -Isis","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4101","Concealed Khopesh","http://d12h0em1d7ppg.cloudfront.net/items/41/4101/image_en/fcadafb4-4f51-4bff-9766-f9ddddc8101c.jpg","DBV-019","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","","Rune(Divinity 3)","","Tatsuki Mutou","The Decisive Battle of Valhalla","""This will be the last thing you see!"" -Isis","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4102","Desert Miner","http://d12h0em1d7ppg.cloudfront.net/items/41/4102/image_en/1367c5f8-4faa-48f0-8159-4c86407ae755.jpg","DBV-020","U","","kurisu","The Decisive Battle of Valhalla","","","The Decisive Battle of Valhalla","","",""
"http://www.fowtcg.com/card/4103","Dragon's Flight","http://d12h0em1d7ppg.cloudfront.net/items/41/4103/image_en/56446f3d-7376-415b-a912-d9018bc7da22.jpg","DBV-021","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Rune(Divinity 2)","","suranaki","The Decisive Battle of Valhalla","Whenever a dragon begins flight, the vast lands of Kunlun start to sway.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4104","Explosion","http://d12h0em1d7ppg.cloudfront.net/items/41/4104/image_en/42df71c7-3b44-430e-b212-44e4e82ceea2.jpg","DBV-022","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Rune(Divinity 2)","","Mad","The Decisive Battle of Valhalla","Only silence followed the explosion.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4105","Godly Aura","http://d12h0em1d7ppg.cloudfront.net/items/41/4105/image_en/d1e9d57c-77f7-46f2-bdf7-20b0b8a39463.jpg","DBV-023","R","","hatarisu","The Decisive Battle of Valhalla","","","The Decisive Battle of Valhalla","","",""
"http://www.fowtcg.com/card/4106","Isis, Last of the Ascendants","http://d12h0em1d7ppg.cloudfront.net/items/41/4106/image_en/2e70e084-0bc8-45f8-9311-f516f1a55d9f.jpg","DBV-024","SR","","Matsurika Yoko","The Decisive Battle of Valhalla","","","The Decisive Battle of Valhalla","","",""
"http://www.fowtcg.com/card/4107","Lady Huang, the Concealed Expression","http://d12h0em1d7ppg.cloudfront.net/items/41/4107/image_en/5ac9d94d-0cc1-4492-bfa3-d48f01c0e693.jpg","DBV-025","R","","Yukie TAJIMA","The Decisive Battle of Valhalla","","","The Decisive Battle of Valhalla","","",""
"http://www.fowtcg.com/card/4108","Lord of Vermilion","http://d12h0em1d7ppg.cloudfront.net/items/41/4108/image_en/c355a2d6-dc85-4a36-b7e6-970720395ec6.jpg","DBV-026","SR","","Kotakan","The Decisive Battle of Valhalla","","","The Decisive Battle of Valhalla","","",""
"http://www.fowtcg.com/card/4109","Pang Tong","http://d12h0em1d7ppg.cloudfront.net/items/41/4109/image_en/22774772-876e-4864-af6a-104622950df4.jpg","DBV-027","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","400 / 800","Resonator","Human","gekko","The Decisive Battle of Valhalla","Known affectionately as the ""Young Phoenix"", this young man serves as Fu Xi's advisor.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4109","Pang Tong","http://d12h0em1d7ppg.cloudfront.net/items/41/4109/image_en/22774772-876e-4864-af6a-104622950df4.jpg","DBV-027","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","400 / 800","Resonator","Human","gekko","The Decisive Battle of Valhalla","Known affectionately as the ""Young Phoenix"", this young man serves as Fu Xi's advisor.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4109","Pang Tong","http://d12h0em1d7ppg.cloudfront.net/items/41/4109/image_en/22774772-876e-4864-af6a-104622950df4.jpg","DBV-027","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","400 / 800","Resonator","Human","gekko","The Decisive Battle of Valhalla","Known affectionately as the ""Young Phoenix"", this young man serves as Fu Xi's advisor.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4110","Reckless Flame Soldier","http://d12h0em1d7ppg.cloudfront.net/items/41/4110/image_en/0c0824c1-8326-4df5-a0f2-e5c1ddd78c1e.jpg","DBV-028","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","800 / 800","Resonator","Human","Moopic","The Decisive Battle of Valhalla","There is no greater beauty than the burning of life.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4111","Sand Dragon","http://d12h0em1d7ppg.cloudfront.net/items/41/4111/image_en/be622a95-4098-4568-a445-9ee4aaf1e188.jpg","DBV-029","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","1000 / 1000","Resonator","Sand/Dragon","SO","The Decisive Battle of Valhalla","The needed materials are all around Sandora.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4111","Sand Dragon","http://d12h0em1d7ppg.cloudfront.net/items/41/4111/image_en/be622a95-4098-4568-a445-9ee4aaf1e188.jpg","DBV-029","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","1000 / 1000","Resonator","Sand/Dragon","SO","The Decisive Battle of Valhalla","The needed materials are all around Sandora.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4111","Sand Dragon","http://d12h0em1d7ppg.cloudfront.net/items/41/4111/image_en/be622a95-4098-4568-a445-9ee4aaf1e188.jpg","DBV-029","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","1000 / 1000","Resonator","Sand/Dragon","SO","The Decisive Battle of Valhalla","The needed materials are all around Sandora.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4112","Sandora Blacksmith","http://d12h0em1d7ppg.cloudfront.net/items/41/4112/image_en/d0d8fb43-3258-479c-a441-abb141513979.jpg","DBV-030","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","200 / 400","Resonator","Human","AKI","The Decisive Battle of Valhalla","When crafting arms, the slightest mistake can be the difference between life and death.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4113","Set, the Commander of Destruction","http://d12h0em1d7ppg.cloudfront.net/items/41/4113/image_en/5eab4ce4-3b58-470f-8e9d-26d6b6e44c9f.jpg","DBV-031","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","1200 / 1000","Resonator","Ascendant","IWAO","The Decisive Battle of Valhalla","""Let's see which breaks first, your mind or your body.""","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4113","Set, the Commander of Destruction","http://d12h0em1d7ppg.cloudfront.net/items/41/4113/image_en/5eab4ce4-3b58-470f-8e9d-26d6b6e44c9f.jpg","DBV-031","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","1200 / 1000","Resonator","Ascendant","IWAO","The Decisive Battle of Valhalla","""Let's see which breaks first, your mind or your body.""","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4113","Set, the Commander of Destruction","http://d12h0em1d7ppg.cloudfront.net/items/41/4113/image_en/5eab4ce4-3b58-470f-8e9d-26d6b6e44c9f.jpg","DBV-031","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","1200 / 1000","Resonator","Ascendant","IWAO","The Decisive Battle of Valhalla","""Let's see which breaks first, your mind or your body.""","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4113","Set, the Commander of Destruction","http://d12h0em1d7ppg.cloudfront.net/items/41/4113/image_en/5eab4ce4-3b58-470f-8e9d-26d6b6e44c9f.jpg","DBV-031","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","1200 / 1000","Resonator","Ascendant","IWAO","The Decisive Battle of Valhalla","""Let's see which breaks first, your mind or your body.""","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4114","Soldier Ambush","http://d12h0em1d7ppg.cloudfront.net/items/41/4114/image_en/910a88fa-902f-498c-aedb-c09327e800c0.jpg","DBV-032","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Rune(Divinity 3)","","gozz","The Decisive Battle of Valhalla","""This is where you'll meet your end!...I always wanted to try saying that!"" -Pang Tong","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4114","Soldier Ambush","http://d12h0em1d7ppg.cloudfront.net/items/41/4114/image_en/910a88fa-902f-498c-aedb-c09327e800c0.jpg","DBV-032","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Rune(Divinity 3)","","gozz","The Decisive Battle of Valhalla","""This is where you'll meet your end!...I always wanted to try saying that!"" -Pang Tong","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4115","Surtr, the Explosion Giant","http://d12h0em1d7ppg.cloudfront.net/items/41/4115/image_en/3c7e985c-6fc2-4b78-8bde-e3debe8bc77a.jpg","DBV-033","R","","Yuko Nagasaki","The Decisive Battle of Valhalla","","","The Decisive Battle of Valhalla","","",""
"http://www.fowtcg.com/card/4116","Tiger of Kunlun","http://d12h0em1d7ppg.cloudfront.net/items/41/4116/image_en/ba7926bf-8411-4a26-a201-77297ab6b9e3.jpg","DBV-034","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","600 / 600","Resonator","Beast","TAKUMI","The Decisive Battle of Valhalla","""It's not that the tiger is strong, you're all just too weak."" -Fu Xi","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4116","Tiger of Kunlun","http://d12h0em1d7ppg.cloudfront.net/items/41/4116/image_en/ba7926bf-8411-4a26-a201-77297ab6b9e3.jpg","DBV-034","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","600 / 600","Resonator","Beast","TAKUMI","The Decisive Battle of Valhalla","""It's not that the tiger is strong, you're all just too weak."" -Fu Xi","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4117","Tiny Fire and Water Dragon","http://d12h0em1d7ppg.cloudfront.net/items/41/4117/image_en/ea2ce9ce-6e25-4fdb-8fc6-0e525dfe1562.jpg","DBV-035","U","","SIE NANAHARA","The Decisive Battle of Valhalla","","","The Decisive Battle of Valhalla","","",""
"http://www.fowtcg.com/card/4118","Wrath of the Flame God","http://d12h0em1d7ppg.cloudfront.net/items/41/4118/image_en/f9388c34-2780-4b7b-afc0-216a6a368eb0.jpg","DBV-036","R","","Kusanagi Tyouen","The Decisive Battle of Valhalla","","","The Decisive Battle of Valhalla","","",""
"http://www.fowtcg.com/card/4119","Arthur, Knight King of the Final Act","http://d12h0em1d7ppg.cloudfront.net/items/41/4119/image_en/a210aaf1-0e5d-4cd3-a9f9-2772825767e9.jpg","DBV-037","SR","","AKI","The Decisive Battle of Valhalla","","","The Decisive Battle of Valhalla","","",""
"http://www.fowtcg.com/card/4120","Bergelmir, Giant of Eternal Ice","http://d12h0em1d7ppg.cloudfront.net/items/41/4120/image_en/fb03c514-fe6b-4950-8620-9e2d4c1b5da5.jpg","DBV-038","R","","Shosuke","The Decisive Battle of Valhalla","","","The Decisive Battle of Valhalla","","",""
"http://www.fowtcg.com/card/4121","Clockwork Girl","http://d12h0em1d7ppg.cloudfront.net/items/41/4121/image_en/efd92d47-9926-44a4-8277-6891b34b0629.jpg","DBV-039","U","","Haruichi Kido","The Decisive Battle of Valhalla","","","The Decisive Battle of Valhalla","","",""
"http://www.fowtcg.com/card/4122","Donut Drone","http://d12h0em1d7ppg.cloudfront.net/items/41/4122/image_en/49486338-6c9e-4ab2-95c4-7a671771ce96.jpg","DBV-040","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","200 / 200","Resonator","Machine","M ganzy","The Decisive Battle of Valhalla","Excellent for reconnaissance, as well as for scrap parts.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4123","Fenrir, Final Form","http://d12h0em1d7ppg.cloudfront.net/items/41/4123/image_en/dc0d6e77-fae4-4f56-95bc-9d8cc4375d18.jpg","DBV-041","SR","","Kelvin","The Decisive Battle of Valhalla","","","The Decisive Battle of Valhalla","","",""
"http://www.fowtcg.com/card/4124","Gawain, the Swift Knight","http://d12h0em1d7ppg.cloudfront.net/items/41/4124/image_en/3b7ff036-9007-47f7-8de6-5884f1d0c197.jpg","DBV-042","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","800 / 800","Resonator","Machine","Mad","The Decisive Battle of Valhalla","Those who are granted knightship undergo alterations in order to better serve their lord.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4124","Gawain, the Swift Knight","http://d12h0em1d7ppg.cloudfront.net/items/41/4124/image_en/3b7ff036-9007-47f7-8de6-5884f1d0c197.jpg","DBV-042","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","800 / 800","Resonator","Machine","Mad","The Decisive Battle of Valhalla","Those who are granted knightship undergo alterations in order to better serve their lord.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4124","Gawain, the Swift Knight","http://d12h0em1d7ppg.cloudfront.net/items/41/4124/image_en/3b7ff036-9007-47f7-8de6-5884f1d0c197.jpg","DBV-042","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","800 / 800","Resonator","Machine","Mad","The Decisive Battle of Valhalla","Those who are granted knightship undergo alterations in order to better serve their lord.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4125","Gretel of Misty Woods","http://d12h0em1d7ppg.cloudfront.net/items/41/4125/image_en/92d37508-056a-411d-8deb-ae409a3052c9.jpg","DBV-043","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","200 / 600","Resonator","Fairy Tale","noki","The Decisive Battle of Valhalla","Loki took interest in the children's story of another world, one where fairy tales flourished. It wouldn't hurt to have another world to play in.","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4126","Loki's Watchdog, Fenrir","http://d12h0em1d7ppg.cloudfront.net/items/41/4126/image_en/448c746b-f091-4f07-ba02-ae83121f0d29.jpg","DBV-044","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","1000 / 1000","Resonator","Beast","Kelvin","The Decisive Battle of Valhalla","""Grab me some too, Fenrir!"" -Loki","The Decisive Battle of Valhalla",""
"http://www.fowtcg.com/card/4126","Loki's Watchdog, Fenrir","http://d12h0em1d7ppg.cloudfront.net/items/41/4126/image_en/448c746b-f091-4f07-ba02-ae83121f0d29.jpg","DBV-044","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","1000 / 1000","Resonator","Beast","Kelvin","The Decisive Battle of Valhalla","""Grab me some too, Fenrir!"" -Loki","The Decisive Battle of Valhalla",""
