"card_url","card_name","card_image","card_number","card_cost_attribute","card_att_def","card_type","card_race","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets"
"http://www.fowtcg.com/card/1588","Hannibal Barca(J)","http://d12h0em1d7ppg.cloudfront.net/items/15/1588/image_en/1485246849.jpg","VIN001-007J","","800 / 800","J-ruler","General","ukyo_rst","Vingolf ""Engage Knights""","Automatic
Whenever this card attacks, you gain 200 life.","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1589","Jeanne d'Arc","http://d12h0em1d7ppg.cloudfront.net/items/15/1589/image_en/1485246851.jpg","VIN001-008","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","200 / 200","Resonator","Saint","藤真拓哉","Vingolf ""Engage Knights""","Automatic
When this card is put into a graveyard from your field, you gain life equal to its DEF.","""Come on, victory is ours already! Hip hip hurray!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1590","Louis XIV","http://d12h0em1d7ppg.cloudfront.net/items/15/1590/image_en/1485246852.jpg","VIN001-009","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","800 / 800","Resonator","Emperor","鍋島テツヒロ","Vingolf ""Engage Knights""","Continuous
Other light resonators you control gain [+200/+200].","""So you say I'm beautiful? Well, it's inevitable, really. It's a law of nature, just like the sun shining!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1590","Louis XIV","http://d12h0em1d7ppg.cloudfront.net/items/15/1590/image_en/1485246852.jpg","VIN001-009","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","800 / 800","Resonator","Emperor","鍋島テツヒロ","Vingolf ""Engage Knights""","Continuous
Other light resonators you control gain [+200/+200].","""So you say I'm beautiful? Well, it's inevitable, really. It's a law of nature, just like the sun shining!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1590","Louis XIV","http://d12h0em1d7ppg.cloudfront.net/items/15/1590/image_en/1485246852.jpg","VIN001-009","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","800 / 800","Resonator","Emperor","鍋島テツヒロ","Vingolf ""Engage Knights""","Continuous
Other light resonators you control gain [+200/+200].","""So you say I'm beautiful? Well, it's inevitable, really. It's a law of nature, just like the sun shining!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1591","March of Saints","http://d12h0em1d7ppg.cloudfront.net/items/15/1591/image_en/1485246853.jpg","VIN001-010","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Chant","","ひがし","Vingolf ""Engage Knights""","","A Commander's job is not to make plans or to fight. Their job is to motivate soldiers.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1591","March of Saints","http://d12h0em1d7ppg.cloudfront.net/items/15/1591/image_en/1485246853.jpg","VIN001-010","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","","Chant","","ひがし","Vingolf ""Engage Knights""","","A Commander's job is not to make plans or to fight. Their job is to motivate soldiers.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1592","Pride of Knights","http://d12h0em1d7ppg.cloudfront.net/items/15/1592/image_en/1485246855.jpg","VIN001-011","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Chant","","gozz","Vingolf ""Engage Knights""","","""I won't surrender!"" —Faria, the Sacred Queen","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1593","Siegfried","http://d12h0em1d7ppg.cloudfront.net/items/15/1593/image_en/1485246859.jpg","VIN001-012","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","800 / 800","Resonator","Hero","T-TRACK","Vingolf ""Engage Knights""","","""The percentage of victory is 50%. Master, overconfidence is unadvisable and will lead to death.""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1593","Siegfried","http://d12h0em1d7ppg.cloudfront.net/items/15/1593/image_en/1485246859.jpg","VIN001-012","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","800 / 800","Resonator","Hero","T-TRACK","Vingolf ""Engage Knights""","","""The percentage of victory is 50%. Master, overconfidence is unadvisable and will lead to death.""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1593","Siegfried","http://d12h0em1d7ppg.cloudfront.net/items/15/1593/image_en/1485246859.jpg","VIN001-012","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","800 / 800","Resonator","Hero","T-TRACK","Vingolf ""Engage Knights""","","""The percentage of victory is 50%. Master, overconfidence is unadvisable and will lead to death.""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1594","Silver Stake","http://d12h0em1d7ppg.cloudfront.net/items/15/1594/image_en/1485246860.jpg","VIN001-013","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Addition: Resonator","(Weapon)","Mがんぢー","Vingolf ""Engage Knights""","Activate
[W]: Return this card to its owner's hand.","A human tool that will return the mortal agony once felt back unto vampires.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1595","Tutankhamun","http://d12h0em1d7ppg.cloudfront.net/items/15/1595/image_en/1485246862.jpg","VIN001-014","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","500 / 700","Resonator","Pharaoh","たかとうすずのすけ","Vingolf ""Engage Knights""","Automatic
When this card is put into a graveyard from your field, draw a card.","""Anf, anf… I t-told you, I excel at brainwork! Fighting is out of my league! You idiot!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1595","Tutankhamun","http://d12h0em1d7ppg.cloudfront.net/items/15/1595/image_en/1485246862.jpg","VIN001-014","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","500 / 700","Resonator","Pharaoh","たかとうすずのすけ","Vingolf ""Engage Knights""","Automatic
When this card is put into a graveyard from your field, draw a card.","""Anf, anf… I t-told you, I excel at brainwork! Fighting is out of my league! You idiot!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1596","Xuanzang Sanzang","http://d12h0em1d7ppg.cloudfront.net/items/15/1596/image_en/1485246863.jpg","VIN001-015","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","400 / 700","Resonator","Priest","ぱんつもりこ","Vingolf ""Engage Knights""","","""I don't wanna! I don't wanna! I can't fight for good… Nnngh... What has become of my peaceful life?","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1596","Xuanzang Sanzang","http://d12h0em1d7ppg.cloudfront.net/items/15/1596/image_en/1485246863.jpg","VIN001-015","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","400 / 700","Resonator","Priest","ぱんつもりこ","Vingolf ""Engage Knights""","","""I don't wanna! I don't wanna! I can't fight for good… Nnngh... What has become of my peaceful life?","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1597","Alexander","http://d12h0em1d7ppg.cloudfront.net/items/15/1597/image_en/1485246864.jpg","VIN001-016","","","Ruler","King","藤真拓哉","Vingolf ""Engage Knights""","Activate
[2]: This card deals 200 damage to target resonator.","""Listen, a king must be someone who is both smart and brave. Basically, someone like me!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1598","Alexander(J)","http://d12h0em1d7ppg.cloudfront.net/items/15/1598/image_en/1485246867.jpg","VIN001-016J","","1000 / 700","J-ruler","King","藤真拓哉","Vingolf ""Engage Knights""","Automatic
Whenever this card attacks, target fire resonator you control gains [First Strike] and [Swiftness] until end of turn.","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1599","Banzai Attack","http://d12h0em1d7ppg.cloudfront.net/items/15/1599/image_en/1485246868.jpg","VIN001-017","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Chant","","羊箱","Vingolf ""Engage Knights""","","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1599","Banzai Attack","http://d12h0em1d7ppg.cloudfront.net/items/15/1599/image_en/1485246868.jpg","VIN001-017","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Chant","","羊箱","Vingolf ""Engage Knights""","","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1599","Banzai Attack","http://d12h0em1d7ppg.cloudfront.net/items/15/1599/image_en/1485246868.jpg","VIN001-017","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","","Chant","","羊箱","Vingolf ""Engage Knights""","","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1600","Calamity Jane","http://d12h0em1d7ppg.cloudfront.net/items/16/1600/image_en/1485246869.jpg","VIN001-018","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","500 / 500","Resonator","Musketeer","ぱんつもりこ","Vingolf ""Engage Knights""","Activate
[rest]: This card deals 200 damage to target player or resonator.","""These trifling details are of no interest to me, so just get shot already...""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1600","Calamity Jane","http://d12h0em1d7ppg.cloudfront.net/items/16/1600/image_en/1485246869.jpg","VIN001-018","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","500 / 500","Resonator","Musketeer","ぱんつもりこ","Vingolf ""Engage Knights""","Activate
[rest]: This card deals 200 damage to target player or resonator.","""These trifling details are of no interest to me, so just get shot already...""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1601","Crime and Punishment","http://d12h0em1d7ppg.cloudfront.net/items/16/1601/image_en/1485246871.jpg","VIN001-019","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Chant","","fzwrAym","Vingolf ""Engage Knights""","","Even if blood is washed from the hands, sins will not be washed away.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1602","King Ashoka","http://d12h0em1d7ppg.cloudfront.net/items/16/1602/image_en/1485246873.jpg","VIN001-020","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","400 / 400","Resonator","King","鍋島テツヒロ","Vingolf ""Engage Knights""","","""I don't understand that much, but can I punch it in the meantime?""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1602","King Ashoka","http://d12h0em1d7ppg.cloudfront.net/items/16/1602/image_en/1485246873.jpg","VIN001-020","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","400 / 400","Resonator","King","鍋島テツヒロ","Vingolf ""Engage Knights""","","""I don't understand that much, but can I punch it in the meantime?""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1603","Kleitos","http://d12h0em1d7ppg.cloudfront.net/items/16/1603/image_en/1485246874.jpg","VIN001-021","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","800 / 800","Resonator","Warlord","ビスケ","Vingolf ""Engage Knights""","Automatic
When this card enters your field, it deals 400 damage to target resonator.","""Hey, everyone, sorry it took me so long!
Now come on, let's climax from the start!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1603","Kleitos","http://d12h0em1d7ppg.cloudfront.net/items/16/1603/image_en/1485246874.jpg","VIN001-021","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","800 / 800","Resonator","Warlord","ビスケ","Vingolf ""Engage Knights""","Automatic
When this card enters your field, it deals 400 damage to target resonator.","""Hey, everyone, sorry it took me so long!
Now come on, let's climax from the start!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1604","Kusanagi Sword","http://d12h0em1d7ppg.cloudfront.net/items/16/1604/image_en/1485246875.jpg","VIN001-022","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Addition: Resonator","","gozz","Vingolf ""Engage Knights""","Continuous
If added resonator would deal damage, it deals that much + 200 instead.","The ninth disaster, or a hope to stop all others?","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1604","Kusanagi Sword","http://d12h0em1d7ppg.cloudfront.net/items/16/1604/image_en/1485246875.jpg","VIN001-022","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Addition: Resonator","","gozz","Vingolf ""Engage Knights""","Continuous
If added resonator would deal damage, it deals that much + 200 instead.","The ninth disaster, or a hope to stop all others?","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1605","Lu Bu","http://d12h0em1d7ppg.cloudfront.net/items/16/1605/image_en/1485246878.jpg","VIN001-023","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","1000 / 1000","Resonator","Warlord","まめでんきゅう","Vingolf ""Engage Knights""","Continuous
As long as you don't control other resonators, this card gains [+500/+500].","""Huh, that's boring, so I'll pass. It's not like I really bother about that.""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1605","Lu Bu","http://d12h0em1d7ppg.cloudfront.net/items/16/1605/image_en/1485246878.jpg","VIN001-023","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","1000 / 1000","Resonator","Warlord","まめでんきゅう","Vingolf ""Engage Knights""","Continuous
As long as you don't control other resonators, this card gains [+500/+500].","""Huh, that's boring, so I'll pass. It's not like I really bother about that.""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1605","Lu Bu","http://d12h0em1d7ppg.cloudfront.net/items/16/1605/image_en/1485246878.jpg","VIN001-023","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/04.png","1000 / 1000","Resonator","Warlord","まめでんきゅう","Vingolf ""Engage Knights""","Continuous
As long as you don't control other resonators, this card gains [+500/+500].","""Huh, that's boring, so I'll pass. It's not like I really bother about that.""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1606","Musashi Miyamoto","http://d12h0em1d7ppg.cloudfront.net/items/16/1606/image_en/1485246879.jpg","VIN001-024","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","1000 / 600","Resonator","Swordsman","Yae","Vingolf ""Engage Knights""","","""What are you saying? Of course fighting with two swords is better than just using one!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1606","Musashi Miyamoto","http://d12h0em1d7ppg.cloudfront.net/items/16/1606/image_en/1485246879.jpg","VIN001-024","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","1000 / 600","Resonator","Swordsman","Yae","Vingolf ""Engage Knights""","","""What are you saying? Of course fighting with two swords is better than just using one!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1606","Musashi Miyamoto","http://d12h0em1d7ppg.cloudfront.net/items/16/1606/image_en/1485246879.jpg","VIN001-024","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","1000 / 600","Resonator","Swordsman","Yae","Vingolf ""Engage Knights""","","""What are you saying? Of course fighting with two swords is better than just using one!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1607","Pachacuti","http://d12h0em1d7ppg.cloudfront.net/items/16/1607/image_en/1485246880.jpg","VIN001-025","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","400 / 200","Resonator","Emperor","結城リカ","Vingolf ""Engage Knights""","","""H-hey, don't pet my head! Pachacu is a respectable adult! An a-d-u-l-t, okay?!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1608","Rapid Decay","http://d12h0em1d7ppg.cloudfront.net/items/16/1608/image_en/1485246881.jpg","VIN001-026","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Chant","","佐々木光之介","Vingolf ""Engage Knights""","","""Sudden evolution can be the same as degradation. Oh well- evolve until you die!"" 〜Little Dread, the Fake Red Moon","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1609","Saladin","http://d12h0em1d7ppg.cloudfront.net/items/16/1609/image_en/1485246884.jpg","VIN001-027","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","300 / 400","Resonator","General","Nidy","Vingolf ""Engage Knights""","Automatic
Whenever this card attacks, it gains [+300/+0] until end of turn.","""Yeah, I'll make you a promise. I'll lead you to victory at all costs.""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1609","Saladin","http://d12h0em1d7ppg.cloudfront.net/items/16/1609/image_en/1485246884.jpg","VIN001-027","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","300 / 400","Resonator","General","Nidy","Vingolf ""Engage Knights""","Automatic
Whenever this card attacks, it gains [+300/+0] until end of turn.","""Yeah, I'll make you a promise. I'll lead you to victory at all costs.""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1610","Sun Tzu","http://d12h0em1d7ppg.cloudfront.net/items/16/1610/image_en/1485246886.jpg","VIN001-028","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","200 / 200","Resonator","Strategist","結城リカ","Vingolf ""Engage Knights""","Activate
[rest]: Target resonator gains [Swiftness] until end of turn.","""Why are you saying such thoughtless words, big brother? Enemies must be deceived! You've got to be on your guard, okay?!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1611","Thunder","http://d12h0em1d7ppg.cloudfront.net/items/16/1611/image_en/1485246888.jpg","VIN001-029","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Chant","","Nagiにゃん","Vingolf ""Engage Knights""","","A dazzling flash of light can sometimes change the outcome of war.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1612","William Wallace","http://d12h0em1d7ppg.cloudfront.net/items/16/1612/image_en/1485246889.jpg","VIN001-030","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","700 / 500","Resonator","Knight","岸和田ロビン","Vingolf ""Engage Knights""","Continuous
This card cannot be blocked by resonators with ATK 600 or less.","""Are you fighting?! Is it my turn?! Is it okay if I beat someone up?!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1612","William Wallace","http://d12h0em1d7ppg.cloudfront.net/items/16/1612/image_en/1485246889.jpg","VIN001-030","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","700 / 500","Resonator","Knight","岸和田ロビン","Vingolf ""Engage Knights""","Continuous
This card cannot be blocked by resonators with ATK 600 or less.","""Are you fighting?! Is it my turn?! Is it okay if I beat someone up?!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1613","Aqua Magic -Tempest-","http://d12h0em1d7ppg.cloudfront.net/items/16/1613/image_en/1485246890.jpg","VIN001-031","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","","Chant","","原田みどり","Vingolf ""Engage Knights""","","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1613","Aqua Magic -Tempest-","http://d12h0em1d7ppg.cloudfront.net/items/16/1613/image_en/1485246890.jpg","VIN001-031","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","","Chant","","原田みどり","Vingolf ""Engage Knights""","","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1613","Aqua Magic -Tempest-","http://d12h0em1d7ppg.cloudfront.net/items/16/1613/image_en/1485246890.jpg","VIN001-031","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","","Chant","","原田みどり","Vingolf ""Engage Knights""","","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1614","Captain Cook","http://d12h0em1d7ppg.cloudfront.net/items/16/1614/image_en/1485246891.jpg","VIN001-032","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","800 / 800","Resonator","Captain","萩原","Vingolf ""Engage Knights""","Automatic
Whenever this card deals damage to your opponent, draw a card.","""If you are aiming for the world's end, you cannot lose your heart for something like this!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1614","Captain Cook","http://d12h0em1d7ppg.cloudfront.net/items/16/1614/image_en/1485246891.jpg","VIN001-032","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","800 / 800","Resonator","Captain","萩原","Vingolf ""Engage Knights""","Automatic
Whenever this card deals damage to your opponent, draw a card.","""If you are aiming for the world's end, you cannot lose your heart for something like this!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1614","Captain Cook","http://d12h0em1d7ppg.cloudfront.net/items/16/1614/image_en/1485246891.jpg","VIN001-032","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","800 / 800","Resonator","Captain","萩原","Vingolf ""Engage Knights""","Automatic
Whenever this card deals damage to your opponent, draw a card.","""If you are aiming for the world's end, you cannot lose your heart for something like this!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1615","Columbus","http://d12h0em1d7ppg.cloudfront.net/items/16/1615/image_en/1485246893.jpg","VIN001-033","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","200 / 400","Resonator","Explorer","ぽしー","Vingolf ""Engage Knights""","Activate
[rest]: Look at the top card of your deck. You may put it on the bottom of your deck.","""Making this egg stand upright? That's an easy victory. Just look, ahahah... If I use some glue, it will be a breeze!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1616","Hanzo Hattori","http://d12h0em1d7ppg.cloudfront.net/items/16/1616/image_en/1485246897.jpg","VIN001-034","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","300 / 300","Resonator","Ninja","ミユキルリア","Vingolf ""Engage Knights""","Automatic
When this card enters your field, draw a card.","""The idea of serving you gives me the highest pleasure (t-that sounds kind of perverted).""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1616","Hanzo Hattori","http://d12h0em1d7ppg.cloudfront.net/items/16/1616/image_en/1485246897.jpg","VIN001-034","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","300 / 300","Resonator","Ninja","ミユキルリア","Vingolf ""Engage Knights""","Automatic
When this card enters your field, draw a card.","""The idea of serving you gives me the highest pleasure (t-that sounds kind of perverted).""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1617","Julius Caesar","http://d12h0em1d7ppg.cloudfront.net/items/16/1617/image_en/1485246900.jpg","VIN001-035","","","Ruler","General","岸和田ロビン","Vingolf ""Engage Knights""","Activate
[2]: Target resonator gains [Flying] until end of turn.","""Don't call me baldie! It's just that I have a big forehead, okay? Otherwise I'll headbutt you!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1618","Julius Caesar(J)","http://d12h0em1d7ppg.cloudfront.net/items/16/1618/image_en/1485246901.jpg","VIN001-035J","","800 / 1000","J-ruler","General","岸和田ロビン","Vingolf ""Engage Knights""","Activate
Discard a card: Target water resonator gains [Flying] until end of turn.","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1619","Marco Polo","http://d12h0em1d7ppg.cloudfront.net/items/16/1619/image_en/1485246903.jpg","VIN001-036","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","500 / 500","Resonator","Explorer","BUZZ","Vingolf ""Engage Knights""","","""Mufufufu... This is quite a lot! Now it's even more profitable!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1619","Marco Polo","http://d12h0em1d7ppg.cloudfront.net/items/16/1619/image_en/1485246903.jpg","VIN001-036","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","500 / 500","Resonator","Explorer","BUZZ","Vingolf ""Engage Knights""","","""Mufufufu... This is quite a lot! Now it's even more profitable!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1620","Napoleon","http://d12h0em1d7ppg.cloudfront.net/items/16/1620/image_en/1485246904.jpg","VIN001-037","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","600 / 600","Resonator","Emperor","藤真拓哉","Vingolf ""Engage Knights""","Continuous
Resonators you control with [Flying] gain [+200/+200].","""This battle is over already. Now struggle as much as you can...""","Vingolf ""Engage Knights"""
