"card_url","card_name","card_image","card_number","card_cost_attribute","card_att_def","card_type","card_race","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets","card_rarity"
"http://www.fowtcg.com/card/4422","Rapid Growth","http://d12h0em1d7ppg.cloudfront.net/items/44/4422/image_en/3aca2da4-70fd-4708-a10c-812e8465ad0c.jpg","SDAO2-014","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","","Chant","","matataku","Alice Origin 2nd Start Deck","Card Text
[Quickcast][Remnant]
Target J/resonator gains [+400/+400] until end of turn.","The miracle that the world achieved.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4423","Sprinting Wolf","http://d12h0em1d7ppg.cloudfront.net/items/44/4423/image_en/c41f4bf8-c47c-4d41-b5b7-c24ec789590d.jpg","SDAO2-015","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","600 / 500","Resonator","Beast","Yuji Azuma","Alice Origin 2nd Start Deck","Card Text
[Precision] (This card can attack recovered J/resonators.)","""How rude! I hate the savages!"" -Valentina, the Princess of Love","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4423","Sprinting Wolf","http://d12h0em1d7ppg.cloudfront.net/items/44/4423/image_en/c41f4bf8-c47c-4d41-b5b7-c24ec789590d.jpg","SDAO2-015","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","600 / 500","Resonator","Beast","Yuji Azuma","Alice Origin 2nd Start Deck","Card Text
[Precision] (This card can attack recovered J/resonators.)","""How rude! I hate the savages!"" -Valentina, the Princess of Love","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4424","Yggnitsvay, the Guardian of Green Branch (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/44/4424/image_en/ec8d4f02-30ef-484b-97c4-e05c2617b21d.jpg","SDAO2-016","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","700 / 800","Resonator (Stranger)","Spirit","hakurou","Alice Origin 2nd Start Deck","Card Text
[Quickcast]
Automatic
[Enter] ⇒ Recover target J/resonator.","""However, somebody not of this world already sensed the power of my regalia, and is searching for them, he might even find my city, Vell-Savaria."" —Note of Magna 13","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4424","Yggnitsvay, the Guardian of Green Branch (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/44/4424/image_en/ec8d4f02-30ef-484b-97c4-e05c2617b21d.jpg","SDAO2-016","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","700 / 800","Resonator (Stranger)","Spirit","hakurou","Alice Origin 2nd Start Deck","Card Text
[Quickcast]
Automatic
[Enter] ⇒ Recover target J/resonator.","""However, somebody not of this world already sensed the power of my regalia, and is searching for them, he might even find my city, Vell-Savaria."" —Note of Magna 13","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4425","Loki, the Ancient Demon Lord (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/44/4425/image_en/ba0825b6-0378-48a4-91e9-8ed7f5c5f469.jpg","SDAO2-017","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","1200 / 1200","Resonator (Stranger)","God","ishishou","Alice Origin 2nd Start Deck","Card Text
[Flying]
Continuous
You may pay [1] less to play this card for each resonator in the field.
Automatic
[Enter] ⇒ Remove all other resonators from the game.","""Because the fate of this world should be in the hands of the people of this world, not mine."" —Note of Magna 18","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4425","Loki, the Ancient Demon Lord (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/44/4425/image_en/ba0825b6-0378-48a4-91e9-8ed7f5c5f469.jpg","SDAO2-017","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","1200 / 1200","Resonator (Stranger)","God","ishishou","Alice Origin 2nd Start Deck","Card Text
[Flying]
Continuous
You may pay [1] less to play this card for each resonator in the field.
Automatic
[Enter] ⇒ Remove all other resonators from the game.","""Because the fate of this world should be in the hands of the people of this world, not mine."" —Note of Magna 18","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4425","Loki, the Ancient Demon Lord (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/44/4425/image_en/ba0825b6-0378-48a4-91e9-8ed7f5c5f469.jpg","SDAO2-017","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","1200 / 1200","Resonator (Stranger)","God","ishishou","Alice Origin 2nd Start Deck","Card Text
[Flying]
Continuous
You may pay [1] less to play this card for each resonator in the field.
Automatic
[Enter] ⇒ Remove all other resonators from the game.","""Because the fate of this world should be in the hands of the people of this world, not mine."" —Note of Magna 18","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4425","Loki, the Ancient Demon Lord (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/44/4425/image_en/ba0825b6-0378-48a4-91e9-8ed7f5c5f469.jpg","SDAO2-017","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/07.png","1200 / 1200","Resonator (Stranger)","God","ishishou","Alice Origin 2nd Start Deck","Card Text
[Flying]
Continuous
You may pay [1] less to play this card for each resonator in the field.
Automatic
[Enter] ⇒ Remove all other resonators from the game.","""Because the fate of this world should be in the hands of the people of this world, not mine."" —Note of Magna 18","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4426","Awakening of the Beast Queen","http://d12h0em1d7ppg.cloudfront.net/items/44/4426/image_en/6305c6c3-244a-4ce3-81f6-3e88eb8cee1a.jpg","SDAO2-018","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Chant","Sword Art","uekino aroe","Alice Origin 2nd Start Deck","Card Text
[Quickcast]
Choose one - J/resonators you control gain [+600/+600] until end of turn; or put two friendship counters on your J/ruler. Then recover up to two magic stones; or put two [600/600] wind Beast resonator tokens into the field.","Pricia stood up to protect her home and playground, not knowing that her actions would change the fate of the world.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4426","Awakening of the Beast Queen","http://d12h0em1d7ppg.cloudfront.net/items/44/4426/image_en/6305c6c3-244a-4ce3-81f6-3e88eb8cee1a.jpg","SDAO2-018","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","","Chant","Sword Art","uekino aroe","Alice Origin 2nd Start Deck","Card Text
[Quickcast]
Choose one - J/resonators you control gain [+600/+600] until end of turn; or put two friendship counters on your J/ruler. Then recover up to two magic stones; or put two [600/600] wind Beast resonator tokens into the field.","Pricia stood up to protect her home and playground, not knowing that her actions would change the fate of the world.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4426","Awakening of the Beast Queen","http://d12h0em1d7ppg.cloudfront.net/items/44/4426/image_en/6305c6c3-244a-4ce3-81f6-3e88eb8cee1a.jpg","SDAO2-018","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","","Chant","Sword Art","uekino aroe","Alice Origin 2nd Start Deck","Card Text
[Quickcast]
Choose one - J/resonators you control gain [+600/+600] until end of turn; or put two friendship counters on your J/ruler. Then recover up to two magic stones; or put two [600/600] wind Beast resonator tokens into the field.","Pricia stood up to protect her home and playground, not knowing that her actions would change the fate of the world.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4427","Claw of the Sacred Beast","http://d12h0em1d7ppg.cloudfront.net/items/44/4427/image_en/26e95914-6f58-49a9-a068-054db912d549.jpg","SDAO2-019","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","","Regalia","","fzwrAym","Alice Origin 2nd Start Deck","Card Text
[Mythic]
Continuous
Beast and Four Sacred Beasts resonators you control gain [+100/+100] for each friendship counter on your J/ruler.
Activate
[Rest]: Produce two wills in any combination of [R] and/or [G]. Spend this will only to play God's Art abilities, (Strangers), or Sword Arts.","The bond of friendship becomes power and overcomes all obstacles.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4427","Claw of the Sacred Beast","http://d12h0em1d7ppg.cloudfront.net/items/44/4427/image_en/26e95914-6f58-49a9-a068-054db912d549.jpg","SDAO2-019","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","","Regalia","","fzwrAym","Alice Origin 2nd Start Deck","Card Text
[Mythic]
Continuous
Beast and Four Sacred Beasts resonators you control gain [+100/+100] for each friendship counter on your J/ruler.
Activate
[Rest]: Produce two wills in any combination of [R] and/or [G]. Spend this will only to play God's Art abilities, (Strangers), or Sword Arts.","The bond of friendship becomes power and overcomes all obstacles.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4428","El Chif?n, the Pet Dragon of the Lord of the Seas","http://d12h0em1d7ppg.cloudfront.net/items/44/4428/image_en/dbfc6c41-4c3c-4942-95cb-1ed5ad400d00.jpg","SDAO2-020","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","1000 / 1000","Resonator","Dragon","Kotakan","Alice Origin 2nd Start Deck","Card Text
[Flying]
Continuous
You may pay [1] less to play this card for each chant in your graveyard.
Automatic
[Enter] ⇒ Destroy all resonators with total cost 1 or less your opponent controls.","It is still loyal to its lord, even when he is not himself anymore.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4428","El Chif?n, the Pet Dragon of the Lord of the Seas","http://d12h0em1d7ppg.cloudfront.net/items/44/4428/image_en/dbfc6c41-4c3c-4942-95cb-1ed5ad400d00.jpg","SDAO2-020","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","1000 / 1000","Resonator","Dragon","Kotakan","Alice Origin 2nd Start Deck","Card Text
[Flying]
Continuous
You may pay [1] less to play this card for each chant in your graveyard.
Automatic
[Enter] ⇒ Destroy all resonators with total cost 1 or less your opponent controls.","It is still loyal to its lord, even when he is not himself anymore.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4428","El Chif?n, the Pet Dragon of the Lord of the Seas","http://d12h0em1d7ppg.cloudfront.net/items/44/4428/image_en/dbfc6c41-4c3c-4942-95cb-1ed5ad400d00.jpg","SDAO2-020","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","1000 / 1000","Resonator","Dragon","Kotakan","Alice Origin 2nd Start Deck","Card Text
[Flying]
Continuous
You may pay [1] less to play this card for each chant in your graveyard.
Automatic
[Enter] ⇒ Destroy all resonators with total cost 1 or less your opponent controls.","It is still loyal to its lord, even when he is not himself anymore.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4428","El Chif?n, the Pet Dragon of the Lord of the Seas","http://d12h0em1d7ppg.cloudfront.net/items/44/4428/image_en/dbfc6c41-4c3c-4942-95cb-1ed5ad400d00.jpg","SDAO2-020","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","1000 / 1000","Resonator","Dragon","Kotakan","Alice Origin 2nd Start Deck","Card Text
[Flying]
Continuous
You may pay [1] less to play this card for each chant in your graveyard.
Automatic
[Enter] ⇒ Destroy all resonators with total cost 1 or less your opponent controls.","It is still loyal to its lord, even when he is not himself anymore.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4429","Eureka, the Puppet Lord of the Seas","http://d12h0em1d7ppg.cloudfront.net/items/44/4429/image_en/0caf584e-f27c-4cec-8c4f-32f3886c7811.jpg","SDAO2-021","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","900 / 900","Resonator","King","Nakaba Higurashi","Alice Origin 2nd Start Deck","Card Text
Continuous
If you control a J-ruler, this card in your hand gains [Quickcast] and you may pay [B] less to play this card.
Automatic
[Enter] ⇒ Rest target resonator or regalia your opponent controls. It doesn't recover during the recovery phase as long as this card is in the field.
Continuous
As long as you control ""El Chif?n, the Pet Dragon of the Lord of the Seas"", this card gains [Flying] and [Barrier].","Once bound, a soul will never be able to return.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4429","Eureka, the Puppet Lord of the Seas","http://d12h0em1d7ppg.cloudfront.net/items/44/4429/image_en/0caf584e-f27c-4cec-8c4f-32f3886c7811.jpg","SDAO2-021","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","900 / 900","Resonator","King","Nakaba Higurashi","Alice Origin 2nd Start Deck","Card Text
Continuous
If you control a J-ruler, this card in your hand gains [Quickcast] and you may pay [B] less to play this card.
Automatic
[Enter] ⇒ Rest target resonator or regalia your opponent controls. It doesn't recover during the recovery phase as long as this card is in the field.
Continuous
As long as you control ""El Chif?n, the Pet Dragon of the Lord of the Seas"", this card gains [Flying] and [Barrier].","Once bound, a soul will never be able to return.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4429","Eureka, the Puppet Lord of the Seas","http://d12h0em1d7ppg.cloudfront.net/items/44/4429/image_en/0caf584e-f27c-4cec-8c4f-32f3886c7811.jpg","SDAO2-021","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","900 / 900","Resonator","King","Nakaba Higurashi","Alice Origin 2nd Start Deck","Card Text
Continuous
If you control a J-ruler, this card in your hand gains [Quickcast] and you may pay [B] less to play this card.
Automatic
[Enter] ⇒ Rest target resonator or regalia your opponent controls. It doesn't recover during the recovery phase as long as this card is in the field.
Continuous
As long as you control ""El Chif?n, the Pet Dragon of the Lord of the Seas"", this card gains [Flying] and [Barrier].","Once bound, a soul will never be able to return.","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4430","Freya, the Goddess of Full Moon (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/44/4430/image_en/d55de3c3-70c0-4335-9848-e40d73df9ae8.jpg","SDAO2-022","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","700 / 700","Resonator (Stranger)","Goddess","Pisuke","Alice Origin 2nd Start Deck","Card Text
Automatic
[Enter] ⇒ Destroy target resonator with total cost 3 or less. You gain life equal to its DEF.","""However, if somebody from outside this world would try to take control of my regalia, then I will have to fight him. Otherwise, the fate of other worlds would be at stake as well."" —Note of Magna 19","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4430","Freya, the Goddess of Full Moon (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/44/4430/image_en/d55de3c3-70c0-4335-9848-e40d73df9ae8.jpg","SDAO2-022","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","700 / 700","Resonator (Stranger)","Goddess","Pisuke","Alice Origin 2nd Start Deck","Card Text
Automatic
[Enter] ⇒ Destroy target resonator with total cost 3 or less. You gain life equal to its DEF.","""However, if somebody from outside this world would try to take control of my regalia, then I will have to fight him. Otherwise, the fate of other worlds would be at stake as well."" —Note of Magna 19","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4431","Guardian of Outland (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/44/4431/image_en/27763dc4-7f0c-4a82-a696-928fc4c078aa.jpg","SDAO2-023","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","0 / 2000","Resonator (Stranger)","Treeman","KONNO Takashi","Alice Origin 2nd Start Deck","Card Text
Automatic
[Enter] ⇒ Put the top card of your magic stone deck into the field rested.
Automatic
At the beginning of your turn ⇒ This card's ATK becomes equal to its DEF until end of turn.","""I met five travelers on the roads of this world, seeking the power of the regalia together, but each with their own secret agenda."" —Note of Magna 14","Alice Origin 2nd Start Deck",""
"http://www.fowtcg.com/card/4431","Guardian of Outland (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/44/4431/image_en/27763dc4-7f0c-4a82-a696-928fc4c078aa.jpg","SDAO2-023","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","0 / 2000","Resonator (Stranger)","Treeman","KONNO Takashi","Alice Origin 2nd Start Deck","Card Text
Automatic
[Enter] ⇒ Put the top card of your magic stone deck into the field rested.
Automatic
At the beginning of your turn ⇒ This card's ATK becomes equal to its DEF until end of turn.","""I met five travelers on the roads of this world, seeking the power of the regalia together, but each with their own secret agenda."" —Note of Magna 14","Alice Origin 2nd Start Deck",""
