"card_url","card_name","card_image","card_number","card_rarity","card_cost_attribute","card_att_def","card_type","card_race","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets"
"http://www.fowtcg.com/card/4303","Foresee","http://d12h0em1d7ppg.cloudfront.net/items/43/4303/image_en/c4994373-304f-4ba5-8f28-209fba92e539.jpg","AO2-009","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","","Chant","","hatarisu","Alice Origin 2nd Booster Pack","Card Text
Draw two cards.","""I see a shadow approaching above this world: it's the sign of the impending battle. The fate of the world lies both in the hands of the warriors of the light and those of the shadow."" -The Prediction of a Fortune-Teller","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4370","Gear Golem, the Magical Soldier (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/43/4370/image_en/418a4070-38d9-4943-899b-a14940c5035d.jpg","AO2-010","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","4000 / 4000","Resonator (Stranger)","Machine","YAZUKI YU","Alice Origin 2nd Booster Pack","Card Text
Automatic
As long as you control twenty or more Machines, this card gains [Pierce] and [Barrier].","""Hmm, interesting. How does it work?"" —Machina","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4370","Gear Golem, the Magical Soldier (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/43/4370/image_en/418a4070-38d9-4943-899b-a14940c5035d.jpg","AO2-010","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","4000 / 4000","Resonator (Stranger)","Machine","YAZUKI YU","Alice Origin 2nd Booster Pack","Card Text
Automatic
As long as you control twenty or more Machines, this card gains [Pierce] and [Barrier].","""Hmm, interesting. How does it work?"" —Machina","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4370","Gear Golem, the Magical Soldier (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/43/4370/image_en/418a4070-38d9-4943-899b-a14940c5035d.jpg","AO2-010","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","4000 / 4000","Resonator (Stranger)","Machine","YAZUKI YU","Alice Origin 2nd Booster Pack","Card Text
Automatic
As long as you control twenty or more Machines, this card gains [Pierce] and [Barrier].","""Hmm, interesting. How does it work?"" —Machina","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4370","Gear Golem, the Magical Soldier (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/43/4370/image_en/418a4070-38d9-4943-899b-a14940c5035d.jpg","AO2-010","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","4000 / 4000","Resonator (Stranger)","Machine","YAZUKI YU","Alice Origin 2nd Booster Pack","Card Text
Automatic
As long as you control twenty or more Machines, this card gains [Pierce] and [Barrier].","""Hmm, interesting. How does it work?"" —Machina","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4370","Gear Golem, the Magical Soldier (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/43/4370/image_en/418a4070-38d9-4943-899b-a14940c5035d.jpg","AO2-010","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","4000 / 4000","Resonator (Stranger)","Machine","YAZUKI YU","Alice Origin 2nd Booster Pack","Card Text
Automatic
As long as you control twenty or more Machines, this card gains [Pierce] and [Barrier].","""Hmm, interesting. How does it work?"" —Machina","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4371","Leginus, the City of Science","http://d12h0em1d7ppg.cloudfront.net/items/43/4371/image_en/82ac4fb2-3af0-44a3-bf8f-5fc8c934fc65.jpg","AO2-011","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","","Addition","Machine","mita kura","Alice Origin 2nd Booster Pack","Card Text
Automatic
[Enter] ⇒ Draw a card.
Automatic
Whenever you do judgment of a ruler ⇒ Remove this card from the game. You may reveal a ""Leginus, the Mechanical City"" from outside the game and put it into the field.
Continuous
As long as this card is in your removed area, you may pay [0] to play activate abilities of cards named ""Leginus, the Mechanical City"" you control.","Utopia for those who seek knowledge.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4372","Linked Battle Robot","http://d12h0em1d7ppg.cloudfront.net/items/43/4372/image_en/6c97681d-9f98-4271-933a-7c7b17266e33.jpg","AO2-012","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","800 / 800","Resonator","Machine","Shosuke","Alice Origin 2nd Booster Pack","Card Text
Continuous
As long as you control three or more Machines, Machine J/resonators you control gain [+200/+200].
Continuous
As long as you control five or more Machines, this card gains [Flying].
Continuous
As long as you control seven or more Machines, other Machine J/resonators you control gain the keyword abilities of this card.","Battle skills and intel are shared by rapid transmission technology.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4372","Linked Battle Robot","http://d12h0em1d7ppg.cloudfront.net/items/43/4372/image_en/6c97681d-9f98-4271-933a-7c7b17266e33.jpg","AO2-012","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","800 / 800","Resonator","Machine","Shosuke","Alice Origin 2nd Booster Pack","Card Text
Continuous
As long as you control three or more Machines, Machine J/resonators you control gain [+200/+200].
Continuous
As long as you control five or more Machines, this card gains [Flying].
Continuous
As long as you control seven or more Machines, other Machine J/resonators you control gain the keyword abilities of this card.","Battle skills and intel are shared by rapid transmission technology.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4372","Linked Battle Robot","http://d12h0em1d7ppg.cloudfront.net/items/43/4372/image_en/6c97681d-9f98-4271-933a-7c7b17266e33.jpg","AO2-012","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","800 / 800","Resonator","Machine","Shosuke","Alice Origin 2nd Booster Pack","Card Text
Continuous
As long as you control three or more Machines, Machine J/resonators you control gain [+200/+200].
Continuous
As long as you control five or more Machines, this card gains [Flying].
Continuous
As long as you control seven or more Machines, other Machine J/resonators you control gain the keyword abilities of this card.","Battle skills and intel are shared by rapid transmission technology.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4307","Medusa, the Dead Eye of Petrification","http://d12h0em1d7ppg.cloudfront.net/items/43/4307/image_en/5348e4ce-0580-447f-93fc-156c1d9e2dcf.jpg","AO2-013","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","600 / 600","Resonator","Gorgon","ishishou","Alice Origin 2nd Booster Pack","Card Text
Automatic
Whenever this card blocks or is blocked by a resonator ⇒ Put that resonator on the bottom of its owner's deck.
Activate
[U]: Gorgons you control gain [+200/+200] until end of turn. Play this ability only once per turn.","Once you lock your eyes with it, regardless of your bond with reality, you'll be deprived of your connection with the world.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4307","Medusa, the Dead Eye of Petrification","http://d12h0em1d7ppg.cloudfront.net/items/43/4307/image_en/5348e4ce-0580-447f-93fc-156c1d9e2dcf.jpg","AO2-013","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","600 / 600","Resonator","Gorgon","ishishou","Alice Origin 2nd Booster Pack","Card Text
Automatic
Whenever this card blocks or is blocked by a resonator ⇒ Put that resonator on the bottom of its owner's deck.
Activate
[U]: Gorgons you control gain [+200/+200] until end of turn. Play this ability only once per turn.","Once you lock your eyes with it, regardless of your bond with reality, you'll be deprived of your connection with the world.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4373","Mirage Golem (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/43/4373/image_en/daa896a3-fe5b-43fd-a5ec-978e15f2c607.jpg","AO2-014","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","700 / 700","Resonator (Stranger)","Machine","NEJITA","Alice Origin 2nd Booster Pack","Card Text
[Quickcast]
Automatic
Whenever this card blocks ⇒ Recover it and it gains [0/+1000] until end of turn. This ability triggers only once per turn.
Activate
[B]: This card gains [Flying] until end of turn.
Activate
[G]: This card gains [Barrier] until end of turn.","By analyzing this machine from another world, Machina discovered many new technologies.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4309","Shangri-La, the Paradise on the Ocean","http://d12h0em1d7ppg.cloudfront.net/items/43/4309/image_en/3efed3a9-a046-4f68-ac85-0f620af94d8a.jpg","AO2-015","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","","Addition: Field","","Fushikaden K.K.","Alice Origin 2nd Booster Pack","Card Text
Automatic
When this card enters your field ⇒ Draw a card.
Continuous
Water resonators you control gain [+100/+100].
Continuous
As long as you have five or more cards in your hand, water resonators you control gain [+100/+100].","""Welcome to my paradise."" -Valentina, the Princess of Love","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4309","Shangri-La, the Paradise on the Ocean","http://d12h0em1d7ppg.cloudfront.net/items/43/4309/image_en/3efed3a9-a046-4f68-ac85-0f620af94d8a.jpg","AO2-015","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","","Addition: Field","","Fushikaden K.K.","Alice Origin 2nd Booster Pack","Card Text
Automatic
When this card enters your field ⇒ Draw a card.
Continuous
Water resonators you control gain [+100/+100].
Continuous
As long as you have five or more cards in your hand, water resonators you control gain [+100/+100].","""Welcome to my paradise."" -Valentina, the Princess of Love","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4374","Shion, the Sorrowful Songstress","http://d12h0em1d7ppg.cloudfront.net/items/43/4374/image_en/47cca68f-a1af-442e-89db-a788e95533cc.jpg","AO2-016","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","400 / 400","Resonator","Human","j-peg","Alice Origin 2nd Booster Pack","Card Text
Activate
[Rest]: Produce [B] or [D]. Spend this will only to play Mage Arts.
Automatic
Whenever you play a water or darkness Mage Art ⇒ Target resonator gains [-200/0] until end of turn.","The melody played by Shion invokes feelings of a sorrowful search.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4311","Stheno, the Evil Eye of Temptation","http://d12h0em1d7ppg.cloudfront.net/items/43/4311/image_en/1235b2bb-f782-4943-bb22-60c851f2c27e.jpg","AO2-017","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","500 / 600","Resonator","Gorgon","yuhki lily","Alice Origin 2nd Booster Pack","Card Text
Automatic
When this card enters your field ⇒ Target resonator loses all abilities as long as this card is in a field.
Activate
[U]: Target Gorgon gains [0/+200] until end of turn. Play this ability only once per turn.","Once you lock your eyes with it, regardless of your will, you'll be deprived of your freedom to love.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4311","Stheno, the Evil Eye of Temptation","http://d12h0em1d7ppg.cloudfront.net/items/43/4311/image_en/1235b2bb-f782-4943-bb22-60c851f2c27e.jpg","AO2-017","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","500 / 600","Resonator","Gorgon","yuhki lily","Alice Origin 2nd Booster Pack","Card Text
Automatic
When this card enters your field ⇒ Target resonator loses all abilities as long as this card is in a field.
Activate
[U]: Target Gorgon gains [0/+200] until end of turn. Play this ability only once per turn.","Once you lock your eyes with it, regardless of your will, you'll be deprived of your freedom to love.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4375","Suppression Order","http://d12h0em1d7ppg.cloudfront.net/items/43/4375/image_en/982e5fbb-9e1a-465b-9600-8fec18a8eb52.jpg","AO2-018","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","","Chant","Sword Art","Kusanagi Tyouen","Alice Origin 2nd Booster Pack","Card Text
[Quickcast]
As an additional cost to play this card, reveal a Machine resonator from your hand.
This card deals damage equal to revealed resonator's ATK to target J/resonator. If this card was awakened, choose a card from your Stranger deck at random and put it into your hand.
[Awakening][G]","Machina's orders have to be followed to the letter.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4404","The Betrayer Returns","http://d12h0em1d7ppg.cloudfront.net/items/44/4404/image_en/fad121d9-e21e-40bd-821d-68a8ebf50163.jpg","AO2-019","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","","Chant","Mage Art","jitari","Alice Origin 2nd Booster Pack","Card Text
[Quickcast][Remnant]
Target J/resonator gains [-800/0] until end of turn.","Vala disappeared after achieving her goal and returned to Shangri-La as Valentina.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4405","Twin Robots","http://d12h0em1d7ppg.cloudfront.net/items/44/4405/image_en/94b748fa-9249-4cd9-843b-093f7b9cf65a.jpg","AO2-020","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","200 / 200","Resonator","Machine","ComamitsuZaki","Alice Origin 2nd Booster Pack","Card Text
Automatic
[Enter] ⇒ Put a [200/200] water Machine resonator token into the field.","Who is the original, who is the copy? None of them know.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4406","Ultimate Shield","http://d12h0em1d7ppg.cloudfront.net/items/44/4406/image_en/42796942-6699-460b-8815-060094d46364.jpg","AO2-021","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","","Addition","Machine","IWAO","Alice Origin 2nd Booster Pack","Card Text
Continuous
Cards named ""Marybell Type Zero"" you control gain [Barrier].
Activate
[Rest]: Target J/resonator you control gains [0/+400] until end of turn.
Activate
[Rest]: Prevent all damage that would be dealt to target Machine resonator until end of turn. Play this ability only if you control ""Marybell Type Zero"".","The strongest shield of Leginus.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4407","Underwater Robot","http://d12h0em1d7ppg.cloudfront.net/items/44/4407/image_en/ba02f455-9dbe-44d2-9250-5ee87d17a950.jpg","AO2-022","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","700 / 700","Resonator","Machine","muranako","Alice Origin 2nd Booster Pack","Card Text
Activate
Rest two recovered Machines you control: Rest target J/resonator.
Continuous
As long as you control five or more Machines, this card gains [Barrier].","For advanced machines, water is no enemy.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4407","Underwater Robot","http://d12h0em1d7ppg.cloudfront.net/items/44/4407/image_en/ba02f455-9dbe-44d2-9250-5ee87d17a950.jpg","AO2-022","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","700 / 700","Resonator","Machine","muranako","Alice Origin 2nd Booster Pack","Card Text
Activate
Rest two recovered Machines you control: Rest target J/resonator.
Continuous
As long as you control five or more Machines, this card gains [Barrier].","For advanced machines, water is no enemy.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4317","Xuan Wu, the Sacred Beast","http://d12h0em1d7ppg.cloudfront.net/items/43/4317/image_en/2cee4ee1-f141-451b-8cbd-329435b5d06a.jpg","AO2-023","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","500 / 700","Resonator","Four Sacred Beasts","Mad","Alice Origin 2nd Booster Pack","Card Text
Automatic
When this card enters your field ⇒ Return target resonator to its owner's hand if its total cost is less than or equal to the number of Four Sacred Beasts you control.
Automatic
Whenever this card blocks ⇒ Prevent the next damage it would be dealt until end of turn.","That is the symbol of immobility.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4317","Xuan Wu, the Sacred Beast","http://d12h0em1d7ppg.cloudfront.net/items/43/4317/image_en/2cee4ee1-f141-451b-8cbd-329435b5d06a.jpg","AO2-023","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","500 / 700","Resonator","Four Sacred Beasts","Mad","Alice Origin 2nd Booster Pack","Card Text
Automatic
When this card enters your field ⇒ Return target resonator to its owner's hand if its total cost is less than or equal to the number of Four Sacred Beasts you control.
Automatic
Whenever this card blocks ⇒ Prevent the next damage it would be dealt until end of turn.","That is the symbol of immobility.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4376","Athenia, the Wind Master (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/43/4376/image_en/8b470682-fc7c-4437-8bc8-70fa9ba65b80.jpg","AO2-024","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","600 / 600","Resonator (Stranger)","Human","MOGUMO","Alice Origin 2nd Booster Pack","Card Text
Automatic
[Enter] ⇒ Put up to two target cards in any removed area into their owner's graveyard.
Automatic
When this card is put into a graveyard from the field ⇒ You may pay [G]. If you do, choose a card from your Stranger deck at random and put it into your hand.
Activate
Banish this card: Target (Stranger) or regalia gains [Barrier] until end of turn.","The time of abundant harvest will not end when the wind stops.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4377","Don't Cheat!","http://d12h0em1d7ppg.cloudfront.net/items/43/4377/image_en/805a1520-d677-4314-aad9-966411ed5a49.jpg","AO2-025","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","","Chant","Sword Art","BANAMONS*","Alice Origin 2nd Booster Pack","Card Text
[Quickcast]
You may play this card without paying its cost if it targets a spell that was not played from a hand.
Cancel target chant spell. If you control a wind regalia, draw a card.","""No, never!"" —Pricia","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4377","Don't Cheat!","http://d12h0em1d7ppg.cloudfront.net/items/43/4377/image_en/805a1520-d677-4314-aad9-966411ed5a49.jpg","AO2-025","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","","Chant","Sword Art","BANAMONS*","Alice Origin 2nd Booster Pack","Card Text
[Quickcast]
You may play this card without paying its cost if it targets a spell that was not played from a hand.
Cancel target chant spell. If you control a wind regalia, draw a card.","""No, never!"" —Pricia","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4377","Don't Cheat!","http://d12h0em1d7ppg.cloudfront.net/items/43/4377/image_en/805a1520-d677-4314-aad9-966411ed5a49.jpg","AO2-025","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","","Chant","Sword Art","BANAMONS*","Alice Origin 2nd Booster Pack","Card Text
[Quickcast]
You may play this card without paying its cost if it targets a spell that was not played from a hand.
Cancel target chant spell. If you control a wind regalia, draw a card.","""No, never!"" —Pricia","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4320","Pricia's Call to Action","http://d12h0em1d7ppg.cloudfront.net/items/43/4320/image_en/934a20ef-508a-4544-8038-b285613331e8.jpg","AO2-026","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","","Chant","","yuko","Alice Origin 2nd Booster Pack","Card Text
You may pay [G] less to play this card if it targets a Beast.
Target resonator gains [Swiftness] and [Precision] until end of turn. Draw a card.","By mimicking the movements of beasts, Pricia was able to move even quicker.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4321","Qing Long, the Sacred Beast","http://d12h0em1d7ppg.cloudfront.net/items/43/4321/image_en/e19bd2c4-8d43-42f7-a67c-4eed9910a859.jpg","AO2-027","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","800 / 800","Resonator","Four Sacred Beasts","Kelvin","Alice Origin 2nd Booster Pack","Card Text
Automatic
When this card enters your field ⇒ If you control another Four Sacred Beasts, draw a card.
Activate
[1]: Other Four Sacred Beasts resonators you control gain [+200/+200] until end of turn. Play this ability only once per turn.","That is the symbol of rampage.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4321","Qing Long, the Sacred Beast","http://d12h0em1d7ppg.cloudfront.net/items/43/4321/image_en/e19bd2c4-8d43-42f7-a67c-4eed9910a859.jpg","AO2-027","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","800 / 800","Resonator","Four Sacred Beasts","Kelvin","Alice Origin 2nd Booster Pack","Card Text
Automatic
When this card enters your field ⇒ If you control another Four Sacred Beasts, draw a card.
Activate
[1]: Other Four Sacred Beasts resonators you control gain [+200/+200] until end of turn. Play this ability only once per turn.","That is the symbol of rampage.","Alice Origin 2nd Booster Pack"
"http://www.fowtcg.com/card/4321","Qing Long, the Sacred Beast","http://d12h0em1d7ppg.cloudfront.net/items/43/4321/image_en/e19bd2c4-8d43-42f7-a67c-4eed9910a859.jpg","AO2-027","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","800 / 800","Resonator","Four Sacred Beasts","Kelvin","Alice Origin 2nd Booster Pack","Card Text
Automatic
When this card enters your field ⇒ If you control another Four Sacred Beasts, draw a card.
Activate
[1]: Other Four Sacred Beasts resonators you control gain [+200/+200] until end of turn. Play this ability only once per turn.","That is the symbol of rampage.","Alice Origin 2nd Booster Pack"
