"card_url","card_name","card_image","card_number","card_rarity","card_type","card_race","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets","card_cost_attribute","card_att_def"
"http://www.fowtcg.com/card/4720","Return of the Soul","http://d12h0em1d7ppg.cloudfront.net/items/47/4720/image_en/e42ffc37-8d60-493f-8022-25385ab54862.jpg","PofA-005","R","Chant","Sword Art, Mage Art","uekino aroe","Alice Origin 4th Booster Pack","Card Text
Destroy all non-(Stranger) resonators.","""Good luck, Lord Magna ..."" ーLenneth","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png",""
"http://www.fowtcg.com/card/4720","Return of the Soul","http://d12h0em1d7ppg.cloudfront.net/items/47/4720/image_en/e42ffc37-8d60-493f-8022-25385ab54862.jpg","PofA-005","R","Chant","Sword Art, Mage Art","uekino aroe","Alice Origin 4th Booster Pack","Card Text
Destroy all non-(Stranger) resonators.","""Good luck, Lord Magna ..."" ーLenneth","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png",""
"http://www.fowtcg.com/card/4720","Return of the Soul","http://d12h0em1d7ppg.cloudfront.net/items/47/4720/image_en/e42ffc37-8d60-493f-8022-25385ab54862.jpg","PofA-005","R","Chant","Sword Art, Mage Art","uekino aroe","Alice Origin 4th Booster Pack","Card Text
Destroy all non-(Stranger) resonators.","""Good luck, Lord Magna ..."" ーLenneth","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png",""
"http://www.fowtcg.com/card/4721","Richesse, the Swordsman (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/47/4721/image_en/ae9b267a-31f8-41ef-8556-05de24728870.jpg","PofA-006","N","Resonator (Stranger)","Swordsman","nisizawagomiri","Alice Origin 4th Booster Pack","Card Text
[Quickcast]
Automatic
[Enter] >>> Rest target resonator. It doesn't recover during the recovery phase as long as this card is in the field.","""Of course, if I win, this will not happen. But I have a bad feeling about it ... and my intuition never goes wrong."" ーNote of Magna 39","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","700 / 1100"
"http://www.fowtcg.com/card/4721","Richesse, the Swordsman (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/47/4721/image_en/ae9b267a-31f8-41ef-8556-05de24728870.jpg","PofA-006","N","Resonator (Stranger)","Swordsman","nisizawagomiri","Alice Origin 4th Booster Pack","Card Text
[Quickcast]
Automatic
[Enter] >>> Rest target resonator. It doesn't recover during the recovery phase as long as this card is in the field.","""Of course, if I win, this will not happen. But I have a bad feeling about it ... and my intuition never goes wrong."" ーNote of Magna 39","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","700 / 1100"
"http://www.fowtcg.com/card/4722","Schr?dinger's Cry","http://d12h0em1d7ppg.cloudfront.net/items/47/4722/image_en/7de34428-176f-4ea8-9b71-81e571f8fb14.jpg","PofA-007","N","Chant","Mage Art","Misa Tsutsui","Alice Origin 4th Booster Pack","Card Text
[Quickcast]
Remove target rested resonator from the game. If this card was awakened, draw a card.
[Awakening] Banish a light crystal.","""Behave yourself."" ーDark Alice","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png",""
"http://www.fowtcg.com/card/4723","Summoning Art of Magna","http://d12h0em1d7ppg.cloudfront.net/items/47/4723/image_en/9494a085-5cde-4abb-b189-835d2c1a7b4f.jpg","PofA-008","R","Chant","Mage Art","Kamijo Roro","Alice Origin 4th Booster Pack","Card Text
[Quickcast]
Look at the top four cards of your deck. You may reveal a (Stranger) resonator from among them and put it into your hand. Then put the rest on the bottom of your deck in any order.","Strangers are the remnants of Valhalla; they resonate in Magna's memories. He can manipulate them as he likes and use them as his power.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png",""
"http://www.fowtcg.com/card/4724","The Road to the Sacred Queen","http://d12h0em1d7ppg.cloudfront.net/items/47/4724/image_en/c8387afa-23a1-440d-9830-40df46f5a5bb.jpg","PofA-009","N","Addition","","Nekobayashi","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> If your ruler is ""Faria"", choose a card from your Stranger deck at random and put it into your hand.
Continuous
Resonators entering the field under your opponent's control enter the field rested.","This is the road Faria travels to protect her country.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png",""
"http://www.fowtcg.com/card/4725","The Road to the Winged Lord","http://d12h0em1d7ppg.cloudfront.net/items/47/4725/image_en/3cb260cf-9eef-462e-a0d0-d961b6949fa2.jpg","PofA-010","N","Addition","","KONNO Takashi","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> If your ruler is ""Arla"", choose two cards from your Stranger deck at random and remove them from the game.
Continuous
Angels you control gain [Barrier] (Resonator).","This is the road Arla travels for peace, and for his friends.","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png",""
"http://www.fowtcg.com/card/4726","Three of a Kind","http://d12h0em1d7ppg.cloudfront.net/items/47/4726/image_en/0365c7b0-1108-4791-824c-806929facd9a.jpg","PofA-011","R","Chant","Mage Art","KAZTO FURUYA","Alice Origin 4th Booster Pack","Card Text
[Quickcast]
Gain a light crystal. Draw a card. If this card was awakened, draw three cards instead.
[Awakening] Reveal three cards that share a name from your hand, or banish three light crystals.","""Well, this time … Huh, not a bad hand."" ーDark Alice","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png",""
"http://www.fowtcg.com/card/4727","Tsukuyomi Noble","http://d12h0em1d7ppg.cloudfront.net/items/47/4727/image_en/bacd054d-07df-4189-ab36-9c145f1feea9.jpg","PofA-012","N","Resonator","Myth/Moon","SIE NANAHARA","Alice Origin 4th Booster Pack","Card Text
Continuous
Players cannot play activate abilities of resonators they control unless they control a Moon.
[Awakening][M]: When this card enters your field ⇒ Destroy target non-Moon addition. If you do, put two [+100/+100] counters on this card.","""What? You guys didn't have a moon?!"" -Kaguya, the Moonlit Savior","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","500 / 700"
"http://www.fowtcg.com/card/4727","Tsukuyomi Noble","http://d12h0em1d7ppg.cloudfront.net/items/47/4727/image_en/bacd054d-07df-4189-ab36-9c145f1feea9.jpg","PofA-012","N","Resonator","Myth/Moon","SIE NANAHARA","Alice Origin 4th Booster Pack","Card Text
Continuous
Players cannot play activate abilities of resonators they control unless they control a Moon.
[Awakening][M]: When this card enters your field ⇒ Destroy target non-Moon addition. If you do, put two [+100/+100] counters on this card.","""What? You guys didn't have a moon?!"" -Kaguya, the Moonlit Savior","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","500 / 700"
"http://www.fowtcg.com/card/4728","Valkyrie, the Weaver of Destiny (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/47/4728/image_en/4aa24b34-e6cd-401b-bd03-2e730cac28c2.jpg","PofA-013","N","Resonator (Stranger)","Valkyrie","Azusa","Alice Origin 4th Booster Pack","Card Text
[Flying]
Automatic
[Enter] >>> Remove two target non-J-ruler, non-magic stone entities your opponent controls from the game.
Automatic
When this card leaves the field >>> Put all cards from all removed areas that were removed by this card into the field under their owners' control.","""Also, all regalia will lose the power of Valhalla, and everything related to it. They will become mere items of power, amplifying the traits of their respective owners."" ーNote of Magna 38","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","1000 / 1400"
"http://www.fowtcg.com/card/4728","Valkyrie, the Weaver of Destiny (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/47/4728/image_en/4aa24b34-e6cd-401b-bd03-2e730cac28c2.jpg","PofA-013","N","Resonator (Stranger)","Valkyrie","Azusa","Alice Origin 4th Booster Pack","Card Text
[Flying]
Automatic
[Enter] >>> Remove two target non-J-ruler, non-magic stone entities your opponent controls from the game.
Automatic
When this card leaves the field >>> Put all cards from all removed areas that were removed by this card into the field under their owners' control.","""Also, all regalia will lose the power of Valhalla, and everything related to it. They will become mere items of power, amplifying the traits of their respective owners."" ーNote of Magna 38","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","1000 / 1400"
"http://www.fowtcg.com/card/4728","Valkyrie, the Weaver of Destiny (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/47/4728/image_en/4aa24b34-e6cd-401b-bd03-2e730cac28c2.jpg","PofA-013","N","Resonator (Stranger)","Valkyrie","Azusa","Alice Origin 4th Booster Pack","Card Text
[Flying]
Automatic
[Enter] >>> Remove two target non-J-ruler, non-magic stone entities your opponent controls from the game.
Automatic
When this card leaves the field >>> Put all cards from all removed areas that were removed by this card into the field under their owners' control.","""Also, all regalia will lose the power of Valhalla, and everything related to it. They will become mere items of power, amplifying the traits of their respective owners."" ーNote of Magna 38","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","1000 / 1400"
"http://www.fowtcg.com/card/4729","White Wolf","http://d12h0em1d7ppg.cloudfront.net/items/47/4729/image_en/7eb3c25b-ad89-4aee-805c-0dd486ae8277.jpg","PofA-014","N","Resonator","Fairy Tale, Beast","SO","Alice Origin 4th Booster Pack","Card Text
[Drain]
Continuous
This card gains [+200/+200] for each light crystal you control.","""Oh, a visitor from that world. Well, I'm busy now, so I'll deal with it later."" ーGill Lapis","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","400 / 600"
"http://www.fowtcg.com/card/4730","Wizard of Vell-Savaria","http://d12h0em1d7ppg.cloudfront.net/items/47/4730/image_en/1a98c0e5-b2e0-456b-8d61-b297de4d4bb2.jpg","PofA-015","N","Resonator","Wizard","yuko","Alice Origin 4th Booster Pack","Card Text
[Quickcast]
Automatic
[Enter] >>> Another target resonator gains [Barrier] until end of turn.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","400 / 400"
"http://www.fowtcg.com/card/4731","Workshop Assistant Researcher","http://d12h0em1d7ppg.cloudfront.net/items/47/4731/image_en/c0047820-a7f9-47ab-a7c1-c0aaa4a3f02b.jpg","PofA-016","N","Resonator","Human","Nem","Alice Origin 4th Booster Pack","Card Text
[Barrier]","""Welcome. What we research here? That's classified.""","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","900 / 900"
"http://www.fowtcg.com/card/4731","Workshop Assistant Researcher","http://d12h0em1d7ppg.cloudfront.net/items/47/4731/image_en/c0047820-a7f9-47ab-a7c1-c0aaa4a3f02b.jpg","PofA-016","N","Resonator","Human","Nem","Alice Origin 4th Booster Pack","Card Text
[Barrier]","""Welcome. What we research here? That's classified.""","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","900 / 900"
"http://www.fowtcg.com/card/4731","Workshop Assistant Researcher","http://d12h0em1d7ppg.cloudfront.net/items/47/4731/image_en/c0047820-a7f9-47ab-a7c1-c0aaa4a3f02b.jpg","PofA-016","N","Resonator","Human","Nem","Alice Origin 4th Booster Pack","Card Text
[Barrier]","""Welcome. What we research here? That's classified.""","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","900 / 900"
"http://www.fowtcg.com/card/4732","Yggdrasil's Grace","http://d12h0em1d7ppg.cloudfront.net/items/47/4732/image_en/f550aecf-9072-4694-a0a1-1d173be7f169.jpg","PofA-017","R","Chant","","ShiroYayoi","Alice Origin 4th Booster Pack","Card Text
[Quickcast]
Remove target resonator from the game. At the next end of turn >>> Put it into the field under its owner's control.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png",""
"http://www.fowtcg.com/card/4733","Agni, the Pyre War God (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/47/4733/image_en/9f50f1e3-0ed8-4252-9d9a-4ef602173328.jpg","PofA-018","N","Resonator (Stranger)","Deity","Foo Midori","Alice Origin 4th Booster Pack","Card Text
[Flying] [Pierce] [Precision]
Continuous
This card gains [+400/+400] for each other (Stranger) resonator you control.","""This way, my powers can't be fully taken from me."" ーNote of Magna 37","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","700 / 700"
"http://www.fowtcg.com/card/4734","Alisaris, Minion of Lapis","http://d12h0em1d7ppg.cloudfront.net/items/47/4734/image_en/9c3d617c-eaae-4ffc-ae91-10b2136bc83a.jpg","PofA-019","SR","Resonator","Minion","Tomomi TOMIDA","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> Name a counter. Remove a total of four counters with that name from any number of cards in all zones.
Automatic
[Limit Break]
[Quickcast]
You may pay [R] less to play this card.
When you remove counters by this card >>> Put a [+100/+100] counter on each J/resonator you control for each counter removed this way.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","600 / 600"
"http://www.fowtcg.com/card/4734","Alisaris, Minion of Lapis","http://d12h0em1d7ppg.cloudfront.net/items/47/4734/image_en/9c3d617c-eaae-4ffc-ae91-10b2136bc83a.jpg","PofA-019","SR","Resonator","Minion","Tomomi TOMIDA","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> Name a counter. Remove a total of four counters with that name from any number of cards in all zones.
Automatic
[Limit Break]
[Quickcast]
You may pay [R] less to play this card.
When you remove counters by this card >>> Put a [+100/+100] counter on each J/resonator you control for each counter removed this way.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","600 / 600"
"http://www.fowtcg.com/card/4735","Athena, Titan of Revenge","http://d12h0em1d7ppg.cloudfront.net/items/47/4735/image_en/687ecb6e-ead0-4c7e-b133-6e4476601a0a.jpg","PofA-020","N","Resonator","Twelve Apostles","lack","Alice Origin 4th Booster Pack","Card Text
[Swiftness] (This card can attack and you can play its [rest] abilities the same turn it enters a field.)
Continuous
Whenever damage is dealt to you ⇒ Put two [+100/+100] counters on this card.
Activate
[R]: This card deals 100 damage to each player.","""Come on, hit me with everything you've got."" -Conqueror of the Black Moon, Gill Lapis","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","700 / 700"
"http://www.fowtcg.com/card/4735","Athena, Titan of Revenge","http://d12h0em1d7ppg.cloudfront.net/items/47/4735/image_en/687ecb6e-ead0-4c7e-b133-6e4476601a0a.jpg","PofA-020","N","Resonator","Twelve Apostles","lack","Alice Origin 4th Booster Pack","Card Text
[Swiftness] (This card can attack and you can play its [rest] abilities the same turn it enters a field.)
Continuous
Whenever damage is dealt to you ⇒ Put two [+100/+100] counters on this card.
Activate
[R]: This card deals 100 damage to each player.","""Come on, hit me with everything you've got."" -Conqueror of the Black Moon, Gill Lapis","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","700 / 700"
"http://www.fowtcg.com/card/4735","Athena, Titan of Revenge","http://d12h0em1d7ppg.cloudfront.net/items/47/4735/image_en/687ecb6e-ead0-4c7e-b133-6e4476601a0a.jpg","PofA-020","N","Resonator","Twelve Apostles","lack","Alice Origin 4th Booster Pack","Card Text
[Swiftness] (This card can attack and you can play its [rest] abilities the same turn it enters a field.)
Continuous
Whenever damage is dealt to you ⇒ Put two [+100/+100] counters on this card.
Activate
[R]: This card deals 100 damage to each player.","""Come on, hit me with everything you've got."" -Conqueror of the Black Moon, Gill Lapis","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","700 / 700"
"http://www.fowtcg.com/card/4736","Blaze Tornado","http://d12h0em1d7ppg.cloudfront.net/items/47/4736/image_en/bb5a7d72-c21a-4a6d-b38f-087e2d294d66.jpg","PofA-021","N","Chant","Mage Art","Mad","Alice Origin 4th Booster Pack","Card Text
This card deals 1400 damage divided as you choose to any number of target J/resonators.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png",""
"http://www.fowtcg.com/card/4736","Blaze Tornado","http://d12h0em1d7ppg.cloudfront.net/items/47/4736/image_en/bb5a7d72-c21a-4a6d-b38f-087e2d294d66.jpg","PofA-021","N","Chant","Mage Art","Mad","Alice Origin 4th Booster Pack","Card Text
This card deals 1400 damage divided as you choose to any number of target J/resonators.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png",""
"http://www.fowtcg.com/card/4736","Blaze Tornado","http://d12h0em1d7ppg.cloudfront.net/items/47/4736/image_en/bb5a7d72-c21a-4a6d-b38f-087e2d294d66.jpg","PofA-021","N","Chant","Mage Art","Mad","Alice Origin 4th Booster Pack","Card Text
This card deals 1400 damage divided as you choose to any number of target J/resonators.","ー","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png",""
"http://www.fowtcg.com/card/4737","Hino Kagutsuchino Mikoto, the Flaming God of Fate (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/47/4737/image_en/77663b1b-1cd4-45e2-98c9-43bf6582825c.jpg","PofA-022","N","Resonator (Stranger)","Deity","lack","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> This card deals 1000 damage to your opponent and each J/resonator they control.","""At this rate, the protective barrier around Vell-Savaria will break soon."" ーNote of Magna 32","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","2000 / 2000"
"http://www.fowtcg.com/card/4737","Hino Kagutsuchino Mikoto, the Flaming God of Fate (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/47/4737/image_en/77663b1b-1cd4-45e2-98c9-43bf6582825c.jpg","PofA-022","N","Resonator (Stranger)","Deity","lack","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> This card deals 1000 damage to your opponent and each J/resonator they control.","""At this rate, the protective barrier around Vell-Savaria will break soon."" ーNote of Magna 32","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","2000 / 2000"
"http://www.fowtcg.com/card/4737","Hino Kagutsuchino Mikoto, the Flaming God of Fate (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/47/4737/image_en/77663b1b-1cd4-45e2-98c9-43bf6582825c.jpg","PofA-022","N","Resonator (Stranger)","Deity","lack","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> This card deals 1000 damage to your opponent and each J/resonator they control.","""At this rate, the protective barrier around Vell-Savaria will break soon."" ーNote of Magna 32","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","2000 / 2000"
"http://www.fowtcg.com/card/4737","Hino Kagutsuchino Mikoto, the Flaming God of Fate (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/47/4737/image_en/77663b1b-1cd4-45e2-98c9-43bf6582825c.jpg","PofA-022","N","Resonator (Stranger)","Deity","lack","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> This card deals 1000 damage to your opponent and each J/resonator they control.","""At this rate, the protective barrier around Vell-Savaria will break soon."" ーNote of Magna 32","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","2000 / 2000"
"http://www.fowtcg.com/card/4737","Hino Kagutsuchino Mikoto, the Flaming God of Fate (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/47/4737/image_en/77663b1b-1cd4-45e2-98c9-43bf6582825c.jpg","PofA-022","N","Resonator (Stranger)","Deity","lack","Alice Origin 4th Booster Pack","Card Text
Automatic
[Enter] >>> This card deals 1000 damage to your opponent and each J/resonator they control.","""At this rate, the protective barrier around Vell-Savaria will break soon."" ーNote of Magna 32","Alice Origin 4th Booster Pack","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","2000 / 2000"
