"card_url","card_name","card_image","card_number","card_cost_attribute","card_type","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets","card_att_def","card_race"
"http://www.fowtcg.com/card/4264","Guinevere, the Jealous Queen","http://d12h0em1d7ppg.cloudfront.net/items/42/4264/image_en/7420172e-6cbc-4686-8f04-1c3e8007b105.jpg","SDAO1-009","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Matsurika Yoko","Alice Origin 1st Start Deck","Activate
[R], [rest]: Target resonator you control gains [+400/+400] until end of turn. When it deals or is dealt damage this turn, banish it.","""Oh, seems I made another mistake...please bring me the next one.""","Alice Origin 1st Start Deck","200 / 400","Queen"
"http://www.fowtcg.com/card/4265","Hector de Maris, the Acolyte of Mad Demon","http://d12h0em1d7ppg.cloudfront.net/items/42/4265/image_en/719bf394-096e-4163-8b6c-56703320ffed.jpg","SDAO1-010","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","hatarisu","Alice Origin 1st Start Deck","Automatic
When this card enters your field ⇒ Target resonator gains [+400/0] until end of turn.","""This world? I don't care. I'll follow Lancelot anywhere, come what may.""","Alice Origin 1st Start Deck","400 / 400","Knight of the Round Table"
"http://www.fowtcg.com/card/4265","Hector de Maris, the Acolyte of Mad Demon","http://d12h0em1d7ppg.cloudfront.net/items/42/4265/image_en/719bf394-096e-4163-8b6c-56703320ffed.jpg","SDAO1-010","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","hatarisu","Alice Origin 1st Start Deck","Automatic
When this card enters your field ⇒ Target resonator gains [+400/0] until end of turn.","""This world? I don't care. I'll follow Lancelot anywhere, come what may.""","Alice Origin 1st Start Deck","400 / 400","Knight of the Round Table"
"http://www.fowtcg.com/card/4266","Lancelot, the Knight of Mad Demon","http://d12h0em1d7ppg.cloudfront.net/items/42/4266/image_en/c1e6cd45-29e4-454c-9e9f-ed7071cfa5fb.jpg","SDAO1-011","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Takumi Sugikawa","Alice Origin 1st Start Deck","Activate
[R]: This card gains [+100/0] until end of turn.","The nature of a summoned hero depends on the nature of the summoner. The power of the demon sword changed him into a cruel knight.","Alice Origin 1st Start Deck","600 / 600","Knight of the Round Table"
"http://www.fowtcg.com/card/4266","Lancelot, the Knight of Mad Demon","http://d12h0em1d7ppg.cloudfront.net/items/42/4266/image_en/c1e6cd45-29e4-454c-9e9f-ed7071cfa5fb.jpg","SDAO1-011","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Takumi Sugikawa","Alice Origin 1st Start Deck","Activate
[R]: This card gains [+100/0] until end of turn.","The nature of a summoned hero depends on the nature of the summoner. The power of the demon sword changed him into a cruel knight.","Alice Origin 1st Start Deck","600 / 600","Knight of the Round Table"
"http://www.fowtcg.com/card/4267","Perceval, the Fascinated by Holy Grail","http://d12h0em1d7ppg.cloudfront.net/items/42/4267/image_en/3fbdeaf5-bd34-4627-bee9-50ed8c9dda30.jpg","SDAO1-012","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Haruichi Kido","Alice Origin 1st Start Deck","Activate
Banish this card: This card deals 200 damage to target player or J/resonator.","The red Holy Grail responds to the ambition of Melgis.","Alice Origin 1st Start Deck","200 / 200","Knight of the Round Table"
"http://www.fowtcg.com/card/4268","Red Wizard (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/42/4268/image_en/bb5fffa6-8144-4e87-a6b7-f60e715ff293.jpg","SDAO1-013","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator (Stranger)","Yuu Fujiki","Alice Origin 1st Start Deck","Automatic
[Enter] ⇒ This card deals 600 damage to each resonator your opponent controls.","""I have quested for the source of the power. The power source of the memories from other worlds was easily found. It is a tree that can be seen from anywhere and is located in the center of the world."" - Note of Magna 6","Alice Origin 1st Start Deck","600 / 600","Wizard"
"http://www.fowtcg.com/card/4269","Regulus, the King of Volcano (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/42/4269/image_en/68053ade-cbbb-4c95-a4f4-83d3092a4cf8.jpg","SDAO1-014","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator (Stranger)","Shinichi Hiromoto","Alice Origin 1st Start Deck","Automatic
Whenever this card is dealt damage ⇒ It deals that much damage to your opponent.","""I met a girl playing with animals near the giant tree, and she told me that its name was Yggdrasil. Apparently a part of the power of Valhalla came to this world before me, and made the tree into a container of memories."" - Note of Magna 7","Alice Origin 1st Start Deck","1000 / 1000","Beast"
"http://www.fowtcg.com/card/4269","Regulus, the King of Volcano (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/42/4269/image_en/68053ade-cbbb-4c95-a4f4-83d3092a4cf8.jpg","SDAO1-014","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator (Stranger)","Shinichi Hiromoto","Alice Origin 1st Start Deck","Automatic
Whenever this card is dealt damage ⇒ It deals that much damage to your opponent.","""I met a girl playing with animals near the giant tree, and she told me that its name was Yggdrasil. Apparently a part of the power of Valhalla came to this world before me, and made the tree into a container of memories."" - Note of Magna 7","Alice Origin 1st Start Deck","1000 / 1000","Beast"
"http://www.fowtcg.com/card/4270","Twin Swords of Water's Mercy (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/42/4270/image_en/0592246c-a77a-44cf-ba57-3a3a00a41acc.jpg","SDAO1-015","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator (Stranger)","Pisuke","Alice Origin 1st Start Deck","Automatic
[Enter] ⇒ Put target resonator on top of its owner's deck.","""Strangely, in Vell-Savaria many things like spirits, ghosts, and gods from other worlds are appearing. Maybe the memories of this world are resonating with my power and presence."" - Note of Magna 3","Alice Origin 1st Start Deck","600 / 600","Swordsman"
"http://www.fowtcg.com/card/4271","Undine, the Spirit (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/42/4271/image_en/9576bcf6-e52f-4543-bef5-f44d6ebec4d4.jpg","SDAO1-016","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator (Stranger)","Matsurika Yoko","Alice Origin 1st Start Deck","Automatic
[Enter] ⇒ Return up to three target non-J/resonator non-magic stone entities to their owners' hands.","""A lady who lost her memory came to Vell-Savaria. This cannot be a coincidence, as the barrier around the city keeps visitors away. Her name is Lenneth, and without her memory she can become a container of memories."" - Note of Magna 4","Alice Origin 1st Start Deck","700 / 700","Spirit"
"http://www.fowtcg.com/card/4272","Amon, the Demon Prince of Conspiracy (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/42/4272/image_en/af0c8dc9-980d-4bb9-bf7e-6dc4f7272726.jpg","SDAO1-017","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator (Stranger)","ezusuke","Alice Origin 1st Start Deck","Automatic
[Enter] ⇒ Draw a card for each 700 life paid as this card entered the field.","""To keep storing the power of Valhalla in this tree will be bad for this world, as this really is a lot of power."" - Note of Magna 9","Alice Origin 1st Start Deck","0 / 0","Demon"
"http://www.fowtcg.com/card/4273","Shade (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/42/4273/image_en/f79bcaa8-ea39-4a59-b2ce-aa6a4143c6f7.jpg","SDAO1-018","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator (Stranger)","lack","Alice Origin 1st Start Deck","Automatic
When this card is put into a graveyard from the field ⇒ Your opponent banishes a resonator.","""Yggdrasil has memories from many different worlds, including the memories of Valhalla. And I am the only one who can use or remove them."" - Note of Magna 8","Alice Origin 1st Start Deck","600 / 600","Spirit"
"http://www.fowtcg.com/card/4274","Arthur, the King of Knights (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/42/4274/image_en/8593a8f8-47ea-4d73-b778-e019343ec83f.jpg","SDAO1-019","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator (Stranger)","Hitowa","Alice Origin 1st Start Deck","Automatic
[Enter] ⇒ You may search your deck for a Knight of the Round Table and put it into the field.","""I decided to go on a quest to find out why all those memories from other worlds would suddenly appear here in this world, and left Vell-Savaria in the capable hands of Lenneth."" - Note of Magna 5","Alice Origin 1st Start Deck","1000 / 1000","Knight of the Round Table"
"http://www.fowtcg.com/card/4274","Arthur, the King of Knights (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/42/4274/image_en/8593a8f8-47ea-4d73-b778-e019343ec83f.jpg","SDAO1-019","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator (Stranger)","Hitowa","Alice Origin 1st Start Deck","Automatic
[Enter] ⇒ You may search your deck for a Knight of the Round Table and put it into the field.","""I decided to go on a quest to find out why all those memories from other worlds would suddenly appear here in this world, and left Vell-Savaria in the capable hands of Lenneth."" - Note of Magna 5","Alice Origin 1st Start Deck","1000 / 1000","Knight of the Round Table"
"http://www.fowtcg.com/card/4274","Arthur, the King of Knights (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/42/4274/image_en/8593a8f8-47ea-4d73-b778-e019343ec83f.jpg","SDAO1-019","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator (Stranger)","Hitowa","Alice Origin 1st Start Deck","Automatic
[Enter] ⇒ You may search your deck for a Knight of the Round Table and put it into the field.","""I decided to go on a quest to find out why all those memories from other worlds would suddenly appear here in this world, and left Vell-Savaria in the capable hands of Lenneth."" - Note of Magna 5","Alice Origin 1st Start Deck","1000 / 1000","Knight of the Round Table"
"http://www.fowtcg.com/card/4275","Awakening of the Flame King","http://d12h0em1d7ppg.cloudfront.net/items/42/4275/image_en/0364bcee-fbf3-4340-b3ee-f0e4ca5171e1.jpg","SDAO1-020","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","Saiko Takaki","Alice Origin 1st Start Deck","","""Give me your power!"" - Melgis","Alice Origin 1st Start Deck","","Sword Art"
"http://www.fowtcg.com/card/4275","Awakening of the Flame King","http://d12h0em1d7ppg.cloudfront.net/items/42/4275/image_en/0364bcee-fbf3-4340-b3ee-f0e4ca5171e1.jpg","SDAO1-020","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","Saiko Takaki","Alice Origin 1st Start Deck","","""Give me your power!"" - Melgis","Alice Origin 1st Start Deck","","Sword Art"
"http://www.fowtcg.com/card/4275","Awakening of the Flame King","http://d12h0em1d7ppg.cloudfront.net/items/42/4275/image_en/0364bcee-fbf3-4340-b3ee-f0e4ca5171e1.jpg","SDAO1-020","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Chant","Saiko Takaki","Alice Origin 1st Start Deck","","""Give me your power!"" - Melgis","Alice Origin 1st Start Deck","","Sword Art"
"http://www.fowtcg.com/card/4276","Awakening of the Sacred Queen","http://d12h0em1d7ppg.cloudfront.net/items/42/4276/image_en/7fc5df56-ac19-4b5a-90c3-d6e86d4ce824.jpg","SDAO1-021","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","uekino aroe","Alice Origin 1st Start Deck","","That light will be the beacon of Gloria.","Alice Origin 1st Start Deck","","Sword Art"
"http://www.fowtcg.com/card/4276","Awakening of the Sacred Queen","http://d12h0em1d7ppg.cloudfront.net/items/42/4276/image_en/7fc5df56-ac19-4b5a-90c3-d6e86d4ce824.jpg","SDAO1-021","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","uekino aroe","Alice Origin 1st Start Deck","","That light will be the beacon of Gloria.","Alice Origin 1st Start Deck","","Sword Art"
"http://www.fowtcg.com/card/4276","Awakening of the Sacred Queen","http://d12h0em1d7ppg.cloudfront.net/items/42/4276/image_en/7fc5df56-ac19-4b5a-90c3-d6e86d4ce824.jpg","SDAO1-021","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","uekino aroe","Alice Origin 1st Start Deck","","That light will be the beacon of Gloria.","Alice Origin 1st Start Deck","","Sword Art"
"http://www.fowtcg.com/card/4277","Bloody Break","http://d12h0em1d7ppg.cloudfront.net/items/42/4277/image_en/598fd00c-b085-4c74-8507-6b77eda3a85a.jpg","SDAO1-022","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","yuhki lily","Alice Origin 1st Start Deck","","Blood will quench thirst.","Alice Origin 1st Start Deck","","Sword Art"
"http://www.fowtcg.com/card/4277","Bloody Break","http://d12h0em1d7ppg.cloudfront.net/items/42/4277/image_en/598fd00c-b085-4c74-8507-6b77eda3a85a.jpg","SDAO1-022","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Chant","yuhki lily","Alice Origin 1st Start Deck","","Blood will quench thirst.","Alice Origin 1st Start Deck","","Sword Art"
"http://www.fowtcg.com/card/4278","C? Chulainn, the Hero in a Far Land (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/42/4278/image_en/32ba3867-2bd6-4b1e-b546-28f0085cffb8.jpg","SDAO1-023","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator (Stranger)","Hatori Kyoka","Alice Origin 1st Start Deck","Automatic
Whenever this card attacks ⇒ Your opponent discards a card.","""I decided to remove memories from Yggdrasil to keep it stable, and put them into magical objects that now resonate strongly with those memories. The keepers of these objects will be able to use the memories and power of Valhalla and other worlds, as long as I live. And I named them Regalia."" - Note of Magna 10","Alice Origin 1st Start Deck","1000 / 1000","Hero"
"http://www.fowtcg.com/card/4278","C? Chulainn, the Hero in a Far Land (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/42/4278/image_en/32ba3867-2bd6-4b1e-b546-28f0085cffb8.jpg","SDAO1-023","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator (Stranger)","Hatori Kyoka","Alice Origin 1st Start Deck","Automatic
Whenever this card attacks ⇒ Your opponent discards a card.","""I decided to remove memories from Yggdrasil to keep it stable, and put them into magical objects that now resonate strongly with those memories. The keepers of these objects will be able to use the memories and power of Valhalla and other worlds, as long as I live. And I named them Regalia."" - Note of Magna 10","Alice Origin 1st Start Deck","1000 / 1000","Hero"
"http://www.fowtcg.com/card/4278","C? Chulainn, the Hero in a Far Land (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/42/4278/image_en/32ba3867-2bd6-4b1e-b546-28f0085cffb8.jpg","SDAO1-023","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator (Stranger)","Hatori Kyoka","Alice Origin 1st Start Deck","Automatic
Whenever this card attacks ⇒ Your opponent discards a card.","""I decided to remove memories from Yggdrasil to keep it stable, and put them into magical objects that now resonate strongly with those memories. The keepers of these objects will be able to use the memories and power of Valhalla and other worlds, as long as I live. And I named them Regalia."" - Note of Magna 10","Alice Origin 1st Start Deck","1000 / 1000","Hero"
"http://www.fowtcg.com/card/4279","Darkest Fire Dragon","http://d12h0em1d7ppg.cloudfront.net/items/42/4279/image_en/4b820fdc-fbaa-4488-b3ae-99b89785707d.jpg","SDAO1-024","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","gozz","Alice Origin 1st Start Deck","Automatic
[Enter] ⇒ Destroy target damaged resonator. If you do, put two [+100/+100] counters on this card.","The Darkest Fire loves blood and scars.","Alice Origin 1st Start Deck","800 / 800","Dragon"
"http://www.fowtcg.com/card/4279","Darkest Fire Dragon","http://d12h0em1d7ppg.cloudfront.net/items/42/4279/image_en/4b820fdc-fbaa-4488-b3ae-99b89785707d.jpg","SDAO1-024","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator","gozz","Alice Origin 1st Start Deck","Automatic
[Enter] ⇒ Destroy target damaged resonator. If you do, put two [+100/+100] counters on this card.","The Darkest Fire loves blood and scars.","Alice Origin 1st Start Deck","800 / 800","Dragon"
"http://www.fowtcg.com/card/4280","Excalibur","http://d12h0em1d7ppg.cloudfront.net/items/42/4280/image_en/15984161-e2f6-458b-90bf-401d6d9da679.jpg","SDAO1-025","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Regalia","Takumi Sugikawa","Alice Origin 1st Start Deck","Continuous
Your J-ruler gains [+400/+400].","Sacred Light will shine with noble will.","Alice Origin 1st Start Deck","",""
"http://www.fowtcg.com/card/4280","Excalibur","http://d12h0em1d7ppg.cloudfront.net/items/42/4280/image_en/15984161-e2f6-458b-90bf-401d6d9da679.jpg","SDAO1-025","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Regalia","Takumi Sugikawa","Alice Origin 1st Start Deck","Continuous
Your J-ruler gains [+400/+400].","Sacred Light will shine with noble will.","Alice Origin 1st Start Deck","",""
"http://www.fowtcg.com/card/4281","Faria","http://d12h0em1d7ppg.cloudfront.net/items/42/4281/image_en/0822ab03-e286-4d8a-b6c4-4579fcb2f7f4.jpg","SDAO1-026","","Ruler","Nekobayashi","Alice Origin 1st Start Deck","Automatic
Whenever a light regalia enters the field under your control ⇒ Choose one, if the regalia is ""Excalibur"", choose up to two instead - Choose a card from your Stranger deck at random and put it into your hand; or destroy target rested resonator; or draw a card; or you may pay [0] to do judgment until end of turn.","Her sister is ill in bed, her brother left. This little girl takes a step into the future, taking up the sword to protect her home with strong will.","Alice Origin 1st Start Deck","","Little Girl"
"http://www.fowtcg.com/card/4283","Laevateinn","http://d12h0em1d7ppg.cloudfront.net/items/42/4283/image_en/06ffcb25-38b5-402a-85c1-f42e22b1381d.jpg","SDAO1-027","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Regalia","saki kounosuke","Alice Origin 1st Start Deck","Continuous
Your J-ruler gains [Swiftness].","The souls of the heroes are exploited by insolent ambitions.","Alice Origin 1st Start Deck","",""
"http://www.fowtcg.com/card/4283","Laevateinn","http://d12h0em1d7ppg.cloudfront.net/items/42/4283/image_en/06ffcb25-38b5-402a-85c1-f42e22b1381d.jpg","SDAO1-027","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Regalia","saki kounosuke","Alice Origin 1st Start Deck","Continuous
Your J-ruler gains [Swiftness].","The souls of the heroes are exploited by insolent ambitions.","Alice Origin 1st Start Deck","",""
"http://www.fowtcg.com/card/4284","Melgis","http://d12h0em1d7ppg.cloudfront.net/items/42/4284/image_en/102ef263-b3c2-48b1-b950-ef87174a00fe.jpg","SDAO1-028","","Ruler","gekko","Alice Origin 1st Start Deck","Automatic
Whenever a fire regalia enters the field under your control ⇒ Choose one, if the regalia is ""Laevateinn"", choose up to two instead - Choose a card from your Stranger deck at random and put it into your hand; or this card deals 500 damage to target player or J/resonator; or put a [700/100] fire Warrior resonator token with [Swiftness] into the field. At the next end of turn ⇒ Its controller banishes it; or you may pay [0] to do judgment until end of turn.","His family died, his friends left him. He is all alone, trying to win every fight.","Alice Origin 1st Start Deck","","Warrior"
"http://www.fowtcg.com/card/4286","Sacred Wave Blade","http://d12h0em1d7ppg.cloudfront.net/items/42/4286/image_en/76db4489-ba42-4d1e-89b0-96f08f8746c6.jpg","SDAO1-029","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","KAZTO FURUYA","Alice Origin 1st Start Deck","Continuouo
Remove target resonator or addition from the game. If this card was awakened, choose a card from your Stranger deck at random and put it into your hand.","""Never forget this!"" -Faria","Alice Origin 1st Start Deck","","Sword Art"
"http://www.fowtcg.com/card/4286","Sacred Wave Blade","http://d12h0em1d7ppg.cloudfront.net/items/42/4286/image_en/76db4489-ba42-4d1e-89b0-96f08f8746c6.jpg","SDAO1-029","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","KAZTO FURUYA","Alice Origin 1st Start Deck","Continuouo
Remove target resonator or addition from the game. If this card was awakened, choose a card from your Stranger deck at random and put it into your hand.","""Never forget this!"" -Faria","Alice Origin 1st Start Deck","","Sword Art"
"http://www.fowtcg.com/card/4287","Traveler in Wonderland","http://d12h0em1d7ppg.cloudfront.net/items/42/4287/image_en/d9bf2bd6-4cec-49d1-b486-a9e193585a57.jpg","SDAO1-030","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Wednesday","Alice Origin 1st Start Deck","Activate
[0]: Choose a race. Resonators you control gain the chosen race until end of turn. Play this ability only once per turn.","A traveler from another world visited Attoractia, and met with the future Sacred Queen.","Alice Origin 1st Start Deck","800 / 800","Wanderer"
"http://www.fowtcg.com/card/4287","Traveler in Wonderland","http://d12h0em1d7ppg.cloudfront.net/items/42/4287/image_en/d9bf2bd6-4cec-49d1-b486-a9e193585a57.jpg","SDAO1-030","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","Wednesday","Alice Origin 1st Start Deck","Activate
[0]: Choose a race. Resonators you control gain the chosen race until end of turn. Play this ability only once per turn.","A traveler from another world visited Attoractia, and met with the future Sacred Queen.","Alice Origin 1st Start Deck","800 / 800","Wanderer"
