"card_url","card_name","card_image","card_number","card_type","card_race","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets","card_att_def","card_cost_attribute"
"http://www.fowtcg.com/card/1107","Jann Walker","http://d12h0em1d7ppg.cloudfront.net/items/11/1107/image_en/1485240666.jpg","VIN002-009","Resonator","Military/Squad 7","SEGA","Vingolf ""Valkyria Chronicles""","Automatic
When this card enters your field ⇒ Destroy target Tank.","""This is the epitome of muscle!""","Vingolf ""Valkyria Chronicles""","500 / 500","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png"
"http://www.fowtcg.com/card/1108","Lynn","http://d12h0em1d7ppg.cloudfront.net/items/11/1108/image_en/1485240668.jpg","VIN002-010","Resonator","Military/Squad 7","SEGA","Vingolf ""Valkyria Chronicles""","","""With the pride of all Darcsens...""","Vingolf ""Valkyria Chronicles""","900 / 900","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/1108","Lynn","http://d12h0em1d7ppg.cloudfront.net/items/11/1108/image_en/1485240668.jpg","VIN002-010","Resonator","Military/Squad 7","SEGA","Vingolf ""Valkyria Chronicles""","","""With the pride of all Darcsens...""","Vingolf ""Valkyria Chronicles""","900 / 900","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/1108","Lynn","http://d12h0em1d7ppg.cloudfront.net/items/11/1108/image_en/1485240668.jpg","VIN002-010","Resonator","Military/Squad 7","SEGA","Vingolf ""Valkyria Chronicles""","","""With the pride of all Darcsens...""","Vingolf ""Valkyria Chronicles""","900 / 900","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png"
"http://www.fowtcg.com/card/1109","Marina Wulfstan","http://d12h0em1d7ppg.cloudfront.net/items/11/1109/image_en/1485240669.jpg","VIN002-011","Resonator","Military/Squad 7","SEGA","Vingolf ""Valkyria Chronicles""","Activate
[rest]: Rest target resonator.","""I've made it this far alone...""","Vingolf ""Valkyria Chronicles""","200 / 600","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/1109","Marina Wulfstan","http://d12h0em1d7ppg.cloudfront.net/items/11/1109/image_en/1485240669.jpg","VIN002-011","Resonator","Military/Squad 7","SEGA","Vingolf ""Valkyria Chronicles""","Activate
[rest]: Rest target resonator.","""I've made it this far alone...""","Vingolf ""Valkyria Chronicles""","200 / 600","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png"
"http://www.fowtcg.com/card/1110","Martha Lipponen","http://d12h0em1d7ppg.cloudfront.net/items/11/1110/image_en/1485240672.jpg","VIN002-012","Resonator","Servant","SEGA","Vingolf ""Valkyria Chronicles""","","""It's not like running will cause the baby to fall right out. This is my fifth, so I think it's safe to say I know what I'm talking about.""","Vingolf ""Valkyria Chronicles""","0 / 1000","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/1110","Martha Lipponen","http://d12h0em1d7ppg.cloudfront.net/items/11/1110/image_en/1485240672.jpg","VIN002-012","Resonator","Servant","SEGA","Vingolf ""Valkyria Chronicles""","","""It's not like running will cause the baby to fall right out. This is my fifth, so I think it's safe to say I know what I'm talking about.""","Vingolf ""Valkyria Chronicles""","0 / 1000","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png"
"http://www.fowtcg.com/card/1111","Susie Evans","http://d12h0em1d7ppg.cloudfront.net/items/11/1111/image_en/1485240673.jpg","VIN002-013","Resonator","Military/Squad 7","SEGA","Vingolf ""Valkyria Chronicles""","Automatic
When this card enters your field ⇒ Look at the top three cards of your main deck or magic stone deck and put them back in any order.","""I've had enough of killing... and being killed...""","Vingolf ""Valkyria Chronicles""","0 / 600","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/1112","Symbol of Peace","http://d12h0em1d7ppg.cloudfront.net/items/11/1112/image_en/1485240674.jpg","VIN002-014","Chant","","SEGA","Vingolf ""Valkyria Chronicles""","","A flower that blooms all across Gallia, it produces many small white seeds.","Vingolf ""Valkyria Chronicles""","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/1112","Symbol of Peace","http://d12h0em1d7ppg.cloudfront.net/items/11/1112/image_en/1485240674.jpg","VIN002-014","Chant","","SEGA","Vingolf ""Valkyria Chronicles""","","A flower that blooms all across Gallia, it produces many small white seeds.","Vingolf ""Valkyria Chronicles""","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png"
"http://www.fowtcg.com/card/1113","Welvar Glenn","http://d12h0em1d7ppg.cloudfront.net/items/11/1113/image_en/1485240675.jpg","VIN002-015","Resonator","Clerk","SEGA","Vingolf ""Valkyria Chronicles""","Activate
[W][W],[rest]: Recover target resonator.","""Hey, Avan. What'll it be?""","Vingolf ""Valkyria Chronicles""","400 / 400","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/1113","Welvar Glenn","http://d12h0em1d7ppg.cloudfront.net/items/11/1113/image_en/1485240675.jpg","VIN002-015","Resonator","Clerk","SEGA","Vingolf ""Valkyria Chronicles""","Activate
[W][W],[rest]: Recover target resonator.","""Hey, Avan. What'll it be?""","Vingolf ""Valkyria Chronicles""","400 / 400","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/1114","Alfons Auclair","http://d12h0em1d7ppg.cloudfront.net/items/11/1114/image_en/1485240685.jpg","VIN002-016","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Automatic
When this card enters your field ⇒ Target resonator must block this turn if able.","""I'll always be cocky and chubby.""","Vingolf ""Valkyria Chronicles""","800 / 800","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1114","Alfons Auclair","http://d12h0em1d7ppg.cloudfront.net/items/11/1114/image_en/1485240685.jpg","VIN002-016","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Automatic
When this card enters your field ⇒ Target resonator must block this turn if able.","""I'll always be cocky and chubby.""","Vingolf ""Valkyria Chronicles""","800 / 800","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png"
"http://www.fowtcg.com/card/1115","Amy Apple","http://d12h0em1d7ppg.cloudfront.net/items/11/1115/image_en/1485240687.jpg","VIN002-017","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Continuous
This card cannot be attacked.","""If you die, I will cry.""","Vingolf ""Valkyria Chronicles""","500 / 400","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1115","Amy Apple","http://d12h0em1d7ppg.cloudfront.net/items/11/1115/image_en/1485240687.jpg","VIN002-017","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Continuous
This card cannot be attacked.","""If you die, I will cry.""","Vingolf ""Valkyria Chronicles""","500 / 400","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1116","Bombardment","http://d12h0em1d7ppg.cloudfront.net/items/11/1116/image_en/1485240689.jpg","VIN002-018","Chant","","SEGA","Vingolf ""Valkyria Chronicles""","","","Vingolf ""Valkyria Chronicles""","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1116","Bombardment","http://d12h0em1d7ppg.cloudfront.net/items/11/1116/image_en/1485240689.jpg","VIN002-018","Chant","","SEGA","Vingolf ""Valkyria Chronicles""","","","Vingolf ""Valkyria Chronicles""","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1117","Carisa Contzen","http://d12h0em1d7ppg.cloudfront.net/items/11/1117/image_en/1485240691.jpg","VIN002-019","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Activate
[R][1],[rest]: Search your main deck for a regalia with total cost 1 or more, reveal it and put it into your hand. Then shuffle your main deck.","""God is a patron, a source of money.""","Vingolf ""Valkyria Chronicles""","200 / 200","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1118","Clarissa Callaghan","http://d12h0em1d7ppg.cloudfront.net/items/11/1118/image_en/1485240694.jpg","VIN002-020","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Activate
[rest]: Target resonator gains [Swiftness] until end of turn.","""Yes... I will fight! For a peaceful future...!""","Vingolf ""Valkyria Chronicles""","200 / 200","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1119","Courageous Stand","http://d12h0em1d7ppg.cloudfront.net/items/11/1119/image_en/1485240695.jpg","VIN002-021","Chant","","SEGA","Vingolf ""Valkyria Chronicles""","","","Vingolf ""Valkyria Chronicles""","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1119","Courageous Stand","http://d12h0em1d7ppg.cloudfront.net/items/11/1119/image_en/1485240695.jpg","VIN002-021","Chant","","SEGA","Vingolf ""Valkyria Chronicles""","","","Vingolf ""Valkyria Chronicles""","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png"
"http://www.fowtcg.com/card/1120","Frederica Lipps","http://d12h0em1d7ppg.cloudfront.net/items/11/1120/image_en/1485240696.jpg","VIN002-022","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Automatic
When this card enters your field ⇒ Gain control of target recovered resonator your opponent controls until end of turn. It gains [Swiftness] until end of turn.","""Men are so stupid... it's adorable.""","Vingolf ""Valkyria Chronicles""","300 / 700","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1120","Frederica Lipps","http://d12h0em1d7ppg.cloudfront.net/items/11/1120/image_en/1485240696.jpg","VIN002-022","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Automatic
When this card enters your field ⇒ Gain control of target recovered resonator your opponent controls until end of turn. It gains [Swiftness] until end of turn.","""Men are so stupid... it's adorable.""","Vingolf ""Valkyria Chronicles""","300 / 700","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/05.png"
"http://www.fowtcg.com/card/1121","Gusurg","http://d12h0em1d7ppg.cloudfront.net/items/11/1121/image_en/1485240698.jpg","VIN002-023","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","","""The Darcsen spirit exists in that endless, boundless sky...""","Vingolf ""Valkyria Chronicles""","800 / 800","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1121","Gusurg","http://d12h0em1d7ppg.cloudfront.net/items/11/1121/image_en/1485240698.jpg","VIN002-023","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","","""The Darcsen spirit exists in that endless, boundless sky...""","Vingolf ""Valkyria Chronicles""","800 / 800","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png"
"http://www.fowtcg.com/card/1122","Imca","http://d12h0em1d7ppg.cloudfront.net/items/11/1122/image_en/1485240699.jpg","VIN002-024","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Continuous
As long as your opponent controls a J-ruler, this card gains [Swiftness] and [+500/+500].","""The death of one specific individual... I wish for nothing beyond that.""","Vingolf ""Valkyria Chronicles""","500 / 500","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1122","Imca","http://d12h0em1d7ppg.cloudfront.net/items/11/1122/image_en/1485240699.jpg","VIN002-024","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Continuous
As long as your opponent controls a J-ruler, this card gains [Swiftness] and [+500/+500].","""The death of one specific individual... I wish for nothing beyond that.""","Vingolf ""Valkyria Chronicles""","500 / 500","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1123","Kurt Irving","http://d12h0em1d7ppg.cloudfront.net/items/11/1123/image_en/1485240700.jpg","VIN002-025","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Automatic
[First Strike]","""I will regain my name... no matter what.""","Vingolf ""Valkyria Chronicles""","1000 / 1000","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1123","Kurt Irving","http://d12h0em1d7ppg.cloudfront.net/items/11/1123/image_en/1485240700.jpg","VIN002-025","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Automatic
[First Strike]","""I will regain my name... no matter what.""","Vingolf ""Valkyria Chronicles""","1000 / 1000","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1123","Kurt Irving","http://d12h0em1d7ppg.cloudfront.net/items/11/1123/image_en/1485240700.jpg","VIN002-025","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Automatic
[First Strike]","""I will regain my name... no matter what.""","Vingolf ""Valkyria Chronicles""","1000 / 1000","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png"
"http://www.fowtcg.com/card/1124","Large Explosion","http://d12h0em1d7ppg.cloudfront.net/items/11/1124/image_en/1485240702.jpg","VIN002-026","Chant","","SEGA","Vingolf ""Valkyria Chronicles""","","","Vingolf ""Valkyria Chronicles""","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1124","Large Explosion","http://d12h0em1d7ppg.cloudfront.net/items/11/1124/image_en/1485240702.jpg","VIN002-026","Chant","","SEGA","Vingolf ""Valkyria Chronicles""","","","Vingolf ""Valkyria Chronicles""","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1124","Large Explosion","http://d12h0em1d7ppg.cloudfront.net/items/11/1124/image_en/1485240702.jpg","VIN002-026","Chant","","SEGA","Vingolf ""Valkyria Chronicles""","","","Vingolf ""Valkyria Chronicles""","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png"
"http://www.fowtcg.com/card/1125","Leila Peron","http://d12h0em1d7ppg.cloudfront.net/items/11/1125/image_en/1485240703.jpg","VIN002-027","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Activate
[R][R],[rest]: This card deals damage equal to its ATK to target resonator.","""I'm going to build a world without war for you all!!""","Vingolf ""Valkyria Chronicles""","400 / 400","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1125","Leila Peron","http://d12h0em1d7ppg.cloudfront.net/items/11/1125/image_en/1485240703.jpg","VIN002-027","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Activate
[R][R],[rest]: This card deals damage equal to its ATK to target resonator.","""I'm going to build a world without war for you all!!""","Vingolf ""Valkyria Chronicles""","400 / 400","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png"
"http://www.fowtcg.com/card/1126","Margit Ravelli","http://d12h0em1d7ppg.cloudfront.net/items/11/1126/image_en/1485240704.jpg","VIN002-028","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Automatic
Whenever this card attacks ⇒ Resonators you control gain [+300/+300] until end of turn.","""Don't presume to speak to me so casually. Unlike you lot, I shouldn't be here.""","Vingolf ""Valkyria Chronicles""","700 / 700","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1126","Margit Ravelli","http://d12h0em1d7ppg.cloudfront.net/items/11/1126/image_en/1485240704.jpg","VIN002-028","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Automatic
Whenever this card attacks ⇒ Resonators you control gain [+300/+300] until end of turn.","""Don't presume to speak to me so casually. Unlike you lot, I shouldn't be here.""","Vingolf ""Valkyria Chronicles""","700 / 700","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1126","Margit Ravelli","http://d12h0em1d7ppg.cloudfront.net/items/11/1126/image_en/1485240704.jpg","VIN002-028","Resonator","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Automatic
Whenever this card attacks ⇒ Resonators you control gain [+300/+300] until end of turn.","""Don't presume to speak to me so casually. Unlike you lot, I shouldn't be here.""","Vingolf ""Valkyria Chronicles""","700 / 700","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png"
"http://www.fowtcg.com/card/1127","Riela Marcellis","http://d12h0em1d7ppg.cloudfront.net/items/11/1127/image_en/1485240706.jpg","VIN002-029","Ruler","Military/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Judgement
[9]. You may pay [1] less to play this ability for each Nameless resonator you control.","""There was one person who told me I'm not the Grim Reaper.""","Vingolf ""Valkyria Chronicles""","",""
"http://www.fowtcg.com/card/1128","Riela Marcellis(J)","http://d12h0em1d7ppg.cloudfront.net/items/11/1128/image_en/1485240708.jpg","VIN002-029J","J-Ruler","Valkyrur/Nameless","SEGA","Vingolf ""Valkyria Chronicles""","Automatic
When this card enters your field ⇒ It deals 1000 damage to target resonator.","","Vingolf ""Valkyria Chronicles""","1000 / 600",""
"http://www.fowtcg.com/card/1129","Riela's Lance","http://d12h0em1d7ppg.cloudfront.net/items/11/1129/image_en/1485240709.jpg","VIN002-030","Addition：J/Resonator","","SEGA","Vingolf ""Valkyria Chronicles""","Continuous
Added J/resonator gains [+1000/0].","","Vingolf ""Valkyria Chronicles""","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1129","Riela's Lance","http://d12h0em1d7ppg.cloudfront.net/items/11/1129/image_en/1485240709.jpg","VIN002-030","Addition：J/Resonator","","SEGA","Vingolf ""Valkyria Chronicles""","Continuous
Added J/resonator gains [+1000/0].","","Vingolf ""Valkyria Chronicles""","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/1129","Riela's Lance","http://d12h0em1d7ppg.cloudfront.net/items/11/1129/image_en/1485240709.jpg","VIN002-030","Addition：J/Resonator","","SEGA","Vingolf ""Valkyria Chronicles""","Continuous
Added J/resonator gains [+1000/0].","","Vingolf ""Valkyria Chronicles""","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png"
"http://www.fowtcg.com/card/1130","Alicia Melchiott(U)","http://d12h0em1d7ppg.cloudfront.net/items/11/1130/image_en/1485240711.jpg","VIN002-031","Ruler","Military/Squad 7","SEGA","Vingolf ""Valkyria Chronicles""","Judgement
[7]. You may pay [1] less to play this ability for each Squad 7 resonator you control.","""When I think about the war I realize that I wasn't just fighting for my life, I was fighting for a new one.""","Vingolf ""Valkyria Chronicles""","",""
"http://www.fowtcg.com/card/1131","Alicia Melchiott(J)","http://d12h0em1d7ppg.cloudfront.net/items/11/1131/image_en/1485240713.jpg","VIN002-031J","J-Ruler","Valkyrur/Squad 7","SEGA","Vingolf ""Valkyria Chronicles""","Activate
When this card enters your field ⇒ You may add an [Addition:J/Resonator] from your hand to this card.","""As long as I live, I'll protect my home and the people of Gallia.""","Vingolf ""Valkyria Chronicles""","800 / 800",""
"http://www.fowtcg.com/card/1132","Alicia's Lance","http://d12h0em1d7ppg.cloudfront.net/items/11/1132/image_en/1485240714.jpg","VIN002-032","Addition：J/Resonator","","SEGA","Vingolf ""Valkyria Chronicles""","Automatic
Whenever damage is dealt to added J/resonator ⇒ Draw a card.","","Vingolf ""Valkyria Chronicles""","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png"
"http://www.fowtcg.com/card/1132","Alicia's Lance","http://d12h0em1d7ppg.cloudfront.net/items/11/1132/image_en/1485240714.jpg","VIN002-032","Addition：J/Resonator","","SEGA","Vingolf ""Valkyria Chronicles""","Automatic
Whenever damage is dealt to added J/resonator ⇒ Draw a card.","","Vingolf ""Valkyria Chronicles""","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png"
"http://www.fowtcg.com/card/1132","Alicia's Lance","http://d12h0em1d7ppg.cloudfront.net/items/11/1132/image_en/1485240714.jpg","VIN002-032","Addition：J/Resonator","","SEGA","Vingolf ""Valkyria Chronicles""","Automatic
Whenever damage is dealt to added J/resonator ⇒ Draw a card.","","Vingolf ""Valkyria Chronicles""","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png"
"http://www.fowtcg.com/card/1133","Brigitte ""Rosie"" Stark","http://d12h0em1d7ppg.cloudfront.net/items/11/1133/image_en/1485240716.jpg","VIN002-033","Resonator","Military/Squad 7","SEGA","Vingolf ""Valkyria Chronicles""","Automatic
Whenever this card blocks or is blocked ⇒ It gains [-300/-300] until end of turn.","""Why is a Darcsen in our group? You don't actually expect us to fight together, do you?""","Vingolf ""Valkyria Chronicles""","700 / 700","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png"
