"card_url","card_name","card_image","card_number","card_rarity","card_cost_attribute","card_type","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets","card_att_def","card_race"
"http://www.fowtcg.com/card/994","Last People of Gloria","http://d12h0em1d7ppg.cloudfront.net/items/99/994/image_en/1485240043.jpg","BFA-009","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","JURI","Battle for Attractia","Automatic
When this card enters your field or leaves your field for a non-field zone ⇒ You gain 700 life.","Glorians fight so that they might rebuild their home.","Battle for Attractia","0 / 1000","Soldier"
"http://www.fowtcg.com/card/994","Last People of Gloria","http://d12h0em1d7ppg.cloudfront.net/items/99/994/image_en/1485240043.jpg","BFA-009","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","Resonator","JURI","Battle for Attractia","Automatic
When this card enters your field or leaves your field for a non-field zone ⇒ You gain 700 life.","Glorians fight so that they might rebuild their home.","Battle for Attractia","0 / 1000","Soldier"
"http://www.fowtcg.com/card/995","Life Profiteering Priest","http://d12h0em1d7ppg.cloudfront.net/items/99/995/image_en/1485240045.jpg","BFA-010","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","田島幸枝","Battle for Attractia","Continuous
Whenever another resonator enters your field ⇒ You gain 200 life.","The wheel of life turns and turns.","Battle for Attractia","200 / 400","Priest"
"http://www.fowtcg.com/card/996","Rabbit of Moonlit Nights","http://d12h0em1d7ppg.cloudfront.net/items/99/996/image_en/1485240046.jpg","BFA-011","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","mie","Battle for Attractia","Activate
Banish this card: Rest target J/resonator.","Foolish is the warrior who readies himself for sword and spell, but not rabbits.","Battle for Attractia","200 / 400","Rabbit"
"http://www.fowtcg.com/card/997","Rabbit Trap","http://d12h0em1d7ppg.cloudfront.net/items/99/997/image_en/1485240057.jpg","BFA-012","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","mie","Battle for Attractia","","""Gotcha! Go go bunny buddies!"" -Kaguya, Rabbit Princess of the Lunar Halo","Battle for Attractia","",""
"http://www.fowtcg.com/card/997","Rabbit Trap","http://d12h0em1d7ppg.cloudfront.net/items/99/997/image_en/1485240057.jpg","BFA-012","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","Chant","mie","Battle for Attractia","","""Gotcha! Go go bunny buddies!"" -Kaguya, Rabbit Princess of the Lunar Halo","Battle for Attractia","",""
"http://www.fowtcg.com/card/998","Reflective Water Shield","http://d12h0em1d7ppg.cloudfront.net/items/99/998/image_en/1485240060.jpg","BFA-013","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Addition: Resonator","乃希","Battle for Attractia","Continuous
Prevent all non-battle damage that would be dealt to added resonator by fire cards.","Not even the hottest flame can pierce that shield.","Battle for Attractia","",""
"http://www.fowtcg.com/card/999","Sacred Knight of the North","http://d12h0em1d7ppg.cloudfront.net/items/99/999/image_en/1485240061.jpg","BFA-014","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","篁ふみ","Battle for Attractia","Continuous
Whenever you gain life ⇒ This card gains [+200/0] until end of turn.","Faria always said to protect your family and the people took it to heart. The entire nation is their family.","Battle for Attractia","500 / 600","Knight"
"http://www.fowtcg.com/card/999","Sacred Knight of the North","http://d12h0em1d7ppg.cloudfront.net/items/99/999/image_en/1485240061.jpg","BFA-014","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","篁ふみ","Battle for Attractia","Continuous
Whenever you gain life ⇒ This card gains [+200/0] until end of turn.","Faria always said to protect your family and the people took it to heart. The entire nation is their family.","Battle for Attractia","500 / 600","Knight"
"http://www.fowtcg.com/card/1000","Sacred Knight of the South","http://d12h0em1d7ppg.cloudfront.net/items/10/1000/image_en/1485240062.jpg","BFA-015","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","篁ふみ","Battle for Attractia","Continuous
Whenever you gain life ⇒ This card gains [0/+200] until end of turn.","Northerners and Southerns have different ways of defending, but their purpose unites them.","Battle for Attractia","600 / 500","Knight"
"http://www.fowtcg.com/card/1000","Sacred Knight of the South","http://d12h0em1d7ppg.cloudfront.net/items/10/1000/image_en/1485240062.jpg","BFA-015","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","篁ふみ","Battle for Attractia","Continuous
Whenever you gain life ⇒ This card gains [0/+200] until end of turn.","Northerners and Southerns have different ways of defending, but their purpose unites them.","Battle for Attractia","600 / 500","Knight"
"http://www.fowtcg.com/card/1001","Alisaris, Avatar of Destruction","http://d12h0em1d7ppg.cloudfront.net/items/10/1001/image_en/1485240063.jpg","BFA-016","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","BANAMONS*","Battle for Attractia","Automatic
When this card enters your field ⇒ You may play a fire chant card with total cost 3 or less without [Trigger] from your removed area without paying its cost.","""At last...the power of calamity. With this, Lapis' victory is assured.""","Battle for Attractia","1000 / 1000","Twelve Apostles/Avatar"
"http://www.fowtcg.com/card/1001","Alisaris, Avatar of Destruction","http://d12h0em1d7ppg.cloudfront.net/items/10/1001/image_en/1485240063.jpg","BFA-016","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","BANAMONS*","Battle for Attractia","Automatic
When this card enters your field ⇒ You may play a fire chant card with total cost 3 or less without [Trigger] from your removed area without paying its cost.","""At last...the power of calamity. With this, Lapis' victory is assured.""","Battle for Attractia","1000 / 1000","Twelve Apostles/Avatar"
"http://www.fowtcg.com/card/1001","Alisaris, Avatar of Destruction","http://d12h0em1d7ppg.cloudfront.net/items/10/1001/image_en/1485240063.jpg","BFA-016","SR","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","Resonator","BANAMONS*","Battle for Attractia","Automatic
When this card enters your field ⇒ You may play a fire chant card with total cost 3 or less without [Trigger] from your removed area without paying its cost.","""At last...the power of calamity. With this, Lapis' victory is assured.""","Battle for Attractia","1000 / 1000","Twelve Apostles/Avatar"
"http://www.fowtcg.com/card/1002","Battle for Attoractia","http://d12h0em1d7ppg.cloudfront.net/items/10/1002/image_en/1485240074.jpg","BFA-017","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","サウマロ","Battle for Attractia","","Alice and Kaguya defeated Alisaris, but Lapis still held powers alien to this or any other world.","Battle for Attractia","",""
"http://www.fowtcg.com/card/1002","Battle for Attoractia","http://d12h0em1d7ppg.cloudfront.net/items/10/1002/image_en/1485240074.jpg","BFA-017","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","サウマロ","Battle for Attractia","","Alice and Kaguya defeated Alisaris, but Lapis still held powers alien to this or any other world.","Battle for Attractia","",""
"http://www.fowtcg.com/card/1003","Blood Boil","http://d12h0em1d7ppg.cloudfront.net/items/10/1003/image_en/1485240076.jpg","BFA-018","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","Moopic","Battle for Attractia","","Ruin predates glory.","Battle for Attractia","",""
"http://www.fowtcg.com/card/1003","Blood Boil","http://d12h0em1d7ppg.cloudfront.net/items/10/1003/image_en/1485240076.jpg","BFA-018","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","Moopic","Battle for Attractia","","Ruin predates glory.","Battle for Attractia","",""
"http://www.fowtcg.com/card/1004","Blood Covered War Axe","http://d12h0em1d7ppg.cloudfront.net/items/10/1004/image_en/1485240078.jpg","BFA-019","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Addition: Resonator","gozz","Battle for Attractia","Automatic
Added resonator gains [+400/0] and ""Whenever this card attacks, it deals 200 damage to each other resonator"".","While the blood sprays on enemies and allies alike, only allies are actually happy about it.","Battle for Attractia","",""
"http://www.fowtcg.com/card/1005","Bloodfire Dragon","http://d12h0em1d7ppg.cloudfront.net/items/10/1005/image_en/1485240080.jpg","BFA-020","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","草薙蝶炎","Battle for Attractia","Automatic
When this card enters your field ⇒ It deals 500 damage to target resonator you control.","Unable to control its own fire, this dragon sometimes burns itself.","Battle for Attractia","500 / 500","Dragon"
"http://www.fowtcg.com/card/1006","Enraged Knight","http://d12h0em1d7ppg.cloudfront.net/items/10/1006/image_en/1485240082.jpg","BFA-021","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","下江クリス","Battle for Attractia","Continuous
As long as your opponent controls a darkness magic stone, this card gains [+200/+200] and [Swiftness].","No one is really sure exactly who she's angry at.","Battle for Attractia","500 / 500","Knight"
"http://www.fowtcg.com/card/1006","Enraged Knight","http://d12h0em1d7ppg.cloudfront.net/items/10/1006/image_en/1485240082.jpg","BFA-021","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","下江クリス","Battle for Attractia","Continuous
As long as your opponent controls a darkness magic stone, this card gains [+200/+200] and [Swiftness].","No one is really sure exactly who she's angry at.","Battle for Attractia","500 / 500","Knight"
"http://www.fowtcg.com/card/1007","Flame Soldier of Volga","http://d12h0em1d7ppg.cloudfront.net/items/10/1007/image_en/1485240083.jpg","BFA-022","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","kawaryu","Battle for Attractia","Automatic
Whenever this card is dealt damage ⇒ It gains [+200/0] and [Swiftness] until end of turn.","Pain means nothing. On the contrary, it only becomes power. The soldiers of Volga know not the burden of a valuable life.","Battle for Attractia","300 / 300","Soldier"
"http://www.fowtcg.com/card/1008","Flame Trap","http://d12h0em1d7ppg.cloudfront.net/items/10/1008/image_en/1485240085.jpg","BFA-023","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","Cola","Battle for Attractia","","""I can never afford to be careless. Not with myself, or my friends."" -Faria, Chosen Girl","Battle for Attractia","",""
"http://www.fowtcg.com/card/1008","Flame Trap","http://d12h0em1d7ppg.cloudfront.net/items/10/1008/image_en/1485240085.jpg","BFA-023","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","Cola","Battle for Attractia","","""I can never afford to be careless. Not with myself, or my friends."" -Faria, Chosen Girl","Battle for Attractia","",""
"http://www.fowtcg.com/card/1008","Flame Trap","http://d12h0em1d7ppg.cloudfront.net/items/10/1008/image_en/1485240085.jpg","BFA-023","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","Cola","Battle for Attractia","","""I can never afford to be careless. Not with myself, or my friends."" -Faria, Chosen Girl","Battle for Attractia","",""
"http://www.fowtcg.com/card/1009","Lapis' Beast of Flame","http://d12h0em1d7ppg.cloudfront.net/items/10/1009/image_en/1485240087.jpg","BFA-024","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","七海ルシア","Battle for Attractia","Automatic
When this card enters your field ⇒ It deals 600 damage to target resonator.","This ferocious beast of fire cooks its prey while eating it.","Battle for Attractia","600 / 400","Beast"
"http://www.fowtcg.com/card/1009","Lapis' Beast of Flame","http://d12h0em1d7ppg.cloudfront.net/items/10/1009/image_en/1485240087.jpg","BFA-024","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","七海ルシア","Battle for Attractia","Automatic
When this card enters your field ⇒ It deals 600 damage to target resonator.","This ferocious beast of fire cooks its prey while eating it.","Battle for Attractia","600 / 400","Beast"
"http://www.fowtcg.com/card/1009","Lapis' Beast of Flame","http://d12h0em1d7ppg.cloudfront.net/items/10/1009/image_en/1485240087.jpg","BFA-024","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","七海ルシア","Battle for Attractia","Automatic
When this card enters your field ⇒ It deals 600 damage to target resonator.","This ferocious beast of fire cooks its prey while eating it.","Battle for Attractia","600 / 400","Beast"
"http://www.fowtcg.com/card/1010","Napping Lion","http://d12h0em1d7ppg.cloudfront.net/items/10/1010/image_en/1485240088.jpg","BFA-025","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","上條ロロ","Battle for Attractia","Continuous
This card cannot attack or block unless it's damaged.","It doesn't even notice those that draw close to it.","Battle for Attractia","800 / 800","Beast"
"http://www.fowtcg.com/card/1010","Napping Lion","http://d12h0em1d7ppg.cloudfront.net/items/10/1010/image_en/1485240088.jpg","BFA-025","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","上條ロロ","Battle for Attractia","Continuous
This card cannot attack or block unless it's damaged.","It doesn't even notice those that draw close to it.","Battle for Attractia","800 / 800","Beast"
"http://www.fowtcg.com/card/1011","Ring of Fate","http://d12h0em1d7ppg.cloudfront.net/items/10/1011/image_en/1485240089.jpg","BFA-026","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","BANAMONS*","Battle for Attractia","","Even turning back time can't save you from your memories.","Battle for Attractia","",""
"http://www.fowtcg.com/card/1011","Ring of Fate","http://d12h0em1d7ppg.cloudfront.net/items/10/1011/image_en/1485240089.jpg","BFA-026","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","BANAMONS*","Battle for Attractia","","Even turning back time can't save you from your memories.","Battle for Attractia","",""
"http://www.fowtcg.com/card/1011","Ring of Fate","http://d12h0em1d7ppg.cloudfront.net/items/10/1011/image_en/1485240089.jpg","BFA-026","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Chant","BANAMONS*","Battle for Attractia","","Even turning back time can't save you from your memories.","Battle for Attractia","",""
"http://www.fowtcg.com/card/1012","Sanguine Arena","http://d12h0em1d7ppg.cloudfront.net/items/10/1012/image_en/1485240091.jpg","BFA-027","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Addition: Field","gozz","Battle for Attractia","Activate
[rest]: This card deals 200 damage to each resonator. Play this ability only if you control a resonator.","The battle that took place here years ago between Melgis and Volga ended in an instant.","Battle for Attractia","",""
"http://www.fowtcg.com/card/1013","True Successor of Certo, Volga","http://d12h0em1d7ppg.cloudfront.net/items/10/1013/image_en/1485240092.jpg","BFA-028","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Azusa","Battle for Attractia","Automatic
Whenever this card is dealt damage ⇒ It deals that much damage to your opponent.","""Feel my pain!""","Battle for Attractia","400 / 400","King"
"http://www.fowtcg.com/card/1013","True Successor of Certo, Volga","http://d12h0em1d7ppg.cloudfront.net/items/10/1013/image_en/1485240092.jpg","BFA-028","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","Azusa","Battle for Attractia","Automatic
Whenever this card is dealt damage ⇒ It deals that much damage to your opponent.","""Feel my pain!""","Battle for Attractia","400 / 400","King"
"http://www.fowtcg.com/card/1014","Vell-Savarian Apparition","http://d12h0em1d7ppg.cloudfront.net/items/10/1014/image_en/1485240094.jpg","BFA-029","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","tokiwa","Battle for Attractia","Automatic
When this card in your deck is removed from the game ⇒ Put it into your field.","In Vell-Savaria, nothing dies. Not even hatred.","Battle for Attractia","400 / 400","Illusion"
"http://www.fowtcg.com/card/1014","Vell-Savarian Apparition","http://d12h0em1d7ppg.cloudfront.net/items/10/1014/image_en/1485240094.jpg","BFA-029","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","tokiwa","Battle for Attractia","Automatic
When this card in your deck is removed from the game ⇒ Put it into your field.","In Vell-Savaria, nothing dies. Not even hatred.","Battle for Attractia","400 / 400","Illusion"
"http://www.fowtcg.com/card/1015","Ywain, Knight of Lions","http://d12h0em1d7ppg.cloudfront.net/items/10/1015/image_en/1485240095.jpg","BFA-030","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","上條ロロ","Battle for Attractia","Automatic
Whenever this card attacks ⇒ It deals 200 damage to each resonator.","He preferred combat to needless conversing.","Battle for Attractia","600 / 600","Knight of the Round Table"
"http://www.fowtcg.com/card/1015","Ywain, Knight of Lions","http://d12h0em1d7ppg.cloudfront.net/items/10/1015/image_en/1485240095.jpg","BFA-030","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Resonator","上條ロロ","Battle for Attractia","Automatic
Whenever this card attacks ⇒ It deals 200 damage to each resonator.","He preferred combat to needless conversing.","Battle for Attractia","600 / 600","Knight of the Round Table"
"http://www.fowtcg.com/card/1016","Bulwark Architect","http://d12h0em1d7ppg.cloudfront.net/items/10/1016/image_en/1485240098.jpg","BFA-031","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","ユウキリリー","Battle for Attractia","Activate
[rest]: Target resonator with no attribute gains [0/+400] until end of turn.","Making strong machines is his life's calling.","Battle for Attractia","100 / 800","Human"
"http://www.fowtcg.com/card/1017","Croco-Shark","http://d12h0em1d7ppg.cloudfront.net/items/10/1017/image_en/1485240100.jpg","BFA-032","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","ハタリス","Battle for Attractia","Continuous
This card gains [+200/+200] for each other ""Croco-Shark"" you control.","""What's in the river? Oh er...don't worry about it."" -Hare of Inaba","Battle for Attractia","200 / 200","Fantasy"
"http://www.fowtcg.com/card/1017","Croco-Shark","http://d12h0em1d7ppg.cloudfront.net/items/10/1017/image_en/1485240100.jpg","BFA-032","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","ハタリス","Battle for Attractia","Continuous
This card gains [+200/+200] for each other ""Croco-Shark"" you control.","""What's in the river? Oh er...don't worry about it."" -Hare of Inaba","Battle for Attractia","200 / 200","Fantasy"
"http://www.fowtcg.com/card/1017","Croco-Shark","http://d12h0em1d7ppg.cloudfront.net/items/10/1017/image_en/1485240100.jpg","BFA-032","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","ハタリス","Battle for Attractia","Continuous
This card gains [+200/+200] for each other ""Croco-Shark"" you control.","""What's in the river? Oh er...don't worry about it."" -Hare of Inaba","Battle for Attractia","200 / 200","Fantasy"
"http://www.fowtcg.com/card/1018","Croco-Shark Crossing","http://d12h0em1d7ppg.cloudfront.net/items/10/1018/image_en/1485240101.jpg","BFA-033","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Addition: Field","上木乃アロエ","Battle for Attractia","Activate
[rest]: Target resonator and all other resonators with the same name gain [+300/+300] until end of turn.","Croco-Sharks will trudge through anything.","Battle for Attractia","",""
"http://www.fowtcg.com/card/1018","Croco-Shark Crossing","http://d12h0em1d7ppg.cloudfront.net/items/10/1018/image_en/1485240101.jpg","BFA-033","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Addition: Field","上木乃アロエ","Battle for Attractia","Activate
[rest]: Target resonator and all other resonators with the same name gain [+300/+300] until end of turn.","Croco-Sharks will trudge through anything.","Battle for Attractia","",""
"http://www.fowtcg.com/card/1019","Disassembly Line","http://d12h0em1d7ppg.cloudfront.net/items/10/1019/image_en/1485240102.jpg","BFA-034","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","松本エイト","Battle for Attractia","","""Recycling? Okay! Leave it to me!"" -Small Assistant, Mariabella","Battle for Attractia","",""
"http://www.fowtcg.com/card/1019","Disassembly Line","http://d12h0em1d7ppg.cloudfront.net/items/10/1019/image_en/1485240102.jpg","BFA-034","U","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Chant","松本エイト","Battle for Attractia","","""Recycling? Okay! Leave it to me!"" -Small Assistant, Mariabella","Battle for Attractia","",""
"http://www.fowtcg.com/card/1020","Down the Drain","http://d12h0em1d7ppg.cloudfront.net/items/10/1020/image_en/1485240104.jpg","BFA-035","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","夕子","Battle for Attractia","","""This heat is unbearable. Someone fix it, now."" -Titania, Prideful Queen","Battle for Attractia","",""
"http://www.fowtcg.com/card/1021","Engineer of Leginus","http://d12h0em1d7ppg.cloudfront.net/items/10/1021/image_en/1485240112.jpg","BFA-036","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","城戸春一","Battle for Attractia","Continuous
You may pay [1] less to play spells with no attribute, to a minimum free cost of 1.","Proper planning makes production productive.","Battle for Attractia","400 / 400","Human"
"http://www.fowtcg.com/card/1021","Engineer of Leginus","http://d12h0em1d7ppg.cloudfront.net/items/10/1021/image_en/1485240112.jpg","BFA-036","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","城戸春一","Battle for Attractia","Continuous
You may pay [1] less to play spells with no attribute, to a minimum free cost of 1.","Proper planning makes production productive.","Battle for Attractia","400 / 400","Human"
"http://www.fowtcg.com/card/1022","Fairy Flower Extract","http://d12h0em1d7ppg.cloudfront.net/items/10/1022/image_en/1485240117.jpg","BFA-037","C","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Addition: Resonator","長崎祐子","Battle for Attractia","Continuous
Added resonator becomes a [200/300].","Anyone who takes the extract shrinks to the size of a fairy.","Battle for Attractia","",""
