"card_url","card_name","card_image","card_number","card_rarity","card_type","card_race","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets","card_att_def","card_cost_attribute"
"http://www.fowtcg.com/card/775","Perceval, the Seeker of Holy Grail","http://d12h0em1d7ppg.cloudfront.net/items/77/775/image_en/1486705890.jpg","TTW-013","R","Resonator","Knight of the Round Table","碧風羽","The Twilight Wanderer","Activate
Banish this card: Prevent all damage that would be dealt to target J-ruler or Knight of the Round Table until end of turn.","To her, this is the beginning of a new search for the Grail.","The Twilight Wanderer","200 / 200","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/776","Pride of Knights","http://d12h0em1d7ppg.cloudfront.net/items/77/776/image_en/1486705892.jpg","TTW-014","C","Chant","","gozz","The Twilight Wanderer","","""I won't surrender!"" —Faria, the Sacred Queen","The Twilight Wanderer","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/777","Protection of the Fairies","http://d12h0em1d7ppg.cloudfront.net/items/77/777/image_en/1486705893.jpg","TTW-015","C","Addition: Resonator","","白野椋","The Twilight Wanderer","Activate
Banish this card: Prevent the next damage that would be dealt to target resonator until end of turn.","""That power...it could kill in an instant, but instead they prolong the suffering."" —Dark Alice, Maiden of Slaughter","The Twilight Wanderer","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/778","The Final Word","http://d12h0em1d7ppg.cloudfront.net/items/77/778/image_en/1486705896.jpg","TTW-016","U","Chant","","みえ","The Twilight Wanderer","","""Alice, don't worry about me! Run!"" —Faria, the Sacred Queen","The Twilight Wanderer","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/779","Viviane, Lady of the Lake","http://d12h0em1d7ppg.cloudfront.net/items/77/779/image_en/1486705898.jpg","TTW-017","SR","Resonator","Fairy","祀花よう子","The Twilight Wanderer","Automatic
Whenever a Fairy resonator enters your field ⇒ Fairy J/resonators you control gain [+200/+200] until end of turn.","Providing guidance to generations of heroes.","The Twilight Wanderer","500 / 700","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/779","Viviane, Lady of the Lake","http://d12h0em1d7ppg.cloudfront.net/items/77/779/image_en/1486705898.jpg","TTW-017","SR","Resonator","Fairy","祀花よう子","The Twilight Wanderer","Automatic
Whenever a Fairy resonator enters your field ⇒ Fairy J/resonators you control gain [+200/+200] until end of turn.","Providing guidance to generations of heroes.","The Twilight Wanderer","500 / 700","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/779","Viviane, Lady of the Lake","http://d12h0em1d7ppg.cloudfront.net/items/77/779/image_en/1486705898.jpg","TTW-017","SR","Resonator","Fairy","祀花よう子","The Twilight Wanderer","Automatic
Whenever a Fairy resonator enters your field ⇒ Fairy J/resonators you control gain [+200/+200] until end of turn.","Providing guidance to generations of heroes.","The Twilight Wanderer","500 / 700","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png"
"http://www.fowtcg.com/card/780","Young Knight of Gloria","http://d12h0em1d7ppg.cloudfront.net/items/78/780/image_en/1486705901.jpg","TTW-018","C","Resonator","Knight","サウマロ","The Twilight Wanderer","","They proudly serve their lord, and fight to the last to protect Gloria. Anything else would be unfitting of a knight.","The Twilight Wanderer","300 / 300","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/781","Barrier of Flame","http://d12h0em1d7ppg.cloudfront.net/items/78/781/image_en/1486705903.jpg","TTW-019","R","Addition: Field","","Fushikaden K.K.","The Twilight Wanderer","Continuous
If a normal spell you control would deal damage, it deals that much +200 instead.","""Isn't this world kind of warm?"" ""No, I'm a little cold."" ""Really?"" ""Really."" —Reflect, Child of Potential and Refrain, Child of Convergence","The Twilight Wanderer","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/781","Barrier of Flame","http://d12h0em1d7ppg.cloudfront.net/items/78/781/image_en/1486705903.jpg","TTW-019","R","Addition: Field","","Fushikaden K.K.","The Twilight Wanderer","Continuous
If a normal spell you control would deal damage, it deals that much +200 instead.","""Isn't this world kind of warm?"" ""No, I'm a little cold."" ""Really?"" ""Really."" —Reflect, Child of Potential and Refrain, Child of Convergence","The Twilight Wanderer","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png"
"http://www.fowtcg.com/card/782","Beat of the Phoenix Wings","http://d12h0em1d7ppg.cloudfront.net/items/78/782/image_en/1486705905.jpg","TTW-020","R","Chant","","gozz","The Twilight Wanderer","","From the wings emerged an inescapable flame.","The Twilight Wanderer","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/782","Beat of the Phoenix Wings","http://d12h0em1d7ppg.cloudfront.net/items/78/782/image_en/1486705905.jpg","TTW-020","R","Chant","","gozz","The Twilight Wanderer","","From the wings emerged an inescapable flame.","The Twilight Wanderer","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png"
"http://www.fowtcg.com/card/783","Burn to Cinders","http://d12h0em1d7ppg.cloudfront.net/items/78/783/image_en/1486705906.jpg","TTW-021","C","Chant","","gozz","The Twilight Wanderer","","All was reduced to ashes, even the memory.","The Twilight Wanderer","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/783","Burn to Cinders","http://d12h0em1d7ppg.cloudfront.net/items/78/783/image_en/1486705906.jpg","TTW-021","C","Chant","","gozz","The Twilight Wanderer","","All was reduced to ashes, even the memory.","The Twilight Wanderer","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/784","Caldera-Born Dragon","http://d12h0em1d7ppg.cloudfront.net/items/78/784/image_en/1486705908.jpg","TTW-022","U","Resonator","Dragon","松本エイト","The Twilight Wanderer","","A battle is decided by strength. A hunt is decided by speed.","The Twilight Wanderer","800 / 800","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/784","Caldera-Born Dragon","http://d12h0em1d7ppg.cloudfront.net/items/78/784/image_en/1486705908.jpg","TTW-022","U","Resonator","Dragon","松本エイト","The Twilight Wanderer","","A battle is decided by strength. A hunt is decided by speed.","The Twilight Wanderer","800 / 800","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/784","Caldera-Born Dragon","http://d12h0em1d7ppg.cloudfront.net/items/78/784/image_en/1486705908.jpg","TTW-022","U","Resonator","Dragon","松本エイト","The Twilight Wanderer","","A battle is decided by strength. A hunt is decided by speed.","The Twilight Wanderer","800 / 800","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png"
"http://www.fowtcg.com/card/785","Flame Dragon Commandant","http://d12h0em1d7ppg.cloudfront.net/items/78/785/image_en/1486705910.jpg","TTW-023","U","Resonator","Human","乃希","The Twilight Wanderer","Continuous
As long as you control a Dragon, this card gains [Flying].","To bond with a dragon is to leave the lands of Certo behind. It is an ancient art of survival.","The Twilight Wanderer","500 / 500","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/785","Flame Dragon Commandant","http://d12h0em1d7ppg.cloudfront.net/items/78/785/image_en/1486705910.jpg","TTW-023","U","Resonator","Human","乃希","The Twilight Wanderer","Continuous
As long as you control a Dragon, this card gains [Flying].","To bond with a dragon is to leave the lands of Certo behind. It is an ancient art of survival.","The Twilight Wanderer","500 / 500","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/786","Flame Sprite","http://d12h0em1d7ppg.cloudfront.net/items/78/786/image_en/1486705913.jpg","TTW-024","C","Resonator","Fairy","Fushikaden K.K.","The Twilight Wanderer","Activate
[rest]: This card deals 100 damage to target resonator for each Fairy you control.","Passing warmth becomes searing heat.","The Twilight Wanderer","200 / 300","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/787","Flamewing Wyvern","http://d12h0em1d7ppg.cloudfront.net/items/78/787/image_en/1486705915.jpg","TTW-025","C","Resonator","Dragon","七海ルシア","The Twilight Wanderer","Activate
[R]: This card gains [+200/0] until end of turn.","The fact that dragons breathe fire is useful in battle, but makes it difficult to tame them.","The Twilight Wanderer","600 / 600","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/787","Flamewing Wyvern","http://d12h0em1d7ppg.cloudfront.net/items/78/787/image_en/1486705915.jpg","TTW-025","C","Resonator","Dragon","七海ルシア","The Twilight Wanderer","Activate
[R]: This card gains [+200/0] until end of turn.","The fact that dragons breathe fire is useful in battle, but makes it difficult to tame them.","The Twilight Wanderer","600 / 600","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png"
"http://www.fowtcg.com/card/788","Flash of Demon Sword","http://d12h0em1d7ppg.cloudfront.net/items/78/788/image_en/1486705916.jpg","TTW-026","C","Chant","","小泉哲哉","The Twilight Wanderer","","""Let the weak be squashed!""","The Twilight Wanderer","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/788","Flash of Demon Sword","http://d12h0em1d7ppg.cloudfront.net/items/78/788/image_en/1486705916.jpg","TTW-026","C","Chant","","小泉哲哉","The Twilight Wanderer","","""Let the weak be squashed!""","The Twilight Wanderer","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png"
"http://www.fowtcg.com/card/789","Guinevere, the Jealous Queen","http://d12h0em1d7ppg.cloudfront.net/items/78/789/image_en/1486705918.jpg","TTW-027","R","Resonator","Queen","祀花よう子","The Twilight Wanderer","Activate
[R], [rest]: Target resonator you control gains [+400/+400] until end of turn. When it deals or is dealt damage this turn, banish it.","""Oh, seems I made another mistake...please bring me the next one.""","The Twilight Wanderer","200 / 400","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/790","Hector de Maris, the Acolyte of Mad Demon","http://d12h0em1d7ppg.cloudfront.net/items/79/790/image_en/1486705919.jpg","TTW-028","U","Resonator","Knight of the Round Table","ハタリス","The Twilight Wanderer","Automatic
When this card enters your field ⇒ Target resonator gains [+400/0] until end of turn.","""This world? I don't care. I'll follow Lancelot anywhere, come what may.""","The Twilight Wanderer","400 / 400","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/790","Hector de Maris, the Acolyte of Mad Demon","http://d12h0em1d7ppg.cloudfront.net/items/79/790/image_en/1486705919.jpg","TTW-028","U","Resonator","Knight of the Round Table","ハタリス","The Twilight Wanderer","Automatic
When this card enters your field ⇒ Target resonator gains [+400/0] until end of turn.","""This world? I don't care. I'll follow Lancelot anywhere, come what may.""","The Twilight Wanderer","400 / 400","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png"
"http://www.fowtcg.com/card/791","Lancelot, the Knight of Mad Demon","http://d12h0em1d7ppg.cloudfront.net/items/79/791/image_en/1486705921.jpg","TTW-029","R","Resonator","Knight of the Round Table","スギカワタクミ","The Twilight Wanderer","Activate
[R]: This card gains [+100/0] until end of turn.","The nature of a summoned hero depends on the nature of the summoner. The power of the demon sword changed him into a cruel knight.","The Twilight Wanderer","600 / 600","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/791","Lancelot, the Knight of Mad Demon","http://d12h0em1d7ppg.cloudfront.net/items/79/791/image_en/1486705921.jpg","TTW-029","R","Resonator","Knight of the Round Table","スギカワタクミ","The Twilight Wanderer","Activate
[R]: This card gains [+100/0] until end of turn.","The nature of a summoned hero depends on the nature of the summoner. The power of the demon sword changed him into a cruel knight.","The Twilight Wanderer","600 / 600","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/792","Magic Matchstick","http://d12h0em1d7ppg.cloudfront.net/items/79/792/image_en/1486705924.jpg","TTW-030","C","Addition: Resonator","","白野椋","The Twilight Wanderer","Activate
Banish this card: This card deals 200 damage to target J/resonator.","These bright burning matches proved too difficult to sell, but they helped sell a lot of water.","The Twilight Wanderer","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/793","Phoenix, the Flame of the World","http://d12h0em1d7ppg.cloudfront.net/items/79/793/image_en/1486705926.jpg","TTW-031","SR","Resonator","Twelve Apostles/Phoenix","gozz","The Twilight Wanderer","Automatic
When this card is put into a graveyard from your field ⇒ You may pay [R][R]. If you do, put this card into its owner's field.","Even the immortal flame cannot match a fragment of the Original King's power.","The Twilight Wanderer","900 / 900","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/793","Phoenix, the Flame of the World","http://d12h0em1d7ppg.cloudfront.net/items/79/793/image_en/1486705926.jpg","TTW-031","SR","Resonator","Twelve Apostles/Phoenix","gozz","The Twilight Wanderer","Automatic
When this card is put into a graveyard from your field ⇒ You may pay [R][R]. If you do, put this card into its owner's field.","Even the immortal flame cannot match a fragment of the Original King's power.","The Twilight Wanderer","900 / 900","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/793","Phoenix, the Flame of the World","http://d12h0em1d7ppg.cloudfront.net/items/79/793/image_en/1486705926.jpg","TTW-031","SR","Resonator","Twelve Apostles/Phoenix","gozz","The Twilight Wanderer","Automatic
When this card is put into a graveyard from your field ⇒ You may pay [R][R]. If you do, put this card into its owner's field.","Even the immortal flame cannot match a fragment of the Original King's power.","The Twilight Wanderer","900 / 900","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/793","Phoenix, the Flame of the World","http://d12h0em1d7ppg.cloudfront.net/items/79/793/image_en/1486705926.jpg","TTW-031","SR","Resonator","Twelve Apostles/Phoenix","gozz","The Twilight Wanderer","Automatic
When this card is put into a graveyard from your field ⇒ You may pay [R][R]. If you do, put this card into its owner's field.","Even the immortal flame cannot match a fragment of the Original King's power.","The Twilight Wanderer","900 / 900","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png"
"http://www.fowtcg.com/card/794","Sylvia Gill Palarilias","http://d12h0em1d7ppg.cloudfront.net/items/79/794/image_en/1486705930.jpg","TTW-032","R","Ruler","Minion of Primogenitor","SIGMAN","The Twilight Wanderer","Activate
Fire magic stones you control gain ""[rest]: Produce [G]"".","""So, shall I show you the power that defeated Blazer?""","The Twilight Wanderer","",""
"http://www.fowtcg.com/card/795","Sylvia Gill Palarilias(J)","http://d12h0em1d7ppg.cloudfront.net/items/79/795/image_en/1486705931.jpg","TTW-032J","JR","J-Ruler","Minion of Primogenitor/Dragon","SIGMAN","The Twilight Wanderer","Automatic
Whenever a J/resonator that was dealt damage by this card this turn is destroyed ⇒ You may recover up to three target magic stones you control.","With just the beat of her wings she twisted and contorted the battlefield.","The Twilight Wanderer","1000 / 1000",""
"http://www.fowtcg.com/card/796","Sylvia's Clanmate","http://d12h0em1d7ppg.cloudfront.net/items/79/796/image_en/1486705933.jpg","TTW-033","C","Resonator","Dragon","七海ルシア","The Twilight Wanderer","Activate
[R]: This card gains [+100/0] until end of turn.","They're prepared to make the necessary sacrifice.","The Twilight Wanderer","400 / 400","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/796","Sylvia's Clanmate","http://d12h0em1d7ppg.cloudfront.net/items/79/796/image_en/1486705933.jpg","TTW-033","C","Resonator","Dragon","七海ルシア","The Twilight Wanderer","Activate
[R]: This card gains [+100/0] until end of turn.","They're prepared to make the necessary sacrifice.","The Twilight Wanderer","400 / 400","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png"
"http://www.fowtcg.com/card/797","Sylvia's Roar","http://d12h0em1d7ppg.cloudfront.net/items/79/797/image_en/1486705935.jpg","TTW-034","U","Chant","","SIGMAN","The Twilight Wanderer","","""All this playing around stops here and now!"" —Sylvia Gill Palarilias","The Twilight Wanderer","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/797","Sylvia's Roar","http://d12h0em1d7ppg.cloudfront.net/items/79/797/image_en/1486705935.jpg","TTW-034","U","Chant","","SIGMAN","The Twilight Wanderer","","""All this playing around stops here and now!"" —Sylvia Gill Palarilias","The Twilight Wanderer","","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png"
"http://www.fowtcg.com/card/798","The Little Match Girl","http://d12h0em1d7ppg.cloudfront.net/items/79/798/image_en/1486705939.jpg","TTW-035","SR","Resonator","Fairy Tale","碧風羽","The Twilight Wanderer","Activate
Discard a card named ""Magic Matchstick"": This card deals 400 damage to target J/resonator.","I can't even sell one... everyone, look how bright they burn!","The Twilight Wanderer","600 / 600","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/798","The Little Match Girl","http://d12h0em1d7ppg.cloudfront.net/items/79/798/image_en/1486705939.jpg","TTW-035","SR","Resonator","Fairy Tale","碧風羽","The Twilight Wanderer","Activate
Discard a card named ""Magic Matchstick"": This card deals 400 damage to target J/resonator.","I can't even sell one... everyone, look how bright they burn!","The Twilight Wanderer","600 / 600","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png"
"http://www.fowtcg.com/card/799","Whelp Drake","http://d12h0em1d7ppg.cloudfront.net/items/79/799/image_en/1486705940.jpg","TTW-036","C","Resonator","Dragon","佐久間さのすけ","The Twilight Wanderer","Automatic
When this card is put into a graveyard from your field ⇒ It deals 400 damage to target resonator.","Despite their little bodies, baby dragons are extremely combative.","The Twilight Wanderer","400 / 400","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png"
"http://www.fowtcg.com/card/799","Whelp Drake","http://d12h0em1d7ppg.cloudfront.net/items/79/799/image_en/1486705940.jpg","TTW-036","C","Resonator","Dragon","佐久間さのすけ","The Twilight Wanderer","Automatic
When this card is put into a graveyard from your field ⇒ It deals 400 damage to target resonator.","Despite their little bodies, baby dragons are extremely combative.","The Twilight Wanderer","400 / 400","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png"
