"card_url","card_name","card_image","card_number","card_cost_attribute","card_type","card_artist","card_expansion","card_text","card_all_sets","card_att_def","card_race","card_flavor_text"
"http://www.fowtcg.com/card/1725","Amaterasu, the Oracle of Sacred Text","http://d12h0em1d7ppg.cloudfront.net/items/17/1725/image_en/1488245879.jpg","PR2014-10","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","もぐも","PR Card","Card Text
Continuous
This card cannot be attacked by resonators your opponent controls.
Activate
[rest]: Prevent all battle damage that would be dealt to target resonator until end of turn. It cannot be targeted by chants until end of turn.
Activate
[rest]: Destroy target addition.","PR Card","400 / 400","Deity",""
"http://www.fowtcg.com/card/1725","Amaterasu, the Oracle of Sacred Text","http://d12h0em1d7ppg.cloudfront.net/items/17/1725/image_en/1488245879.jpg","PR2014-10","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Resonator","もぐも","PR Card","Card Text
Continuous
This card cannot be attacked by resonators your opponent controls.
Activate
[rest]: Prevent all battle damage that would be dealt to target resonator until end of turn. It cannot be targeted by chants until end of turn.
Activate
[rest]: Destroy target addition.","PR Card","400 / 400","Deity",""
"http://www.fowtcg.com/card/1726","Disarm","http://d12h0em1d7ppg.cloudfront.net/items/17/1726/image_en/1488245955.jpg","PR2014-11","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","Chant","じゅん","PR Card","Card Text
[Quickcast]
Destroy target addition.
[Break] Destroy target addition.","PR Card","","",""
"http://www.fowtcg.com/card/1726","Disarm","http://d12h0em1d7ppg.cloudfront.net/items/17/1726/image_en/1488245955.jpg","PR2014-11","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","じゅん","PR Card","Card Text
[Quickcast]
Destroy target addition.
[Break] Destroy target addition.","PR Card","","",""
"http://www.fowtcg.com/card/1727","Hino Kagutsuchino Mikoto, the Flaming God of Fate","http://d12h0em1d7ppg.cloudfront.net/items/17/1727/image_en/1488245959.jpg","PR2014-12","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","lack","PR Card","Card Text
[Swiftness] [Pierce]
Automatic
[Enter] This card deals 1000 damage to you and each resonator your opponent controls.","PR Card","1500 / 1500","Deity",""
"http://www.fowtcg.com/card/1727","Hino Kagutsuchino Mikoto, the Flaming God of Fate","http://d12h0em1d7ppg.cloudfront.net/items/17/1727/image_en/1488245959.jpg","PR2014-12","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","lack","PR Card","Card Text
[Swiftness] [Pierce]
Automatic
[Enter] This card deals 1000 damage to you and each resonator your opponent controls.","PR Card","1500 / 1500","Deity",""
"http://www.fowtcg.com/card/1727","Hino Kagutsuchino Mikoto, the Flaming God of Fate","http://d12h0em1d7ppg.cloudfront.net/items/17/1727/image_en/1488245959.jpg","PR2014-12","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","lack","PR Card","Card Text
[Swiftness] [Pierce]
Automatic
[Enter] This card deals 1000 damage to you and each resonator your opponent controls.","PR Card","1500 / 1500","Deity",""
"http://www.fowtcg.com/card/1727","Hino Kagutsuchino Mikoto, the Flaming God of Fate","http://d12h0em1d7ppg.cloudfront.net/items/17/1727/image_en/1488245959.jpg","PR2014-12","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Resonator","lack","PR Card","Card Text
[Swiftness] [Pierce]
Automatic
[Enter] This card deals 1000 damage to you and each resonator your opponent controls.","PR Card","1500 / 1500","Deity",""
"http://www.fowtcg.com/card/1727","Hino Kagutsuchino Mikoto, the Flaming God of Fate","http://d12h0em1d7ppg.cloudfront.net/items/17/1727/image_en/1488245959.jpg","PR2014-12","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/04.png","Resonator","lack","PR Card","Card Text
[Swiftness] [Pierce]
Automatic
[Enter] This card deals 1000 damage to you and each resonator your opponent controls.","PR Card","1500 / 1500","Deity",""
"http://www.fowtcg.com/card/1728","Mirage Golem","http://d12h0em1d7ppg.cloudfront.net/items/17/1728/image_en/1488245962.jpg","PR2014-13","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","ねじ太","PR Card","Card Text
Automatic
When a resonator is summoned ⇒ You may reveal this card from your hand and pay [U][U]. If you do, put this card into your field. This card's ATK, DEF and abilities become those of the resonator that was summoned.","PR Card","0 / 100","Phantom",""
"http://www.fowtcg.com/card/1728","Mirage Golem","http://d12h0em1d7ppg.cloudfront.net/items/17/1728/image_en/1488245962.jpg","PR2014-13","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","ねじ太","PR Card","Card Text
Automatic
When a resonator is summoned ⇒ You may reveal this card from your hand and pay [U][U]. If you do, put this card into your field. This card's ATK, DEF and abilities become those of the resonator that was summoned.","PR Card","0 / 100","Phantom",""
"http://www.fowtcg.com/card/1728","Mirage Golem","http://d12h0em1d7ppg.cloudfront.net/items/17/1728/image_en/1488245962.jpg","PR2014-13","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","ねじ太","PR Card","Card Text
Automatic
When a resonator is summoned ⇒ You may reveal this card from your hand and pay [U][U]. If you do, put this card into your field. This card's ATK, DEF and abilities become those of the resonator that was summoned.","PR Card","0 / 100","Phantom",""
"http://www.fowtcg.com/card/1729","New Stream","http://d12h0em1d7ppg.cloudfront.net/items/17/1729/image_en/1488245964.jpg","PR2014-14","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","おぐち","PR Card","Card Text
Each player discards their hand, then each player draws four cards.
[Break] Each player draws two cards.","PR Card","","",""
"http://www.fowtcg.com/card/1729","New Stream","http://d12h0em1d7ppg.cloudfront.net/items/17/1729/image_en/1488245964.jpg","PR2014-14","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","おぐち","PR Card","Card Text
Each player discards their hand, then each player draws four cards.
[Break] Each player draws two cards.","PR Card","","",""
"http://www.fowtcg.com/card/1729","New Stream","http://d12h0em1d7ppg.cloudfront.net/items/17/1729/image_en/1488245964.jpg","PR2014-14","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","Chant","おぐち","PR Card","Card Text
Each player discards their hand, then each player draws four cards.
[Break] Each player draws two cards.","PR Card","","",""
"http://www.fowtcg.com/card/1730","Wash Away","http://d12h0em1d7ppg.cloudfront.net/items/17/1730/image_en/1488245965.jpg","PR2014-15","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","kawaryu","PR Card","Card Text
[Quickcast]
Return target resonator to its owner's hand.
[Break] Return target resonator to its owner's hand.","PR Card","","",""
"http://www.fowtcg.com/card/1730","Wash Away","http://d12h0em1d7ppg.cloudfront.net/items/17/1730/image_en/1488245965.jpg","PR2014-15","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","kawaryu","PR Card","Card Text
[Quickcast]
Return target resonator to its owner's hand.
[Break] Return target resonator to its owner's hand.","PR Card","","",""
"http://www.fowtcg.com/card/1731","Amon, the Demon Prince of Conspiracy","http://d12h0em1d7ppg.cloudfront.net/items/17/1731/image_en/1488245967.jpg","PR2014-16","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator","ezusuke","PR Card","Card Text
Continuous
As an additional cost to play this card, pay any amount of life in multiples of 100.
Continuous
This card's ATK and DEF are equal to the amount of life you paid as you played this card.","PR Card","0 / 0","Demon",""
"http://www.fowtcg.com/card/1731","Amon, the Demon Prince of Conspiracy","http://d12h0em1d7ppg.cloudfront.net/items/17/1731/image_en/1488245967.jpg","PR2014-16","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","Resonator","ezusuke","PR Card","Card Text
Continuous
As an additional cost to play this card, pay any amount of life in multiples of 100.
Continuous
This card's ATK and DEF are equal to the amount of life you paid as you played this card.","PR Card","0 / 0","Demon",""
"http://www.fowtcg.com/card/1732","Peace Negotiation","http://d12h0em1d7ppg.cloudfront.net/items/17/1732/image_en/1488245969.jpg","PR2014-17","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","じゅにあ","PR Card","Card Text
[Trigger] At the beginning of battle during your opponent's turn ⇒ End the battle. Your opponent cannot declare attack this turn.
[Break] Prevent any damage that would be dealt until end of turn.","PR Card","","",""
"http://www.fowtcg.com/card/1732","Peace Negotiation","http://d12h0em1d7ppg.cloudfront.net/items/17/1732/image_en/1488245969.jpg","PR2014-17","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","じゅにあ","PR Card","Card Text
[Trigger] At the beginning of battle during your opponent's turn ⇒ End the battle. Your opponent cannot declare attack this turn.
[Break] Prevent any damage that would be dealt until end of turn.","PR Card","","",""
"http://www.fowtcg.com/card/1733","Oath of Dead","http://d12h0em1d7ppg.cloudfront.net/items/17/1733/image_en/1488245971.jpg","PR2014-18","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Addition:Resonator in your graveyard","ani","PR Card","Card Text
Activate
When this card enters your field ⇒ Put added resonator into your field. This card becomes an [Addition: Resonator] added to that resonator.
Continuous
When this card leaves your field for a non-field zone ⇒ Destroy added resonator.
Continuous
Added resonator gains [-200/-200].","PR Card","","",""
"http://www.fowtcg.com/card/1733","Oath of Dead","http://d12h0em1d7ppg.cloudfront.net/items/17/1733/image_en/1488245971.jpg","PR2014-18","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Addition:Resonator in your graveyard","ani","PR Card","Card Text
Activate
When this card enters your field ⇒ Put added resonator into your field. This card becomes an [Addition: Resonator] added to that resonator.
Continuous
When this card leaves your field for a non-field zone ⇒ Destroy added resonator.
Continuous
Added resonator gains [-200/-200].","PR Card","","",""
"http://www.fowtcg.com/card/1734","Oath of Dark Night","http://d12h0em1d7ppg.cloudfront.net/items/17/1734/image_en/1488245976.jpg","PR2014-19","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Chant","T・S","PR Card","Card Text
You lose 400 life. Produce [B][B][B]. Play ""Oath of Dark Night"" only once per game.
[Break] Draw a card.","PR Card","","",""
"http://www.fowtcg.com/card/1735","Black Sun","http://d12h0em1d7ppg.cloudfront.net/items/17/1735/image_en/1488245979.jpg","PR2014-20","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Chant","雨松","PR Card","Card Text
Put all magic stones on the bottom of their owners' magic stone decks.","PR Card","","",""
"http://www.fowtcg.com/card/1735","Black Sun","http://d12h0em1d7ppg.cloudfront.net/items/17/1735/image_en/1488245979.jpg","PR2014-20","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Chant","雨松","PR Card","Card Text
Put all magic stones on the bottom of their owners' magic stone decks.","PR Card","","",""
"http://www.fowtcg.com/card/1735","Black Sun","http://d12h0em1d7ppg.cloudfront.net/items/17/1735/image_en/1488245979.jpg","PR2014-20","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","Chant","雨松","PR Card","Card Text
Put all magic stones on the bottom of their owners' magic stone decks.","PR Card","","",""
"http://www.fowtcg.com/card/1736","Circle of Nullify","http://d12h0em1d7ppg.cloudfront.net/items/17/1736/image_en/1488248355.jpg","PR2015-001","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","Addition:J/Ruler","有","PR Card","Card Text
Continuous
As this card enters your field, choose a non-ability of the J/ruler this card is targeting. Added J/ruler loses that ability.
[Break] Put this card into your hand.","PR Card","","",""
"http://www.fowtcg.com/card/1737","Flaming Art ~Ash and Smoke~","http://d12h0em1d7ppg.cloudfront.net/items/17/1737/image_en/1488248357.jpg","PR2015-002","http://d12h0em1d7ppg.cloudfront.net/docs/icons/red.png","Chant","塗夢","PR Card","Card Text
[Trigger] Anytime: Destroy target addition.
[Break] Destroy target addition.","PR Card","","",""
"http://www.fowtcg.com/card/1737","Flaming Art ~Ash and Smoke~","http://d12h0em1d7ppg.cloudfront.net/items/17/1737/image_en/1488248357.jpg","PR2015-002","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","塗夢","PR Card","Card Text
[Trigger] Anytime: Destroy target addition.
[Break] Destroy target addition.","PR Card","","",""
"http://www.fowtcg.com/card/1738","Morrigan, the Goddess of Tragic Love","http://d12h0em1d7ppg.cloudfront.net/items/17/1738/image_en/1488248359.jpg","PR2015-003","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator","匈歌ハトリ","PR Card","Card Text
Automatic
When this card is put into a graveyard from your field ⇒ Destroy target resonator.
Automatic
[Enter] Destroy target resonator you control. Then put a resonator from your graveyard into your field.
Activate
Banish a Lifebreak: Target resonator gains [-300/-300] until end of turn.
[Break] Destroy target resonator you control and discard a card.","PR Card","600 / 600","Deity",""
"http://www.fowtcg.com/card/1738","Morrigan, the Goddess of Tragic Love","http://d12h0em1d7ppg.cloudfront.net/items/17/1738/image_en/1488248359.jpg","PR2015-003","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator","匈歌ハトリ","PR Card","Card Text
Automatic
When this card is put into a graveyard from your field ⇒ Destroy target resonator.
Automatic
[Enter] Destroy target resonator you control. Then put a resonator from your graveyard into your field.
Activate
Banish a Lifebreak: Target resonator gains [-300/-300] until end of turn.
[Break] Destroy target resonator you control and discard a card.","PR Card","600 / 600","Deity",""
"http://www.fowtcg.com/card/1738","Morrigan, the Goddess of Tragic Love","http://d12h0em1d7ppg.cloudfront.net/items/17/1738/image_en/1488248359.jpg","PR2015-003","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","Resonator","匈歌ハトリ","PR Card","Card Text
Automatic
When this card is put into a graveyard from your field ⇒ Destroy target resonator.
Automatic
[Enter] Destroy target resonator you control. Then put a resonator from your graveyard into your field.
Activate
Banish a Lifebreak: Target resonator gains [-300/-300] until end of turn.
[Break] Destroy target resonator you control and discard a card.","PR Card","600 / 600","Deity",""
"http://www.fowtcg.com/card/1739","Reanimated Knight","http://d12h0em1d7ppg.cloudfront.net/items/17/1739/image_en/1488248360.jpg","PR2015-004","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator","塗夢","PR Card","Card Text
Activate
Banish this card: Put target resonator other than ""Reanimated Knight"" with total cost three or less from your graveyard into your field.","PR Card","300 / 300","Knight",""
"http://www.fowtcg.com/card/1739","Reanimated Knight","http://d12h0em1d7ppg.cloudfront.net/items/17/1739/image_en/1488248360.jpg","PR2015-004","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","塗夢","PR Card","Card Text
Activate
Banish this card: Put target resonator other than ""Reanimated Knight"" with total cost three or less from your graveyard into your field.","PR Card","300 / 300","Knight",""
"http://www.fowtcg.com/card/1740","Lifesucker","http://d12h0em1d7ppg.cloudfront.net/items/17/1740/image_en/1488248363.jpg","PR2015-005","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator","ヒロモト森一","PR Card","Card Text
Automatic
At the beginning of your recovery phase ⇒ You lose 400 life.","PR Card","500 / 500","Vampire",""
"http://www.fowtcg.com/card/1741","Culling the Weak","http://d12h0em1d7ppg.cloudfront.net/items/17/1741/image_en/1488248365.jpg","PR2015-006","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Chant","夕子","PR Card","Card Text
[Quickcast]
Search your deck for three resonators with different names and reveal them. If you chose three cards, your opponent chooses a card among them and puts it into your graveyard. Shuffle the rest into your deck.
[Break] Put the top five cards of each player's deck into their graveyard.","PR Card","","",""
"http://www.fowtcg.com/card/1741","Culling the Weak","http://d12h0em1d7ppg.cloudfront.net/items/17/1741/image_en/1488248365.jpg","PR2015-006","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Chant","夕子","PR Card","Card Text
[Quickcast]
Search your deck for three resonators with different names and reveal them. If you chose three cards, your opponent chooses a card among them and puts it into your graveyard. Shuffle the rest into your deck.
[Break] Put the top five cards of each player's deck into their graveyard.","PR Card","","",""
"http://www.fowtcg.com/card/1742","Crime of Wave and Abandon","http://d12h0em1d7ppg.cloudfront.net/items/17/1742/image_en/1488248366.jpg","PR2015-007","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","ぽしー","PR Card","Card Text
Return target spell to its owner's hand. Draw a card.","PR Card","","",""
"http://www.fowtcg.com/card/1742","Crime of Wave and Abandon","http://d12h0em1d7ppg.cloudfront.net/items/17/1742/image_en/1488248366.jpg","PR2015-007","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Chant","ぽしー","PR Card","Card Text
Return target spell to its owner's hand. Draw a card.","PR Card","","",""
"http://www.fowtcg.com/card/1742","Crime of Wave and Abandon","http://d12h0em1d7ppg.cloudfront.net/items/17/1742/image_en/1488248366.jpg","PR2015-007","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Chant","ぽしー","PR Card","Card Text
Return target spell to its owner's hand. Draw a card.","PR Card","","",""
"http://www.fowtcg.com/card/1743","Spell Transcription","http://d12h0em1d7ppg.cloudfront.net/items/17/1743/image_en/1488248367.jpg","PR2015-008","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Chant","夕子","PR Card","Card Text
Put a copy of target spell on the chase. You may choose new targets for that copy.
[Break] Put target chant without [Quickcast] and [Trigger] from your graveyard into your hand.","PR Card","","",""
"http://www.fowtcg.com/card/1743","Spell Transcription","http://d12h0em1d7ppg.cloudfront.net/items/17/1743/image_en/1488248367.jpg","PR2015-008","http://d12h0em1d7ppg.cloudfront.net/docs/icons/green.png","Chant","夕子","PR Card","Card Text
Put a copy of target spell on the chase. You may choose new targets for that copy.
[Break] Put target chant without [Quickcast] and [Trigger] from your graveyard into your hand.","PR Card","","",""
"http://www.fowtcg.com/card/1744","Freya, Goddess of the full moon","http://d12h0em1d7ppg.cloudfront.net/items/17/1744/image_en/1488248368.jpg","PR2015-009","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator","ピスケ","PR Card","Card Text
Continuous
This card cannot be attacked by resonators.
Continuous
If a player would gain life, this card deals that much damage to that player instead.","PR Card","300 / 400","Deity",""
"http://www.fowtcg.com/card/1744","Freya, Goddess of the full moon","http://d12h0em1d7ppg.cloudfront.net/items/17/1744/image_en/1488248368.jpg","PR2015-009","http://d12h0em1d7ppg.cloudfront.net/docs/icons/dark.png","Resonator","ピスケ","PR Card","Card Text
Continuous
This card cannot be attacked by resonators.
Continuous
If a player would gain life, this card deals that much damage to that player instead.","PR Card","300 / 400","Deity",""
"http://www.fowtcg.com/card/1744","Freya, Goddess of the full moon","http://d12h0em1d7ppg.cloudfront.net/items/17/1744/image_en/1488248368.jpg","PR2015-009","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Resonator","ピスケ","PR Card","Card Text
Continuous
This card cannot be attacked by resonators.
Continuous
If a player would gain life, this card deals that much damage to that player instead.","PR Card","300 / 400","Deity",""
"http://www.fowtcg.com/card/1745","Bind of Silence","http://d12h0em1d7ppg.cloudfront.net/items/17/1745/image_en/1488248370.jpg","PR2015-010","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","Addition: Field","塗夢","PR Card","Card Text
Continuous
Players cannot pay life.
[Break] Put this card into your hand.","PR Card","","",""
"http://www.fowtcg.com/card/1746","Hamelin's Pied Piper","http://d12h0em1d7ppg.cloudfront.net/items/17/1746/image_en/1488248443.jpg","PR2015-011","http://d12h0em1d7ppg.cloudfront.net/docs/icons/blue.png","Resonator","kakotomirai","PR Card","Card Text
Automatic
[Enter]Rest target resonator your opponent controls. It doesn't recover during the recovery phase as long as this card is in a field.
Automatic
Whenever this card attacks ⇒ Rest target resonator your opponent controls. It doesn't recover during the recovery phase as long as this card is in a field.","PR Card","1000 / 1000","Fairy Tale/Mage","The sounds of his flute can entice anything; even vampires."
